Unnamed: 0,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,PJ2017-2018,Titular2017-2018,Mín2017-2018,90 s2017-2018,GC2017-2018,GC902017-2018,DaPC2017-2018,Salvadas2017-2018,% Salvadas2017-2018,PG2017-2018,PE2017-2018,PP2017-2018,PaC2017-2018,PaC%2017-2018,TPint2017-2018,PD2017-2018,PD.12017-2018,PC2017-2018,% Salvadas.12017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,PJ2018-2019,Titular2018-2019,Mín2018-2019,90 s2018-2019,GC2018-2019,GC902018-2019,DaPC2018-2019,Salvadas2018-2019,% Salvadas2018-2019,PG2018-2019,PE2018-2019,PP2018-2019,PaC2018-2019,PaC%2018-2019,TPint2018-2019,PD2018-2019,PD.12018-2019,PC2018-2019,% Salvadas.12018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,PJ2019-2020,Titular2019-2020,Mín2019-2020,90 s2019-2020,GC2019-2020,GC902019-2020,DaPC2019-2020,Salvadas2019-2020,% Salvadas2019-2020,PG2019-2020,PE2019-2020,PP2019-2020,PaC2019-2020,PaC%2019-2020,TPint2019-2020,PD2019-2020,PD.12019-2020,PC2019-2020,% Salvadas.12019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,PJ2020-2021,Titular2020-2021,Mín2020-2021,90 s2020-2021,GC2020-2021,GC902020-2021,DaPC2020-2021,Salvadas2020-2021,% Salvadas2020-2021,PG2020-2021,PE2020-2021,PP2020-2021,PaC2020-2021,PaC%2020-2021,TPint2020-2021,PD2020-2021,PD.12020-2021,PC2020-2021,% Salvadas.12020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,PJ2021-2022,Titular2021-2022,Mín2021-2022,90 s2021-2022,GC2021-2022,GC902021-2022,DaPC2021-2022,Salvadas2021-2022,% Salvadas2021-2022,PG2021-2022,PE2021-2022,PP2021-2022,PaC2021-2022,PaC%2021-2022,TPint2021-2022,PD2021-2022,PD.12021-2022,PC2021-2022,% Salvadas.12021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,PJ2022-2023,Titular2022-2023,Mín2022-2023,90 s2022-2023,GC2022-2023,GC902022-2023,DaPC2022-2023,Salvadas2022-2023,% Salvadas2022-2023,PG2022-2023,PE2022-2023,PP2022-2023,PaC2022-2023,PaC%2022-2023,TPint2022-2023,PD2022-2023,PD.12022-2023,PC2022-2023,% Salvadas.12022-2023,Position,Market Value,Transfer Type,Fee
10,Kepa Arrizabalaga,43,12,10,4,22.0,1994.0,30.0,30.0,2700.0,30.0,43.0,1.43,136.0,94.0,69.1,7.0,9.0,14.0,7.0,23.3,3.0,1.0,2.0,0.0,66.7,43,12,31,3,23.0,1994.0,36.0,36.0,3240.0,36.0,39.0,1.08,121.0,81.0,68.6,20.0,8.0,8.0,14.0,38.9,2.0,1.0,1.0,0.0,50.0,43,12,31,3,24.0,1994.0,33.0,33.0,2970.0,33.0,47.0,1.42,99.0,54.0,54.5,18.0,4.0,11.0,8.0,24.2,2.0,2.0,0.0,0.0,0.0,43,12,31,3,25.0,1994.0,7.0,6.0,585.0,6.5,8.0,1.23,23.0,15.0,69.6,2.0,2.0,2.0,2.0,33.3,1.0,1.0,0.0,0.0,0.0,43,12,31,3,26.0,1994.0,4.0,4.0,360.0,4.0,2.0,0.5,13.0,11.0,84.6,2.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,43,12,31,3,27.0,1994.0,29.0,29.0,2565.0,28.5,33.0,1.16,120.0,90.0,73.3,8.0,9.0,12.0,9.0,31.0,1.0,1.0,0.0,0.0,0.0,,,,
11,Sergio Asenjo,43,12,136,4,28.0,1989.0,23.0,23.0,2070.0,23.0,30.0,1.3,93.0,60.0,71.0,12.0,3.0,8.0,6.0,26.1,6.0,3.0,3.0,0.0,50.0,43,12,136,4,29.0,1989.0,32.0,32.0,2880.0,32.0,45.0,1.41,162.0,119.0,73.5,7.0,12.0,13.0,9.0,28.1,4.0,2.0,1.0,1.0,33.3,43,12,136,4,30.0,1989.0,34.0,34.0,3060.0,34.0,41.0,1.21,145.0,104.0,75.2,17.0,4.0,13.0,11.0,32.4,6.0,5.0,1.0,0.0,16.7,43,12,136,4,31.0,1989.0,36.0,36.0,3240.0,36.0,40.0,1.11,118.0,79.0,72.0,15.0,13.0,8.0,10.0,27.8,9.0,7.0,1.0,1.0,12.5,43,12,136,4,32.0,1989.0,6.0,6.0,540.0,6.0,9.0,1.5,28.0,19.0,71.4,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,43,12,134,4,33.0,1989.0,10.0,10.0,900.0,10.0,21.0,2.1,51.0,30.0,60.8,2.0,2.0,6.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,
12,Mariano Barbosa,6,12,136,4,33.0,1984.0,13.0,12.0,1125.0,12.5,14.0,1.12,48.0,34.0,72.9,6.0,3.0,3.0,5.0,41.7,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
13,Oliver Baumann,35,12,62,2,27.0,1990.0,34.0,34.0,3060.0,34.0,48.0,1.41,147.0,100.0,69.4,15.0,10.0,9.0,10.0,29.4,4.0,3.0,1.0,0.0,25.0,35,12,62,2,28.0,1990.0,33.0,33.0,2970.0,33.0,51.0,1.55,166.0,116.0,72.9,12.0,12.0,9.0,5.0,15.2,6.0,6.0,0.0,0.0,0.0,35,12,62,2,29.0,1990.0,30.0,30.0,2700.0,30.0,49.0,1.63,146.0,97.0,69.9,13.0,7.0,10.0,7.0,23.3,7.0,5.0,2.0,0.0,28.6,35,12,62,2,30.0,1990.0,31.0,31.0,2790.0,31.0,51.0,1.65,132.0,81.0,65.9,10.0,8.0,13.0,6.0,19.4,9.0,6.0,2.0,1.0,25.0,35,12,62,2,31.0,1990.0,33.0,33.0,2970.0,33.0,57.0,1.73,155.0,98.0,64.5,12.0,7.0,14.0,8.0,24.2,4.0,2.0,1.0,1.0,33.3,35,12,62,2,32.0,1990.0,34.0,34.0,3060.0,34.0,57.0,1.68,161.0,105.0,65.8,10.0,6.0,18.0,5.0,14.7,3.0,2.0,0.0,1.0,0.0,,,,
14,Asmir Begović,9,12,21,3,30.0,1987.0,38.0,38.0,3420.0,38.0,61.0,1.61,170.0,109.0,65.3,11.0,11.0,16.0,6.0,15.8,3.0,2.0,1.0,0.0,33.3,9,12,21,3,31.0,1987.0,24.0,24.0,2160.0,24.0,47.0,1.96,104.0,59.0,56.7,8.0,3.0,13.0,5.0,20.8,2.0,2.0,0.0,0.0,0.0,9,12,89,6,32.0,1987.0,2.0,1.0,129.0,1.4,3.0,2.09,7.0,4.0,71.4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,12,47,3,34.0,1987.0,3.0,3.0,270.0,3.0,8.0,2.67,18.0,11.0,61.1,1.0,0.0,2.0,1.0,33.3,1.0,1.0,0.0,0.0,0.0,9,12,47,3,35.0,1987.0,1.0,1.0,90.0,1.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,
15,Vid Belec,116,12,16,6,27.0,1990.0,15.0,15.0,1293.0,14.4,32.0,4.68,89.0,59.0,140.89999999999998,2.0,0.0,13.0,1.0,7.7,4.0,4.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,12,115,6,31.0,1990.0,23.0,21.0,1938.0,21.5,49.0,2.28,135.0,87.0,65.9,3.0,2.0,16.0,1.0,4.8,5.0,3.0,1.0,1.0,25.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
16,Diego Benaglio,23,12,90,5,33.0,1983.0,3.0,2.0,225.0,2.5,0.0,0.0,6.0,6.0,100.0,2.0,0.0,0.0,3.0,150.0,0.0,0.0,0.0,0.0,0.0,23,12,90,5,34.0,1983.0,23.0,22.0,2057.0,22.9,38.0,1.66,96.0,57.0,63.5,4.0,6.0,12.0,4.0,18.2,5.0,3.0,2.0,0.0,40.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
17,Walter Benítez,6,12,97,5,24.0,1993.0,28.0,28.0,2520.0,28.0,36.0,1.29,113.0,76.0,70.8,12.0,8.0,8.0,7.0,25.0,5.0,3.0,2.0,0.0,40.0,6,12,97,5,25.0,1993.0,35.0,35.0,3150.0,35.0,29.0,0.83,143.0,112.0,81.1,15.0,10.0,10.0,16.0,45.7,5.0,2.0,3.0,0.0,60.0,6,12,97,5,26.0,1993.0,26.0,26.0,2340.0,26.0,36.0,1.38,130.0,95.0,75.4,9.0,8.0,9.0,4.0,15.4,6.0,4.0,1.0,1.0,20.0,6,12,97,5,27.0,1993.0,38.0,38.0,3420.0,38.0,53.0,1.39,176.0,123.0,73.9,15.0,7.0,16.0,9.0,23.7,7.0,7.0,0.0,0.0,0.0,6,12,97,5,28.0,1993.0,37.0,37.0,3330.0,37.0,35.0,0.95,141.0,105.0,78.0,20.0,7.0,10.0,14.0,37.8,5.0,4.0,1.0,0.0,20.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,
18,Etrit Berisha,3,12,9,6,28.0,1989.0,31.0,31.0,2790.0,31.0,34.0,1.1,99.0,64.0,66.7,13.0,10.0,8.0,8.0,25.8,2.0,1.0,1.0,0.0,50.0,3,12,9,6,29.0,1989.0,18.0,18.0,1620.0,18.0,25.0,1.39,63.0,41.0,61.9,9.0,3.0,6.0,5.0,27.8,2.0,1.0,0.0,1.0,0.0,3,12,113,6,30.0,1989.0,26.0,26.0,2340.0,26.0,44.0,1.69,147.0,105.0,74.1,5.0,3.0,18.0,3.0,11.5,6.0,6.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,127,6,32.0,1989.0,10.0,10.0,900.0,10.0,8.0,0.8,41.0,32.0,85.4,3.0,4.0,3.0,4.0,40.0,3.0,2.0,1.0,0.0,33.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
19,Quentin Beunardeau,46,12,88,5,23.0,1994.0,1.0,0.0,38.0,0.4,2.0,4.74,4.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
20,Albano Bizzarri,6,12,131,6,39.0,1977.0,32.0,32.0,2880.0,32.0,52.0,1.62,143.0,92.0,65.0,11.0,4.0,17.0,8.0,25.0,5.0,2.0,2.0,1.0,50.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
21,Rubén Blanco,43,12,30,4,22.0,1995.0,22.0,22.0,1941.0,21.6,31.0,1.44,86.0,55.0,67.4,10.0,4.0,8.0,4.0,18.2,4.0,3.0,0.0,1.0,0.0,43,12,30,4,23.0,1995.0,25.0,25.0,2250.0,25.0,40.0,1.6,109.0,69.0,67.0,7.0,6.0,12.0,6.0,24.0,5.0,4.0,0.0,1.0,0.0,43,12,30,4,24.0,1995.0,33.0,33.0,2960.0,32.9,43.0,1.31,135.0,92.0,71.9,6.0,14.0,13.0,10.0,30.3,5.0,5.0,0.0,0.0,0.0,43,12,30,4,25.0,1995.0,19.0,19.0,1637.0,18.2,27.0,1.48,61.0,34.0,57.4,7.0,6.0,6.0,4.0,21.1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,12,87,5,27.0,1995.0,6.0,6.0,495.0,5.5,6.0,1.09,19.0,15.0,68.4,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,
22,Landry Bonnefoi,46,12,124,5,33.0,1983.0,4.0,3.0,271.0,3.0,6.0,1.99,17.0,11.0,64.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
23,Jean-Christophe Bouet,46,12,4,5,34.0,1983.0,1.0,1.0,90.0,1.0,1.0,1.0,7.0,6.0,85.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
24,Yassine Bounou,85,12,54,4,26.0,1991.0,30.0,30.0,2655.0,29.5,46.0,1.56,139.0,94.0,69.8,13.0,6.0,11.0,9.0,30.0,5.0,4.0,0.0,1.0,0.0,85,12,54,4,27.0,1991.0,32.0,32.0,2862.0,31.8,43.0,1.35,166.0,124.0,77.7,8.0,10.0,14.0,8.0,25.0,6.0,6.0,0.0,0.0,0.0,85,12,119,4,28.0,1991.0,6.0,5.0,495.0,5.5,3.0,0.55,20.0,17.0,90.0,4.0,1.0,0.0,4.0,80.0,1.0,1.0,0.0,0.0,0.0,85,12,119,4,29.0,1991.0,33.0,33.0,2970.0,33.0,28.0,0.85,106.0,78.0,77.4,21.0,5.0,7.0,15.0,45.5,6.0,4.0,2.0,0.0,33.3,85,12,119,4,30.0,1991.0,31.0,31.0,2790.0,31.0,24.0,0.77,100.0,75.0,78.0,14.0,13.0,4.0,13.0,41.9,4.0,2.0,1.0,1.0,33.3,85,12,119,4,31.0,1991.0,25.0,25.0,2151.0,23.9,41.0,1.72,106.0,66.0,63.2,7.0,6.0,12.0,4.0,16.0,3.0,2.0,1.0,0.0,33.3,,,,
25,Claudio Bravo,25,12,85,3,34.0,1983.0,3.0,2.0,226.0,2.5,1.0,0.4,5.0,4.0,80.0,2.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,12,85,3,36.0,1983.0,4.0,3.0,347.0,3.9,7.0,1.82,15.0,8.0,53.3,2.0,0.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,25,12,17,4,37.0,1983.0,20.0,20.0,1800.0,20.0,25.0,1.25,75.0,50.0,72.0,8.0,8.0,4.0,7.0,35.0,5.0,4.0,1.0,0.0,20.0,25,12,17,4,38.0,1983.0,17.0,17.0,1456.0,16.2,19.0,1.17,56.0,39.0,67.9,8.0,4.0,5.0,5.0,29.4,1.0,1.0,0.0,0.0,0.0,25,12,17,4,39.0,1983.0,12.0,12.0,1080.0,12.0,9.0,0.75,42.0,33.0,81.0,5.0,5.0,2.0,4.0,33.3,1.0,1.0,0.0,0.0,0.0,,,,
26,Alberto Brignoli,69,12,16,6,25.0,1991.0,13.0,11.0,1126.0,12.5,31.0,2.48,70.0,39.0,58.6,1.0,2.0,8.0,1.0,9.1,4.0,2.0,0.0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
27,Gianluigi Buffon,69,12,66,6,39.0,1978.0,21.0,21.0,1862.0,20.7,14.0,0.68,56.0,43.0,80.4,17.0,2.0,2.0,11.0,52.4,4.0,3.0,1.0,0.0,25.0,69,12,104,5,40.0,1978.0,17.0,17.0,1530.0,17.0,18.0,1.06,65.0,49.0,73.8,13.0,1.0,3.0,6.0,35.3,2.0,1.0,1.0,0.0,50.0,69,12,66,6,41.0,1978.0,9.0,9.0,810.0,9.0,10.0,1.11,33.0,23.0,72.7,7.0,1.0,1.0,1.0,11.1,2.0,1.0,0.0,1.0,0.0,69,12,66,6,42.0,1978.0,8.0,8.0,720.0,8.0,5.0,0.62,21.0,15.0,85.7,7.0,1.0,0.0,3.0,37.5,3.0,2.0,1.0,0.0,33.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
28,Roman Bürki,23,12,39,2,26.0,1990.0,33.0,33.0,2969.0,33.0,43.0,1.3,145.0,102.0,72.4,15.0,9.0,9.0,12.0,36.4,3.0,3.0,0.0,0.0,0.0,23,12,39,2,27.0,1990.0,32.0,32.0,2880.0,32.0,40.0,1.25,128.0,88.0,71.9,21.0,7.0,4.0,10.0,31.3,4.0,4.0,0.0,0.0,0.0,23,12,39,2,28.0,1990.0,31.0,31.0,2770.0,30.8,40.0,1.3,95.0,58.0,61.1,19.0,5.0,7.0,12.0,38.7,3.0,3.0,0.0,0.0,0.0,23,12,39,2,29.0,1990.0,19.0,18.0,1665.0,18.5,30.0,1.62,92.0,62.0,71.7,9.0,2.0,7.0,4.0,22.2,4.0,4.0,0.0,0.0,0.0,23,12,39,2,30.0,1990.0,1.0,1.0,90.0,1.0,1.0,1.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
29,Ludovic Butelle,46,12,5,5,34.0,1983.0,19.0,19.0,1653.0,18.4,22.0,1.2,68.0,48.0,72.1,6.0,5.0,8.0,4.0,21.1,3.0,3.0,0.0,0.0,0.0,46,12,5,5,35.0,1983.0,36.0,36.0,3239.0,36.0,48.0,1.33,161.0,113.0,72.0,9.0,15.0,12.0,11.0,30.6,5.0,3.0,2.0,0.0,40.0,46,12,5,5,36.0,1983.0,26.0,26.0,2340.0,26.0,32.0,1.23,83.0,51.0,65.1,10.0,6.0,10.0,11.0,42.3,3.0,3.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
30,Jack Butland,42,12,123,3,24.0,1993.0,35.0,35.0,3150.0,35.0,61.0,1.74,201.0,142.0,72.1,7.0,11.0,17.0,6.0,17.1,5.0,5.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,12,36,3,27.0,1993.0,1.0,1.0,90.0,1.0,2.0,2.0,5.0,3.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,12,36,3,28.0,1993.0,9.0,8.0,765.0,8.5,13.0,1.53,28.0,16.0,53.6,2.0,4.0,2.0,1.0,12.5,1.0,0.0,1.0,0.0,100.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
