Fee,Market Value,npxG+xAG2020-2021,npxG2020-2021,PrgP2020-2021,G+A2020-2021,npxG+xAG2021-2022,Ass2020-2021,G-TP2020-2021,xAG2021-2022,xG2020-2021,PrgP2021-2022,PrgC2020-2021,G+A2021-2022,xG2021-2022,Gls.2020-2021,Titular2020-2021,PrgC2021-2022,npxG2021-2022,Mín2020-2021,90 s2020-2021,PrgR2021-2022,Gls.2021-2022,xAG2020-2021,G-TP2021-2022,TA2020-2021,Titular2021-2022,Mín2021-2022,90 s2021-2022,PrgR2020-2021,Ass2021-2022,TP2021-2022,npxG2019-2020,npxG+xAG2019-2020,TPint2021-2022,G-TP2019-2020,PJ2020-2021,G+A-TP2020-2021,G-TP.12020-2021,PrgP2019-2020,PrgC2019-2020,TA2021-2022,G+A.12020-2021,xG2019-2020,Gls..12020-2021,PJ2021-2022,Gls.2019-2020,PrgR2019-2020,G+A2019-2020,npxG.12020-2021,xG.12020-2021,Jugador
,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,14.0,0.0,0.0,0.1,0.0,0.0,23.0,0.1,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,341.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,Yasser Larouci
,,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.4,0.0,7.0,0.0,2.0,0.8,0.0,0.0,21.0,0.8,0.0,0.0,67.0,2.0,0.0,2.0,0.0,7.0,877.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,Bryan Lasme
,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Juanmi Latasa
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Théo Le Bris
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Patrick Leal
3.5,5.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.5,0.0,43.0,0.0,1.0,1.1,0.0,0.0,11.0,1.1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,17.0,1538.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,Maxim Leitsch
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Félix Lemaréchal
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Ruben Lendinez
,,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,24.0,0.0,0.0,0.2,0.0,0.0,4.0,0.2,0.0,0.0,8.0,0.0,0.0,0.0,0.0,7.0,626.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,Léo Leroy
4.0,4.5,0.0,0.0,0.0,0.0,5.8,0.0,0.0,1.7,0.0,34.0,0.0,6.0,4.0,0.0,0.0,76.0,4.0,0.0,0.0,153.0,5.0,0.0,5.0,0.0,22.0,1959.0,21.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,Jamie Leweling
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,495.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,Luca Lezzerini
,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ben Lhassine Kone
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,Andreas Linde
,,0.0,0.0,0.0,0.0,13.5,0.0,0.0,5.5,0.0,43.0,0.0,9.0,8.0,0.0,0.0,80.0,8.0,0.0,0.0,154.0,5.0,0.0,5.0,0.0,26.0,1976.0,22.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,Jesper Lindstrøm
,,0.0,0.0,0.0,0.0,4.1,0.0,0.0,2.7,0.0,80.0,0.0,2.0,1.4,0.0,0.0,79.0,1.4,0.0,0.0,118.0,1.0,0.0,1.0,0.0,25.0,2202.0,24.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,Valentino Livramento
,,0.0,0.0,0.0,0.0,4.5,0.0,0.0,2.7,0.0,97.0,0.0,4.0,1.8,0.0,0.0,60.0,1.8,0.0,0.0,136.0,3.0,0.0,3.0,0.0,22.0,1969.0,21.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,Dejan Ljubicic
,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,5.0,0.0,0.0,0.1,0.0,0.0,3.0,0.1,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Javier Llabrés
1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,29.0,2.0,0.0,2.0,0.0,2.0,284.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,Julen Lobete
,3.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.0,39.0,0.0,2.0,0.2,0.0,0.0,30.0,0.2,0.0,0.0,40.0,1.0,0.0,1.0,0.0,11.0,1011.0,11.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,Bradley Locko
,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.1,0.0,0.0,7.0,0.1,0.0,0.0,20.0,0.0,0.0,0.0,0.0,3.0,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Samuel Loric
,,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.7,0.0,96.0,0.0,2.0,2.2,0.0,0.0,14.0,2.2,0.0,0.0,25.0,2.0,0.0,2.0,0.0,33.0,2935.0,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,Anthony Losilla
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,885.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,Marcel Lotka
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Johaneko Louisjean
,,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.2,0.0,80.0,0.0,2.0,1.7,0.0,0.0,12.0,1.7,0.0,0.0,0.0,2.0,0.0,2.0,0.0,24.0,2095.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,Castello Lukeba
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Andrey Lunyov
,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Yannis M'Bemba
,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.0,12.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,5.0,523.0,5.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,Deiver Machado
,,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1485.0,16.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,Niki Mäenpää
,,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.2,0.0,4.0,0.0,2.0,1.4,0.0,0.0,3.0,1.4,0.0,0.0,31.0,2.0,0.0,2.0,0.0,5.0,525.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,Louis Mafouta
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matej Maglica
,,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.6,0.0,79.0,0.0,1.0,1.1,0.0,0.0,8.0,1.1,0.0,0.0,35.0,1.0,0.0,1.0,0.0,19.0,1717.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,Yohann Magnin
,,0.0,0.0,0.0,0.0,10.6,0.0,0.0,5.2,0.0,147.0,0.0,14.0,5.3,0.0,0.0,77.0,5.3,0.0,0.0,126.0,6.0,0.0,6.0,0.0,21.0,1832.0,20.4,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,Lovro Majer
,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,0.5,0.0,0.0,10.0,0.5,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,322.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,Béni Makouana
,4.5,0.0,0.0,0.0,0.0,4.1,0.0,0.0,1.8,0.0,43.0,0.0,4.0,2.3,0.0,0.0,12.0,2.3,0.0,0.0,74.0,2.0,0.0,2.0,0.0,11.0,1019.0,11.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,Youssef Maleh
,,0.0,0.0,0.0,0.0,8.6,0.0,0.0,4.1,0.0,39.0,0.0,8.0,4.6,0.0,0.0,61.0,4.6,0.0,0.0,144.0,5.0,0.0,5.0,0.0,20.0,1684.0,18.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,Donyell Malen
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Lennard Maloney
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,Giorgi Mamardashvili
,,0.0,0.0,0.0,0.0,6.3,0.0,0.0,1.2,0.0,29.0,0.0,5.0,7.5,0.0,0.0,32.0,5.1,0.0,0.0,93.0,5.0,0.0,3.0,0.0,19.0,1768.0,19.6,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,Rey Manaj
2.79,2.7,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.3,0.0,5.0,0.0,1.0,1.9,0.0,0.0,5.0,1.9,0.0,0.0,28.0,1.0,0.0,1.0,0.0,5.0,425.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,Leonardo Mancuso
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,Anthony Mandrea
,,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.6,0.0,89.0,0.0,4.0,1.7,0.0,0.0,55.0,1.7,0.0,0.0,110.0,3.0,0.0,3.0,0.0,27.0,2353.0,26.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,Ricardo Mangas
,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,22.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1044.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,Nikola Maraš
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Davide Marfella
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mika Màrmol
,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.1,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,Martín
,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,2.0,0.0,0.0,0.1,0.0,0.0,3.0,0.1,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Ander Martin
,,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.6,0.0,0.0,1.0,0.6,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,186.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,Andrés Martín
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Carlos Martín
,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.1,0.0,0.0,2.0,0.1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,Iván Martín
,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1552.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,Erhan Mašović
,,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.8,0.0,132.0,0.0,2.0,0.4,0.0,0.0,11.0,0.4,0.0,0.0,13.0,1.0,0.0,1.0,0.0,29.0,2463.0,27.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,Azor Matusiwa
10.26,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3136.0,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,Luís Maximiano
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Derek Mazou-Sacko
,,0.0,0.0,0.0,0.0,2.6,0.0,0.0,2.0,0.0,73.0,0.0,2.0,0.4,0.0,0.0,87.0,0.4,0.0,0.0,89.0,0.0,0.0,0.0,0.0,30.0,2512.0,27.9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,Pasquale Mazzocchi
,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,610.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,Amadou Mbengue
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jason Mbock
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Moustapha Mbow
,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,2.0,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,James Mcatee
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Kasey McAteer
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Liam McCarron
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Stuart McKinstry
38.0,40.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,2.8,0.0,53.0,0.0,1.0,0.3,0.0,0.0,41.0,0.3,0.0,0.0,128.0,0.0,0.0,0.0,0.0,18.0,1658.0,18.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,Nuno Mendes
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tomás Mendes
,,0.0,0.0,0.0,0.0,2.2,0.0,0.0,1.7,0.0,26.0,0.0,0.0,0.5,0.0,0.0,30.0,0.5,0.0,0.0,54.0,0.0,0.0,0.0,0.0,9.0,792.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,Arial Mendy
