RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG
843,Diego Falcinelli,it ITA,DL,Bologna,it Serie A,30,1991,6,0,66,0.7,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,1,2,9,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.78,0.78,0.78
844,Wladimiro Falcone,it ITA,PO,Sampdoria,it Serie A,26,1995,10,9,855,9.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
845,Fali,es ESP,"DF,CC",Cádiz,es La Liga,27,1993,28,23,1803,20.0,0,2,2,0,0,0,6,0,0.7,0.7,1.4,2.0,9,49,6,0.00,0.10,0.10,0.00,0.10,0.03,0.07,0.10,0.03,0.10
846,Paolo Faragò,it ITA,CC,Cagliari,it Serie A,28,1993,1,0,16,0.2,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,1,2,0.00,0.00,0.00,0.00,0.00,2.44,0.00,2.44,2.44,2.44
847,Omar Faraj,se SWE,DL,Levante,es La Liga,19,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
848,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,29,1991,32,30,2572,28.6,4,5,9,4,0,0,8,1,3.0,3.0,2.9,5.9,31,123,125,0.14,0.17,0.31,0.14,0.31,0.11,0.10,0.21,0.11,0.21
849,Mohamed Fares,dz ALG,"DF,DL",Genoa,it Serie A,25,1996,9,6,587,6.5,2,1,3,2,0,0,2,0,1.1,1.1,0.7,1.8,16,15,22,0.31,0.15,0.46,0.31,0.46,0.17,0.11,0.28,0.17,0.28
850,Diego Farias,br BRA,"CC,DL",Cagliari,it Serie A,31,1990,4,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,7,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG
851,Wuilker Faríñez,ve VEN,PO,Lens,fr Ligue 1,23,1998,13,11,1105,12.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
852,Ömer Faruk Beyaz,tr TUR,"DF,CC",Stuttgart,de Bundesliga,17,2003,4,0,71,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,5,5,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19
853,Noah Fatar,fr FRA,"DF,CC",Angers,fr Ligue 1,19,2002,3,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
854,Ansu Fati,es ESP,DL,Barcelona,es La Liga,18,2002,10,3,336,3.7,4,0,4,4,0,0,0,0,1.3,1.3,0.4,1.8,20,9,49,1.07,0.00,1.07,1.07,1.07,0.36,0.12,0.47,0.36,0.47
855,Julien Faussurier,fr FRA,"CC,DF",Brest,fr Ligue 1,34,1987,16,4,489,5.4,0,1,1,0,0,0,1,0,0.4,0.4,0.8,1.2,18,22,60,0.00,0.18,0.18,0.00,0.18,0.07,0.15,0.22,0.07,0.22
856,Andrea Favilli,it ITA,DL,Genoa,it Serie A,24,1997,1,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
857,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,34,1987,16,16,1434,15.9,1,0,1,1,0,0,3,1,1.5,1.5,0.4,1.8,19,40,6,0.06,0.00,0.06,0.06,0.06,0.09,0.02,0.12,0.09,0.12
858,Aleix Febas,es ESP,CC,Mallorca,es La Liga,25,1996,4,1,117,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,1,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12
859,Adrian Fein,de GER,CC,Greuther Fürth,de Bundesliga,22,1999,3,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.06,0.15,0.21,0.06,0.21
860,Nabil Fekir,fr FRA,CC,Betis,es La Liga,28,1993,34,33,2794,31.0,6,8,14,6,0,0,7,1,4.7,4.7,7.0,11.6,117,171,231,0.19,0.26,0.45,0.19,0.45,0.15,0.22,0.37,0.15,0.37
861,Felipe,br BRA,DF,Atlético Madrid,es La Liga,32,1989,26,15,1504,16.7,2,1,3,2,0,0,5,1,0.7,0.7,0.4,1.1,5,32,2,0.12,0.06,0.18,0.12,0.18,0.04,0.02,0.07,0.04,0.07
862,Luiz Felipe,it ITA,DF,Lazio,it Serie A,24,1997,31,28,2491,27.7,0,0,0,0,0,0,9,1,0.3,0.3,0.2,0.5,12,78,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
863,João Félix,pt POR,"DL,CC",Atlético Madrid,es La Liga,21,1999,24,13,1263,14.0,8,4,12,8,0,0,3,1,5.7,5.7,4.7,10.4,42,49,82,0.57,0.29,0.86,0.57,0.86,0.41,0.33,0.74,0.41,0.74
864,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,23,1997,13,8,787,8.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,7,28,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
865,Kiko Femenía,es ESP,DF,Watford,eng Premier League,30,1991,27,26,2142,23.8,0,5,5,0,0,0,2,0,0.1,0.1,3.6,3.8,40,100,48,0.00,0.21,0.21,0.00,0.21,0.00,0.15,0.16,0.00,0.16
866,Evan Ferguson,ie IRL,CC,Brighton,eng Premier League,16,2004,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
867,Nathan Ferguson,eng ENG,DF,Crystal Palace,eng Premier League,20,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
868,Bruno Fernandes,pt POR,CC,Manchester Utd,eng Premier League,26,1994,36,35,3111,34.6,10,6,16,10,0,2,10,0,9.7,8.1,9.0,17.1,78,237,190,0.29,0.17,0.46,0.29,0.46,0.28,0.26,0.54,0.23,0.50
869,Edimilson Fernandes,ch SUI,"CC,DL",Arminia,de Bundesliga,25,1996,7,2,283,3.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,12,21,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09
870,Aitor Fernández,es ESP,PO,Levante,es La Liga,30,1991,13,13,1166,13.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
871,Álex Fernández,es ESP,CC,Cádiz,es La Liga,28,1992,32,22,2051,22.8,3,2,5,2,1,2,2,0,3.0,1.5,1.3,2.7,48,122,44,0.13,0.09,0.22,0.09,0.18,0.13,0.06,0.19,0.06,0.12
872,Álvaro Fernández,es ESP,PO,Brentford,eng Premier League,23,1998,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
873,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,32,1989,7,5,523,5.8,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,0,12,1,0.00,0.00,0.00,0.00,0.00,0.07,0.06,0.13,0.07,0.13
874,Fernandinho,br BRA,"CC,DF",Manchester City,eng Premier League,36,1985,19,10,964,10.7,2,1,3,2,0,0,1,0,1.6,1.6,1.0,2.5,16,81,11,0.19,0.09,0.28,0.19,0.28,0.15,0.09,0.24,0.15,0.24
875,Fernando,br BRA,"CC,DF",Sevilla,es La Liga,34,1987,24,21,1850,20.6,1,1,2,1,0,0,6,0,1.0,1.0,0.4,1.4,15,86,11,0.05,0.05,0.10,0.05,0.10,0.05,0.02,0.07,0.05,0.07
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG
876,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,27,1994,23,20,1643,18.3,1,0,1,1,0,0,4,0,0.6,0.6,0.0,0.6,7,39,5,0.05,0.00,0.05,0.05,0.05,0.03,0.00,0.03,0.03,0.03
877,Salvador Ferrer,es ESP,"DF,CC",Spezia,it Serie A,23,1998,27,14,1495,16.6,0,3,3,0,0,0,3,0,0.2,0.2,1.3,1.6,24,67,52,0.00,0.18,0.18,0.00,0.18,0.01,0.08,0.09,0.01,0.09
878,Jordan Ferri,fr FRA,CC,Montpellier,fr Ligue 1,29,1992,34,33,2911,32.3,0,2,2,0,0,0,13,1,0.3,0.3,3.4,3.7,78,290,43,0.00,0.06,0.06,0.00,0.06,0.01,0.11,0.12,0.01,0.12
879,Riccardo Fiamozzi,it ITA,DF,Empoli,it Serie A,28,1993,10,7,620,6.9,0,1,1,0,0,0,1,0,0.0,0.0,0.6,0.6,10,23,14,0.00,0.15,0.15,0.00,0.15,0.00,0.09,0.09,0.00,0.09
880,Fidel,es ESP,CC,Elche,es La Liga,31,1989,33,29,2261,25.1,5,6,11,4,1,1,9,0,2.8,2.0,4.4,6.4,64,135,136,0.20,0.24,0.44,0.16,0.40,0.11,0.17,0.28,0.08,0.25
881,Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,23,1998,16,7,560,6.2,0,0,0,0,0,0,3,0,0.0,0.0,0.5,0.5,10,39,51,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07
882,Alfreð Finnbogason,is ISL,DL,Augsburg,de Bundesliga,32,1989,10,3,292,3.2,2,1,3,2,0,0,0,0,1.3,1.3,0.8,2.2,2,8,14,0.62,0.31,0.92,0.62,0.92,0.41,0.26,0.67,0.41,0.67
883,Luca Fiordilino,it ITA,CC,Venezia,it Serie A,25,1996,15,5,661,7.3,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.6,3,23,10,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09
884,Vincenzo Fiorillo,it ITA,PO,Salernitana,it Serie A,31,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
885,Roberto Firmino,br BRA,DL,Liverpool,eng Premier League,29,1991,20,10,990,11.0,5,4,9,5,0,0,3,0,4.7,4.7,1.7,6.4,27,40,100,0.45,0.36,0.82,0.45,0.82,0.43,0.16,0.59,0.43,0.59
886,Junior Firpo,es ESP,"DF,CC",Leeds United,eng Premier League,24,1996,24,19,1711,19.0,0,2,2,0,0,0,11,0,0.9,0.9,1.9,2.8,36,111,72,0.00,0.11,0.11,0.00,0.11,0.05,0.10,0.15,0.05,0.15
887,Mark Flekken,nl NED,PO,Freiburg,de Bundesliga,28,1993,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
888,Ashley Fletcher,eng ENG,DL,Watford,eng Premier League,25,1995,3,0,30,0.3,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,1,0,1,0.00,0.00,0.00,0.00,0.00,1.80,0.00,1.80,1.80,1.80
889,Alexis Flips,fr FRA,"CC,DF",Reims,fr Ligue 1,21,2000,25,13,1056,11.7,2,4,6,1,1,1,2,0,2.0,1.2,3.0,4.2,15,29,61,0.17,0.34,0.51,0.09,0.43,0.17,0.26,0.43,0.10,0.36
890,Alessandro Florenzi,it ITA,"DF,DL",Milan,it Serie A,30,1991,24,12,1152,12.8,2,0,2,2,0,0,2,0,0.7,0.7,0.9,1.6,30,68,51,0.16,0.00,0.16,0.16,0.16,0.06,0.07,0.13,0.06,0.13
891,Phil Foden,eng ENG,DL,Manchester City,eng Premier League,21,2000,28,24,2128,23.6,9,5,14,9,0,0,1,0,9.4,9.4,6.3,15.7,71,98,248,0.38,0.21,0.59,0.38,0.59,0.40,0.27,0.66,0.40,0.66
892,Mamadou Fofana,ml MLI,DF,Metz,fr Ligue 1,23,1998,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
893,Seko Fofana,ci CIV,CC,Lens,fr Ligue 1,26,1995,38,38,3357,37.3,8,1,9,8,0,0,2,0,6.4,6.4,3.1,9.5,131,178,227,0.21,0.03,0.24,0.21,0.24,0.17,0.08,0.25,0.17,0.25
894,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,20,2000,7,7,630,7.0,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,10,28,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
895,Youssouf Fofana,fr FRA,CC,Monaco,fr Ligue 1,22,1999,33,23,2190,24.3,0,4,4,0,0,0,4,0,1.1,1.1,2.6,3.7,44,146,47,0.00,0.16,0.16,0.00,0.16,0.05,0.11,0.15,0.05,0.15
896,Thomas Foket,be BEL,"DF,DL",Reims,fr Ligue 1,26,1994,29,26,2235,24.8,1,0,1,1,0,0,5,0,0.6,0.6,1.6,2.1,34,72,115,0.04,0.00,0.04,0.04,0.04,0.02,0.06,0.09,0.02,0.09
897,Thomas Fontaine,mg MAD,DF,Lorient,fr Ligue 1,30,1991,2,2,167,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
898,José Fontán,es ESP,DF,Celta Vigo,es La Liga,21,2000,9,3,276,3.1,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,3,7,4,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.08,0.06,0.08
899,José Fonte,pt POR,DF,Lille,fr Ligue 1,37,1983,38,38,3420,38.0,0,2,2,0,0,0,4,0,1.4,1.4,1.1,2.4,14,117,13,0.00,0.05,0.05,0.00,0.05,0.04,0.03,0.06,0.04,0.06
900,Fernando Forestieri,it ITA,"DL,CC",Udinese,it Serie A,31,1990,4,0,58,0.6,2,1,3,2,0,0,1,0,1.1,1.1,0.0,1.2,2,3,8,3.10,1.55,4.66,3.10,4.66,1.75,0.08,1.82,1.75,1.82
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG
901,Pablo Fornals,es ESP,"DL,CC",West Ham,eng Premier League,25,1996,36,32,2795,31.1,6,3,9,6,0,0,4,0,4.6,4.6,6.3,10.9,49,191,200,0.19,0.10,0.29,0.19,0.29,0.15,0.20,0.35,0.15,0.35
902,Emil Forsberg,se SWE,CC,RB Leipzig,de Bundesliga,29,1991,31,20,1706,19.0,6,2,8,2,4,4,2,0,8.0,4.8,3.5,8.3,39,80,118,0.32,0.11,0.42,0.11,0.21,0.42,0.19,0.61,0.25,0.44
903,Adam Forshaw,eng ENG,CC,Leeds United,eng Premier League,29,1991,22,17,1530,17.0,0,1,1,0,0,0,5,0,0.5,0.5,1.0,1.5,19,80,26,0.00,0.06,0.06,0.00,0.06,0.03,0.06,0.09,0.03,0.09
904,Marcus Forss,fi FIN,"DL,CC",Brentford,eng Premier League,22,1999,7,1,209,2.3,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.6,2,6,12,0.00,0.43,0.43,0.00,0.43,0.14,0.10,0.24,0.14,0.24
905,Fraser Forster,eng ENG,PO,Southampton,eng Premier League,33,1988,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
906,Philipp Förster,de GER,"CC,DL",Stuttgart,de Bundesliga,26,1995,20,11,967,10.7,2,1,3,2,0,0,4,0,2.8,2.8,1.3,4.0,33,46,59,0.19,0.09,0.28,0.19,0.28,0.26,0.12,0.38,0.26,0.38
907,Francesco Forte,it ITA,DL,Venezia,it Serie A,28,1993,12,4,422,4.7,1,0,1,1,0,0,3,0,1.0,1.0,0.6,1.6,3,7,16,0.21,0.00,0.21,0.21,0.21,0.23,0.14,0.37,0.23,0.37
908,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,29,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
909,Ben Foster,eng ENG,PO,Watford,eng Premier League,38,1983,26,26,2340,26.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.04,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.00
910,Tariqe Fosu,gh GHA,DF,Brentford,eng Premier League,25,1995,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,4,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22
911,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,23,1998,6,0,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.7,2,2,6,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.42,0.00,0.42
912,Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,28,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
913,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,28,1993,29,25,2342,26.0,0,1,1,0,0,0,11,0,0.6,0.6,0.6,1.2,39,80,31,0.00,0.04,0.04,0.00,0.04,0.02,0.02,0.05,0.02,0.05
914,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,23,1998,25,22,1924,21.4,1,1,2,1,0,0,6,1,0.7,0.7,1.1,1.8,48,91,35,0.05,0.05,0.09,0.05,0.09,0.03,0.05,0.08,0.03,0.08
915,Gianluca Frabotta,it ITA,"DF,CC",Hellas Verona,it Serie A,22,1999,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
916,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,25,1995,23,9,848,9.4,0,0,0,0,0,0,3,0,0.0,0.0,0.6,0.6,20,36,32,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
917,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,26,1995,37,28,2448,27.2,6,5,11,6,0,0,5,0,2.4,2.4,3.7,6.0,53,89,223,0.22,0.18,0.40,0.22,0.40,0.09,0.13,0.22,0.09,0.22
918,Enric Franquesa,es ESP,"DF,DL",Levante,es La Liga,24,1997,16,6,625,6.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,17,15,36,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
919,Fransérgio,br BRA,CC,Bordeaux,fr Ligue 1,30,1990,26,14,1258,14.0,0,1,1,0,0,0,7,0,1.3,1.3,0.4,1.7,10,46,23,0.00,0.07,0.07,0.00,0.07,0.09,0.03,0.12,0.09,0.12
920,Ryan Fraser,sct SCO,"DL,CC",Newcastle Utd,eng Premier League,27,1994,27,18,1465,16.3,2,3,5,2,0,0,3,0,2.7,2.7,2.1,4.7,35,34,86,0.12,0.18,0.31,0.12,0.31,0.16,0.13,0.29,0.16,0.29
921,Davide Frattesi,it ITA,CC,Sassuolo,it Serie A,21,1999,36,35,2854,31.7,4,3,7,4,0,0,6,0,5.9,5.9,3.6,9.6,79,113,104,0.13,0.09,0.22,0.13,0.22,0.19,0.11,0.30,0.19,0.30
922,Fred,br BRA,CC,Manchester Utd,eng Premier League,28,1993,28,24,2028,22.5,4,4,8,4,0,0,5,0,1.3,1.3,2.2,3.5,17,138,41,0.18,0.18,0.36,0.18,0.36,0.06,0.10,0.16,0.06,0.16
923,Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,28,1992,7,3,307,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,4,6,14,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
924,Morten Frendrup,dk DEN,"DF,CC",Genoa,it Serie A,20,2001,10,6,695,7.7,0,0,0,0,0,0,1,0,0.5,0.5,0.4,0.9,13,25,9,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.11,0.06,0.11
925,Remo Freuler,ch SUI,CC,Atalanta,it Serie A,29,1992,29,28,2369,26.3,1,3,4,1,0,0,10,0,1.4,1.4,1.3,2.8,52,208,59,0.04,0.11,0.15,0.04,0.15,0.05,0.05,0.10,0.05,0.10
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG
926,Marvin Friedrich,de GER,DF,M'Gladbach,de Bundesliga,25,1995,8,7,600,6.7,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,19,4,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
927,Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,25,1995,13,13,1169,13.0,0,0,0,0,0,0,4,1,1.1,1.1,0.9,1.9,6,38,6,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.15,0.08,0.15
928,Jeremie Frimpong,nl NED,DF,Leverkusen,de Bundesliga,20,2000,25,25,2052,22.8,1,6,7,1,0,0,6,0,0.6,0.6,4.2,4.8,112,70,121,0.04,0.26,0.31,0.04,0.31,0.03,0.18,0.21,0.03,0.21
929,Christian Früchtl,de GER,PO,Bayern Munich,de Bundesliga,21,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
930,Jorge de Frutos,es ESP,"CC,DL",Levante,es La Liga,24,1997,25,20,1760,19.6,4,7,11,4,0,0,4,0,4.9,4.9,3.3,8.2,60,49,153,0.20,0.36,0.56,0.20,0.56,0.25,0.17,0.42,0.25,0.42
931,Leo Fuhr Hjelde,no NOR,"CC,DF",Leeds United,eng Premier League,17,2003,2,0,150,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
932,Chris Führich,de GER,"DL,CC",Stuttgart,de Bundesliga,23,1998,25,21,1714,19.0,3,2,5,3,0,0,3,0,3.2,3.2,4.2,7.4,61,69,102,0.16,0.11,0.26,0.16,0.26,0.17,0.22,0.39,0.17,0.39
933,Angelo Fulgini,fr FRA,"CC,DL",Angers,fr Ligue 1,24,1996,36,35,2929,32.5,5,4,9,5,0,0,6,0,5.8,5.8,4.0,9.7,75,147,189,0.15,0.12,0.28,0.15,0.28,0.18,0.12,0.30,0.18,0.30
934,Marius Funk,de GER,PO,Greuther Fürth,de Bundesliga,25,1996,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
935,Stephan Fürstner,de GER,CC,Mainz 05,de Bundesliga,33,1987,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
936,Matteo Gabbia,it ITA,DF,Milan,it Serie A,21,1999,8,6,537,6.0,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.1,3,22,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
937,Manolo Gabbiadini,it ITA,"DL,CC",Sampdoria,it Serie A,29,1991,18,15,1140,12.7,6,2,8,6,0,0,3,0,3.9,3.9,2.0,5.9,13,29,57,0.47,0.16,0.63,0.47,0.63,0.31,0.16,0.46,0.31,0.46
938,Mijat Gaćinović,rs SRB,"DL,CC",Hoffenheim,de Bundesliga,26,1995,4,1,110,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,2,2,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
939,Gianluca Gaetano,it ITA,CC,Napoli,it Serie A,21,2000,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
940,Luca Gagliano,it ITA,"DL,DF",Cagliari,it Serie A,21,2000,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
941,Roberto Gagliardini,it ITA,CC,Inter,it Serie A,27,1994,18,6,649,7.2,2,2,4,2,0,0,2,0,0.9,0.9,1.5,2.4,8,33,31,0.28,0.28,0.55,0.28,0.55,0.13,0.21,0.34,0.13,0.34
942,Riccardo Gagliolo,se SWE,DF,Salernitana,it Serie A,31,1990,17,12,1138,12.6,0,1,1,0,0,0,2,0,0.5,0.5,0.6,1.1,10,46,8,0.00,0.08,0.08,0.00,0.08,0.04,0.05,0.09,0.04,0.09
943,Javi Galán,es ESP,DF,Celta Vigo,es La Liga,26,1994,37,37,3298,36.6,0,3,3,0,0,0,8,0,0.5,0.4,2.4,2.8,123,104,233,0.00,0.08,0.08,0.00,0.08,0.01,0.06,0.08,0.01,0.08
944,Iñigo Ruiz de Galarreta,es ESP,CC,Mallorca,es La Liga,27,1993,22,17,1378,15.3,0,0,0,0,0,0,4,0,0.4,0.4,0.6,1.0,14,105,16,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.06,0.03,0.06
945,Nicolas Galazzi,it ITA,CC,Venezia,it Serie A,20,2000,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
