Unnamed: 0,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,Gls.2017-2018,Dis2017-2018,DaP2017-2018,% de TT2017-2018,T/902017-2018,TalArc/902017-2018,G/T2017-2018,G/TalArc2017-2018,Dist2017-2018,FK2017-2018,TP2017-2018,TPint2017-2018,xG2017-2018,npxG2017-2018,npxG/Sh2017-2018,G-xG2017-2018,np:G-xG2017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,Gls.2018-2019,Dis2018-2019,DaP2018-2019,% de TT2018-2019,T/902018-2019,TalArc/902018-2019,G/T2018-2019,G/TalArc2018-2019,Dist2018-2019,FK2018-2019,TP2018-2019,TPint2018-2019,xG2018-2019,npxG2018-2019,npxG/Sh2018-2019,G-xG2018-2019,np:G-xG2018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,Gls.2019-2020,Dis2019-2020,DaP2019-2020,% de TT2019-2020,T/902019-2020,TalArc/902019-2020,G/T2019-2020,G/TalArc2019-2020,Dist2019-2020,FK2019-2020,TP2019-2020,TPint2019-2020,xG2019-2020,npxG2019-2020,npxG/Sh2019-2020,G-xG2019-2020,np:G-xG2019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,Gls.2020-2021,Dis2020-2021,DaP2020-2021,% de TT2020-2021,T/902020-2021,TalArc/902020-2021,G/T2020-2021,G/TalArc2020-2021,Dist2020-2021,FK2020-2021,TP2020-2021,TPint2020-2021,xG2020-2021,npxG2020-2021,npxG/Sh2020-2021,G-xG2020-2021,np:G-xG2020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,Gls.2021-2022,Dis2021-2022,DaP2021-2022,% de TT2021-2022,T/902021-2022,TalArc/902021-2022,G/T2021-2022,G/TalArc2021-2022,Dist2021-2022,FK2021-2022,TP2021-2022,TPint2021-2022,xG2021-2022,npxG2021-2022,npxG/Sh2021-2022,G-xG2021-2022,np:G-xG2021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,Gls.2022-2023,Dis2022-2023,DaP2022-2023,% de TT2022-2023,T/902022-2023,TalArc/902022-2023,G/T2022-2023,G/TalArc2022-2023,Dist2022-2023,FK2022-2023,TP2022-2023,TPint2022-2023,xG2022-2023,npxG2022-2023,npxG/Sh2022-2023,G-xG2022-2023,np:G-xG2022-2023
284,Jean-Claude Billong,26,4,16,6,23.0,1993.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,4,33,5,27.0,1993.0,10.9,0.0,5.0,1.0,20.0,0.46,0.09,0.0,0.0,10.8,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2,26,1,33,5,28.0,1993.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,Davide Biondini,69,1,117,6,34.0,1983.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,Cristiano Biraghi,69,4,48,6,24.0,1992.0,33.1,1.0,35.0,6.0,17.1,1.06,0.18,0.03,0.17,21.8,7.0,0.0,0.0,1.6,1.6,0.05,-0.6,-0.6,69,4,48,6,25.0,1992.0,35.5,1.0,33.0,6.0,18.2,0.93,0.17,0.03,0.17,24.6,8.0,0.0,0.0,1.4,1.4,0.04,-0.4,-0.4,69,4,65,6,26.0,1992.0,17.5,2.0,9.0,5.0,55.6,0.51,0.29,0.22,0.4,19.6,5.0,0.0,0.0,0.6,0.6,0.06,1.4,1.4,69,4,48,6,27.0,1992.0,31.1,1.0,25.0,6.0,24.0,0.8,0.19,0.04,0.17,20.5,7.0,0.0,0.0,1.9,1.9,0.07,-0.9,-0.9,69,4,48,6,28.0,1992.0,35.0,4.0,36.0,16.0,44.4,1.03,0.46,0.08,0.19,25.4,14.0,1.0,2.0,3.1,1.5,0.04,0.9,1.5,69,4,48,6,29.0,1992.0,28.3,2.0,24.0,5.0,20.8,0.85,0.18,0.08,0.4,27.4,15.0,0.0,1.0,1.8,1.1,0.04,0.2,0.9
287,Mame Biram Diouf,119,10,123,3,29.0,1987.0,28.8,6.0,59.0,19.0,32.2,2.05,0.66,0.1,0.32,13.5,0.0,0.0,0.0,6.5,6.5,0.11,-0.5,-0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,Davide Biraschi,69,4,52,6,23.0,1994.0,20.0,0.0,4.0,0.0,0.0,0.2,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.6,0.6,0.16,-0.6,-0.6,69,4,52,6,24.0,1994.0,31.6,0.0,11.0,1.0,9.1,0.35,0.03,0.0,0.0,26.9,0.0,0.0,0.0,0.4,0.4,0.03,-0.4,-0.4,69,4,52,6,25.0,1994.0,21.9,0.0,7.0,2.0,28.6,0.32,0.09,0.0,0.0,14.4,0.0,0.0,0.0,0.5,0.5,0.07,-0.5,-0.5,69,4,52,6,26.0,1994.0,10.2,0.0,2.0,0.0,0.0,0.2,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,69,4,52,6,27.0,1994.0,10.3,0.0,3.0,0.0,0.0,0.29,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,Valter Birsa,116,3,32,6,30.0,1986.0,27.8,3.0,48.0,17.0,35.4,1.73,0.61,0.06,0.18,23.7,5.0,0.0,0.0,2.3,2.3,0.05,0.7,0.7,116,3,28,6,31.0,1986.0,16.099999999999998,2.0,26.0,5.0,35.8,4.029999999999999,0.5800000000000001,0.07,0.25,47.6,4.0,1.0,1.0,2.2,1.4,0.1,-0.2,-0.4,116,3,28,6,32.0,1986.0,4.8,0.0,3.0,0.0,0.0,0.63,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,Milan Biševac,111,4,88,5,33.0,1983.0,7.9,0.0,5.0,1.0,20.0,0.63,0.13,0.0,0.0,15.6,0.0,0.0,0.0,0.4,0.4,0.07,-0.4,-0.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,Yves Bissouma,91,2,78,5,20.0,1996.0,17.3,2.0,41.0,6.0,14.6,2.36,0.35,0.05,0.33,25.9,2.0,0.0,0.0,2.1,2.1,0.06,-0.1,-0.1,91,1,25,3,21.0,1996.0,19.7,0.0,31.0,3.0,9.7,1.57,0.15,0.0,0.0,26.1,3.0,0.0,0.0,1.8,1.8,0.06,-1.8,-1.8,91,1,25,3,22.0,1996.0,14.0,1.0,16.0,7.0,43.8,1.14,0.5,0.06,0.14,28.1,0.0,0.0,0.0,0.4,0.4,0.03,0.6,0.6,91,1,25,3,23.0,1996.0,34.6,1.0,42.0,3.0,7.1,1.22,0.09,0.02,0.33,26.5,2.0,0.0,0.0,1.4,1.4,0.03,-0.4,-0.4,91,1,25,3,24.0,1996.0,23.5,1.0,21.0,5.0,23.8,0.9,0.21,0.05,0.2,25.3,1.0,0.0,0.0,0.9,0.9,0.04,0.1,0.1,91,1,128,3,25.0,1996.0,11.2,0.0,6.0,0.0,0.0,0.53,0.0,0.0,0.0,26.7,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
292,Leonardo Bittencourt,35,3,67,2,23.0,1993.0,17.9,5.0,32.0,10.0,31.3,1.79,0.56,0.16,0.5,16.7,0.0,0.0,0.0,3.2,3.2,0.1,1.8,1.8,35,1,62,2,24.0,1993.0,11.9,1.0,23.0,9.0,39.1,1.94,0.76,0.04,0.11,19.1,0.0,0.0,0.0,2.6,2.6,0.14,-1.6,-1.6,35,1,62,2,25.0,1993.0,21.0,4.0,43.0,11.0,26.2,32.0,0.52,0.1,0.36,39.1,0.0,0.0,0.0,2.9,2.9,0.1,1.1,1.1,35,3,138,2,26.0,1993.0,16.8,4.0,42.0,10.0,23.8,2.5,0.59,0.07,0.3,22.1,7.0,1.0,1.0,4.3,3.6,0.08,-0.3,-0.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,2,138,2,28.0,1993.0,18.1,3.0,25.0,9.0,36.0,1.38,0.5,0.12,0.33,22.3,2.0,0.0,0.0,1.4,1.4,0.05,1.6,1.6
293,Albano Bizzarri,6,12,131,6,39.0,1977.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Rubén Blanco,43,12,30,4,22.0,1995.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,12,30,4,23.0,1995.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,12,30,4,24.0,1995.0,32.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,12,30,4,25.0,1995.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,12,87,5,27.0,1995.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,Ludovic Blas,46,1,57,5,19.0,1997.0,19.9,3.0,39.0,14.0,35.9,1.96,0.7,0.08,0.21,22.7,0.0,0.0,0.0,3.6,3.6,0.09,-0.6,-0.6,46,3,57,5,20.0,1997.0,26.4,1.0,41.0,8.0,19.5,1.56,0.3,0.0,0.0,23.2,0.0,1.0,1.0,3.3,2.5,0.06,-2.3,-2.5,46,9,94,5,21.0,1997.0,20.5,5.0,46.0,19.0,41.3,2.24,0.93,0.11,0.26,22.3,0.0,0.0,0.0,4.0,4.0,0.09,1.0,1.0,46,3,94,5,22.0,1997.0,31.0,10.0,71.0,24.0,33.8,2.29,0.78,0.14,0.42,19.8,0.0,0.0,0.0,8.1,8.1,0.11,1.9,1.9,46,3,94,5,23.0,1997.0,32.9,10.0,85.0,32.0,37.6,2.58,0.97,0.06,0.16,20.6,1.0,5.0,5.0,11.7,7.8,0.09,-1.7,-2.8,46,3,94,5,24.0,1997.0,31.3,7.0,95.0,32.0,33.7,3.04,1.02,0.05,0.16,21.5,4.0,2.0,4.0,9.3,6.4,0.07,-2.3,-1.4
296,Pablo de Blasis,6,9,83,2,29.0,1988.0,18.4,5.0,26.0,10.0,38.5,1.42,0.54,0.08,0.2,22.8,1.0,3.0,3.0,3.7,1.4,0.05,1.3,0.6,6,5,41,4,30.0,1988.0,17.9,2.0,13.0,8.0,66.7,1.71,0.47,0.17,0.25,29.2,0.0,0.0,0.0,0.9,0.9,0.12,1.1,1.1,6,5,41,4,31.0,1988.0,17.8,2.0,14.0,4.0,28.6,0.79,0.22,0.07,0.25,18.2,1.0,1.0,1.0,2.8,2.0,0.16,-0.8,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Jérémy Blayac,46,8,124,5,34.0,1983.0,10.2,3.0,33.0,9.0,27.3,3.24,0.88,0.09,0.33,13.1,0.0,0.0,0.0,4.7,4.7,0.14,-1.7,-1.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Alexis Blin,46,1,129,5,20.0,1996.0,21.0,1.0,11.0,3.0,27.3,0.52,0.14,0.09,0.33,16.3,0.0,0.0,0.0,0.8,0.8,0.07,0.2,0.2,46,1,4,5,21.0,1996.0,22.1,1.0,7.0,1.0,14.3,0.32,0.05,0.14,1.0,19.4,0.0,0.0,0.0,0.4,0.4,0.06,0.6,0.6,46,1,4,5,22.0,1996.0,20.5,0.0,2.0,0.0,0.0,0.1,0.0,0.0,0.0,17.9,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,1,71,6,25.0,1996.0,26.4,1.0,22.0,4.0,18.2,0.83,0.15,0.05,0.25,12.9,0.0,0.0,0.0,2.8,2.8,0.13,-1.8,-1.8
299,Daley Blind,101,5,86,3,27.0,1990.0,4.0,0.0,3.0,0.0,0.0,0.75,0.0,0.0,0.0,21.2,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,5,15,2,32.0,1990.0,1.5,0.0,1.0,1.0,100.0,0.67,0.67,0.0,0.0,24.8,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
300,Danny Blum,35,2,42,2,26.0,1991.0,0.3,1.0,2.0,1.0,50.0,6.21,3.1,0.5,1.0,12.7,0.0,0.0,0.0,0.5,0.5,0.27,0.5,0.5,35,1,42,2,27.0,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,8,18,2,30.0,1991.0,3.8,2.0,11.0,5.0,45.5,2.86,1.3,0.18,0.4,16.5,1.0,0.0,0.0,0.8,0.8,0.07,1.2,1.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,Emmanuel Boateng,51,8,76,4,21.0,1996.0,14.2,6.0,42.0,15.0,35.7,2.96,1.06,0.14,0.4,13.7,0.0,0.0,0.0,7.1,7.1,0.17,-1.1,-1.1,51,8,76,4,22.0,1996.0,7.8,1.0,18.0,3.0,16.7,2.32,0.39,0.06,0.33,14.5,0.0,0.0,0.0,1.2,1.2,0.06,-0.2,-0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,Jérôme Boateng,35,4,15,2,28.0,1988.0,18.2,1.0,13.0,3.0,23.1,0.71,0.16,0.08,0.33,18.4,0.0,0.0,0.0,1.1,1.1,0.09,-0.1,-0.1,35,4,15,2,29.0,1988.0,18.8,0.0,14.0,3.0,21.4,0.74,0.16,0.0,0.0,21.7,0.0,0.0,0.0,0.6,0.6,0.04,-0.6,-0.6,35,4,15,2,30.0,1988.0,20.0,0.0,6.0,2.0,33.3,0.3,0.1,0.0,0.0,25.1,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3,35,4,15,2,31.0,1988.0,26.3,1.0,9.0,3.0,33.3,0.34,0.11,0.11,0.33,18.1,0.0,0.0,0.0,0.4,0.4,0.04,0.6,0.6,35,4,81,5,32.0,1988.0,18.0,0.0,5.0,3.0,60.0,0.28,0.17,0.0,0.0,17.9,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3,35,4,81,5,33.0,1988.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,Kevin-Prince Boateng,51,3,42,2,30.0,1987.0,26.2,6.0,46.0,16.0,34.8,1.76,0.61,0.13,0.38,17.1,1.0,0.0,0.0,4.7,4.7,0.1,1.3,1.3,51,8,117,6,31.0,1987.0,13.1,4.0,30.0,11.0,70.3,3.72,1.34,0.07,0.2,40.4,0.0,2.0,2.0,4.0,2.5,0.13,0.0,-0.5,51,8,48,6,32.0,1987.0,6.7,1.0,18.0,3.0,16.7,2.7,0.45,0.06,0.33,14.3,0.0,0.0,0.0,1.3,1.3,0.07,-0.3,-0.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,3,61,2,34.0,1987.0,7.7,0.0,10.0,2.0,20.0,1.29,0.26,0.0,0.0,22.5,0.0,0.0,0.0,0.3,0.3,0.03,-0.3,-0.3,51,1,61,2,35.0,1987.0,5.2,0.0,6.0,0.0,0.0,1.16,0.0,0.0,0.0,19.2,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3
304,Raúl Bobadilla,109,9,82,2,30.0,1987.0,5.0,0.0,15.0,7.0,46.7,3.01,1.4,0.0,0.0,18.1,0.0,0.0,0.0,1.9,1.9,0.13,-1.9,-1.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,Yann Bodiger,46,1,129,5,22.0,1995.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,1,129,5,23.0,1995.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,1,37,4,25.0,1995.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,Mathieu Bodmer,46,5,4,5,34.0,1982.0,4.4,1.0,7.0,1.0,14.3,1.59,0.23,0.14,1.0,17.7,0.0,0.0,0.0,0.7,0.7,0.1,0.3,0.3,46,3,4,5,35.0,1982.0,11.9,1.0,13.0,5.0,38.5,1.09,0.42,0.08,0.2,18.3,0.0,0.0,0.0,0.9,0.9,0.07,0.1,0.1,46,3,4,5,36.0,1982.0,1.0,1.0,4.0,2.0,50.0,4.09,2.05,0.25,0.5,14.1,0.0,0.0,0.0,0.3,0.3,0.07,0.7,0.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
