Name,Age,Position,Player Nationality,Market Value,Club,League,League Country,Transfer Type,Fee
Erling Haaland,21,3,Norway,150.0,Man City,Premier League,England,2,60.0
Enzo Fernández,22,4,Argentina,55.0,Chelsea,Premier League,England,2,121.0
Antony,22,10,Brazil,35.0,Man Utd,Premier League,England,2,95.0
Wesley Fofana,21,2,France,40.0,Chelsea,Premier League,England,2,80.4
Aurélien Tchouaméni,22,4,France,60.0,Real Madrid,LaLiga,Spain,2,80.0
Casemiro,30,4,Brazil,40.0,Man Utd,Premier League,England,2,70.65
Mykhaylo Mudryk,22,7,Ukraine,40.0,Chelsea,Premier League,England,2,70.0
Alexander Isak,22,3,Sweden,30.0,Newcastle,Premier League,England,2,70.0
Matthijs de Ligt,22,2,Netherlands,70.0,Bayern Munich,Bundesliga,Germany,2,67.0
Raheem Sterling,27,7,England,70.0,Chelsea,Premier League,England,2,56.2
Sadio Mané,30,7,Senegal,70.0,Bayern Munich,Bundesliga,Germany,2,32.0
Romelu Lukaku,29,3,Belgium,70.0,Inter,Serie A,Italy,1,
João Cancelo,28,11,Portugal,70.0,Bayern Munich,Bundesliga,Germany,1,
Marc Cucurella,24,8,Spain,28.0,Chelsea,Premier League,England,2,65.3
Federico Chiesa,24,7,Italy,65.0,Juventus,Serie A,Italy,2,42.5
Jules Koundé,23,2,France,60.0,Barcelona,LaLiga,Spain,2,50.0
Cody Gakpo,23,7,Netherlands,60.0,Liverpool,Premier League,England,2,42.0
Raphinha,25,10,Brazil,45.0,Barcelona,LaLiga,Spain,2,58.0
Richarlison,25,3,Brazil,48.0,Tottenham,Premier League,England,2,58.0
Lisandro Martínez,24,2,Argentina,32.0,Man Utd,Premier League,England,2,57.37
Darwin Núñez,23,3,Uruguay,55.0,Liverpool,Premier League,England,2,80.0
Fabián Ruiz,26,1,Spain,55.0,Paris SG,Ligue 1,France,2,23.0
Gabriel Jesus,25,3,Brazil,50.0,Arsenal,Premier League,England,2,52.2
Cristian Romero,24,2,Argentina,48.0,Tottenham,Premier League,England,2,50.0
Kalvin Phillips,26,4,England,50.0,Man City,Premier League,England,2,49.0
Carlos Soler,25,1,Spain,50.0,Paris SG,Ligue 1,France,2,18.0
João Félix,23,12,Portugal,50.0,Chelsea,Premier League,England,1,
Paul Pogba,29,1,France,48.0,Juventus,Serie A,Italy,0,
Anthony Gordon,21,7,England,40.0,Newcastle,Premier League,England,2,45.6
Robert Lewandowski,33,3,Poland,45.0,Barcelona,LaLiga,Spain,2,45.0
Matheus Nunes,23,1,Portugal,35.0,Wolves,Premier League,England,2,45.0
Franck Kessié,25,1,Cote d'Ivoire,45.0,Barcelona,LaLiga,Spain,0,
Enzo Fernández,21,4,Argentina,15.0,Benfica,Liga Portugal,Portugal,2,44.25
Lucas Paquetá,25,0,Brazil,35.0,West Ham,Premier League,England,2,42.95
Amine Gouiri,22,3,France,42.0,Rennes,Ligue 1,France,2,28.0
Vitinha,22,1,Portugal,30.0,Paris SG,Ligue 1,France,2,41.5
Bremer,25,2,Brazil,35.0,Juventus,Serie A,Italy,2,41.0
Nuno Mendes,20,8,Portugal,40.0,Paris SG,Ligue 1,France,2,38.0
Benoît Badiashile,21,2,France,40.0,Chelsea,Premier League,England,2,38.0
Gonçalo Guedes,25,12,Portugal,40.0,Wolves,Premier League,England,2,32.6
Diego Carlos,29,2,Brazil,40.0,Aston Villa,Premier League,England,2,31.0
Antonio Rüdiger,29,2,Germany,40.0,Real Madrid,LaLiga,Spain,0,
Kalidou Koulibaly,31,2,Senegal,35.0,Chelsea,Premier League,England,2,38.0
Sven Botman,22,2,Netherlands,30.0,Newcastle,Premier League,England,2,37.0
Gianluca Scamacca,23,3,Italy,30.0,West Ham,Premier League,England,2,36.0
Fábio Vieira,22,0,Portugal,25.0,Arsenal,Premier League,England,2,35.0
Oleksandr Zinchenko,25,8,Ukraine,25.0,Arsenal,Premier League,England,2,35.0
Amadou Onana,20,4,Belgium,10.0,Everton,Premier League,England,2,35.0
Nayef Aguerd,26,2,Morocco,12.0,West Ham,Premier League,England,2,35.0
Noni Madueke,20,10,England,15.0,Chelsea,Premier League,England,2,35.0
Sébastien Haller,28,3,Cote d'Ivoire,35.0,Bor. Dortmund,Bundesliga,Germany,2,31.0
Karim Adeyemi,20,7,Germany,35.0,Bor. Dortmund,Bundesliga,Germany,2,30.0
Yves Bissouma,25,1,Mali,35.0,Tottenham,Premier League,England,2,29.2
Timo Werner,26,3,Germany,35.0,RB Leipzig,Bundesliga,Germany,2,20.0
Ryan Gravenberch,20,1,Netherlands,35.0,Bayern Munich,Bundesliga,Germany,2,18.5
Jorginho,31,4,Italy,35.0,Arsenal,Premier League,England,2,11.3
Arnaut Danjuma,25,7,Netherlands,35.0,Tottenham,Premier League,England,1,
Paulo Dybala,28,12,Argentina,35.0,AS Roma,Serie A,Italy,0,
Niklas Süle,26,2,Germany,35.0,Bor. Dortmund,Bundesliga,Germany,0,
Andreas Christensen,26,2,Denmark,35.0,Barcelona,LaLiga,Spain,0,
Nico Schlotterbeck,22,2,Germany,33.0,Bor. Dortmund,Bundesliga,Germany,2,20.0
Brenden Aaronson,21,0,United States,25.0,Leeds,Premier League,England,2,32.84
Vitinha,22,3,Portugal,15.0,Marseille,Ligue 1,France,2,32.0
Gonçalo Guedes,26,12,Portugal,32.0,Benfica,Liga Portugal,Portugal,1,
Steven Bergwijn,24,7,Netherlands,18.0,Ajax,Eredivisie,Netherlands,2,31.25
Charles De Ketelaere,21,0,Belgium,30.0,AC Milan,Serie A,Italy,2,35.5
Malo Gusto,19,11,France,15.0,Chelsea,Premier League,England,2,30.0
Leandro Trossard,28,7,Belgium,30.0,Arsenal,Premier League,England,2,24.0
Manuel Akanji,27,2,Switzerland,30.0,Man City,Premier League,England,2,17.5
Frank Anguissa,26,1,Cameroon,30.0,SSC Napoli,Serie A,Italy,2,16.0
Nicolò Zaniolo,23,0,Italy,30.0,Galatasaray,Süper Lig,Turkey,2,15.0
Renan Lodi,24,8,Brazil,30.0,Nottm Forest,Premier League,England,1,
Tanguy Ndombélé,25,1,France,30.0,SSC Napoli,Serie A,Italy,1,
Angeliño,25,8,Spain,30.0,TSG Hoffenheim,Bundesliga,Germany,1,
Morgan Gibbs-White,22,0,England,11.0,Nottm Forest,Premier League,England,2,29.5
Leander Dendoncker,27,4,Belgium,28.0,Aston Villa,Premier League,England,2,15.0
Renato Sanches,24,1,Portugal,28.0,Paris SG,Ligue 1,France,2,15.0
Giacomo Raspadori,22,12,Italy,28.0,SSC Napoli,Serie A,Italy,1,
Hugo Ekitiké,20,3,France,28.0,Paris SG,Ligue 1,France,1,
Mohamed Camara,22,4,Mali,27.0,Monaco,Ligue 1,Monaco,2,15.0
Xaver Schlager,24,1,Austria,27.0,RB Leipzig,Bundesliga,Germany,2,12.0
Denis Zakaria,25,4,Switzerland,27.0,Chelsea,Premier League,England,1,
David Raum,24,8,Germany,20.0,RB Leipzig,Bundesliga,Germany,2,26.0
Jakub Kiwior,22,2,Poland,8.0,Arsenal,Premier League,England,2,25.0
Kamaldeen Sulemana,20,7,Ghana,18.0,Southampton,Premier League,England,2,25.0
Luis Sinisterra,23,7,Colombia,25.0,Leeds,Premier League,England,2,25.0
Merih Demiral,24,2,Turkey,25.0,Atalanta BC,Serie A,Italy,2,21.0
Danilo,21,4,Brazil,25.0,Nottm Forest,Premier League,England,2,20.0
João Palhinha,26,4,Portugal,25.0,Fulham,Premier League,England,2,20.0
Sasa Kalajdzic,25,3,Austria,25.0,Wolves,Premier League,England,2,18.0
Mattéo Guendouzi,23,1,France,25.0,Marseille,Ligue 1,France,2,11.0
Pedro Porro,22,11,Spain,25.0,Sporting CP,Liga Portugal,Portugal,2,8.77
Raúl de Tomás,27,3,Spain,25.0,Rayo Vallecano,LaLiga,Spain,2,8.0
Pedro Porro,23,11,Spain,25.0,Tottenham,Premier League,England,1,
Lucas Ocampos,28,10,Argentina,25.0,Ajax,Eredivisie,Netherlands,1,
Sergio Reguilón,25,8,Spain,25.0,Atlético Madrid,LaLiga,Spain,1,
Callum Hudson-Odoi,21,7,England,25.0,B. Leverkusen,Bundesliga,Germany,1,
Conor Coady,29,2,England,25.0,Everton,Premier League,England,1,
Boubacar Kamara,22,4,France,25.0,Aston Villa,Premier League,England,0,
Nicolas Pépé,27,10,Cote d'Ivoire,25.0,OGC Nice,Ligue 1,France,1,
Lorenzo Insigne,31,7,Italy,25.0,Toronto,MLS,Canada,0,
Nathan Collins,21,2,Ireland,10.0,Wolves,Premier League,England,2,24.3
Filip Kostic,29,6,Serbia,24.0,Juventus,Serie A,Italy,2,13.0
Joaquín Correa,27,12,Argentina,23.0,Inter,Serie A,Italy,2,27.3
Calvin Bassey,22,2,Nigeria,10.0,Ajax,Eredivisie,Netherlands,2,23.0
Ilya Zabarnyi,20,2,Ukraine,15.0,Bournemouth,Premier League,England,2,22.7
Sofiane Diop,22,7,France,20.0,OGC Nice,Ligue 1,France,2,22.0
Jérémie Boga,25,7,Cote d'Ivoire,19.0,Atalanta BC,Serie A,Italy,2,22.0
Thilo Kehrer,25,2,Germany,22.0,West Ham,Premier League,England,2,12.0
Cengiz Ünder,24,10,Turkey,22.0,Marseille,Ligue 1,France,2,8.4
Viktor Tsygankov,25,10,Ukraine,22.0,Girona,LaLiga,Spain,2,5.0
Julian Weigl,26,4,Germany,22.0,Bor. M'gladbach,Bundesliga,Germany,1,
James Tarkowski,29,2,England,22.0,Everton,Premier League,England,0,
Mauro Icardi,29,3,Argentina,22.0,Galatasaray,Süper Lig,Turkey,1,
Jan Bednarek,26,2,Poland,22.0,Aston Villa,Premier League,England,1,
Hamed Junior Traorè,22,0,Cote d'Ivoire,22.0,Bournemouth,Premier League,England,1,
Giovani Lo Celso,26,1,Argentina,22.0,Villarreal,LaLiga,Spain,1,
Weston McKennie,24,1,United States,21.0,Leeds,Premier League,England,1,
Maxwel Cornet,25,7,Cote d'Ivoire,15.0,West Ham,Premier League,England,2,20.7
Taiwo Awoniyi,24,3,Nigeria,20.0,Nottm Forest,Premier League,England,2,20.5
David Carmo,22,2,Portugal,15.0,FC Porto,Liga Portugal,Portugal,2,20.28
Nahuel Molina,24,11,Argentina,20.0,Atlético Madrid,LaLiga,Spain,2,20.0
Mathys Tel,17,3,France,2.0,Bayern Munich,Bundesliga,Germany,2,20.0
Arnaud Kalimuendo,20,3,France,18.0,Rennes,Ligue 1,France,2,20.0
Philippe Coutinho,30,7,Brazil,20.0,Aston Villa,Premier League,England,2,20.0
Umar Sadiq,25,3,Nigeria,18.0,Real Sociedad,LaLiga,Spain,2,20.0
Neco Williams,21,11,Wales,8.0,Nottm Forest,Premier League,England,2,20.0
Pervis Estupiñán,24,8,Ecuador,20.0,Brighton,Premier League,England,2,17.8
David Neres,25,10,Brazil,20.0,Benfica,Liga Portugal,Portugal,2,15.3
Dodô,23,11,Brazil,20.0,Fiorentina,Serie A,Italy,2,14.5
Álex Moreno,29,8,Spain,20.0,Aston Villa,Premier League,England,2,13.5
Adam Hlozek,19,3,Czech Republic,20.0,B. Leverkusen,Bundesliga,Germany,2,13.0
Nordi Mukiele,24,11,France,20.0,Paris SG,Ligue 1,France,2,12.0
Remo Freuler,30,1,Switzerland,20.0,Nottm Forest,Premier League,England,2,9.0
Lucas Torreira,26,4,Uruguay,20.0,Galatasaray,Süper Lig,Turkey,2,6.0
Pablo Sarabia,30,10,Spain,20.0,Wolves,Premier League,England,2,5.0
Memphis Depay,28,3,Netherlands,20.0,Atlético Madrid,LaLiga,Spain,2,3.0
Trincão,22,10,Portugal,20.0,Sporting CP,Liga Portugal,Portugal,1,
Antonin Barak,27,0,Czech Republic,20.0,Fiorentina,Serie A,Italy,1,
Andrea Belotti,28,3,Italy,20.0,AS Roma,Serie A,Italy,0,
Noussair Mazraoui,24,11,Morocco,20.0,Bayern Munich,Bundesliga,Germany,0,
Héctor Bellerín,27,11,Spain,20.0,Barcelona,LaLiga,Spain,0,
Matheus Cunha,23,3,Brazil,20.0,Wolves,Premier League,England,1,
Marcel Sabitzer,28,1,Austria,20.0,Man Utd,Premier League,England,1,
Christian Eriksen,30,1,Denmark,20.0,Man Utd,Premier League,England,0,
Nico González,20,1,Spain,20.0,Valencia,LaLiga,Spain,1,
Andrea Pinamonti,23,3,Italy,20.0,Sassuolo,Serie A,Italy,1,
Arthur Theate,22,2,Belgium,15.0,Rennes,Ligue 1,France,2,19.0
Hassane Kamara,28,8,Cote d'Ivoire,4.0,Udinese Calcio,Serie A,Italy,2,19.0
Keane Lewis-Potter,21,7,England,12.0,Brentford,Premier League,England,2,19.0
João Gomes,21,1,Brazil,15.0,Wolves,Premier League,England,2,18.7
Min-jae Kim,25,2,"Korea, South",14.0,SSC Napoli,Serie A,Italy,2,18.05
Destiny Udogie,19,8,Italy,17.0,Tottenham,Premier League,England,2,18.0
Paul Onuachu,28,3,Nigeria,15.0,Southampton,Premier League,England,2,18.0
Carney Chukwuemeka,18,1,England,6.0,Chelsea,Premier League,England,2,18.0
Dwight McNeil,22,7,England,18.0,Everton,Premier League,England,2,17.0
Aaron Hickey,20,11,Scotland,18.0,Brentford,Premier League,England,2,16.5
Gaëtan Laborde,28,3,France,18.0,OGC Nice,Ligue 1,France,2,15.0
Gerson,25,1,Brazil,18.0,Flamengo,Série A,Brazil,2,15.0
Brais Méndez,25,0,Spain,18.0,Real Sociedad,LaLiga,Spain,2,14.0
Neal Maupay,26,3,France,18.0,Everton,Premier League,England,2,11.8
Moussa Niakhaté,26,2,Senegal,18.0,Nottm Forest,Premier League,England,2,10.0
Mattia Zaccagni,27,7,Italy,18.0,Lazio,Serie A,Italy,2,7.1
Zeki Celik,25,11,Turkey,18.0,AS Roma,Serie A,Italy,2,7.0
Arthur Melo,26,1,Brazil,18.0,Liverpool,Premier League,England,1,
Julian Draxler,28,7,Germany,18.0,Benfica,Liga Portugal,Portugal,1,
Abdou Diallo,26,2,Senegal,18.0,RB Leipzig,Bundesliga,Germany,1,
Sergiño Dest,21,11,United States,18.0,AC Milan,Serie A,Italy,1,
Georginio Wijnaldum,31,1,Netherlands,18.0,AS Roma,Serie A,Italy,1,
Matthias Ginter,28,2,Germany,18.0,SC Freiburg,Bundesliga,Germany,0,
Nathan Redmond,28,10,England,18.0,Besiktas,Süper Lig,Turkey,0,
Ruslan Malinovskyi,29,0,Ukraine,18.0,Marseille,Ligue 1,France,1,
Alex Telles,29,8,Brazil,18.0,Sevilla FC,LaLiga,Spain,1,
Jesse Lingard,29,0,England,18.0,Nottm Forest,Premier League,England,0,
Dean Henderson,25,5,England,18.0,Nottm Forest,Premier League,England,1,
Daniel James,24,10,Wales,18.0,Fulham,Premier League,England,1,
André Gomes,29,1,Portugal,18.0,LOSC Lille,Ligue 1,France,1,
Issa Diop,25,2,France,10.0,Fulham,Premier League,England,2,17.8
Matt Targett,26,8,England,17.0,Newcastle,Premier League,England,2,17.5
Tyler Adams,23,4,United States,17.0,Leeds,Premier League,England,2,17.0
Harry Souttar,24,2,Australia,6.0,Leicester,Premier League,England,2,17.0
Wout Faes,24,2,Belgium,10.0,Leicester,Premier League,England,2,17.0
Roman Yaremchuk,26,3,Ukraine,15.0,Club Brugge,Jupiler Pro League,Belgium,2,17.0
Tyrell Malacia,22,8,Netherlands,17.0,Man Utd,Premier League,England,2,15.0
Marcos Senesi,25,2,Argentina,17.0,Bournemouth,Premier League,England,2,15.0
Jordan Veretout,29,4,France,17.0,Marseille,Ligue 1,France,2,11.0
Giovanni Simeone,26,3,Argentina,17.0,Hellas Verona,Serie A,Italy,2,10.5
Destiny Udogie,19,8,Italy,17.0,Udinese Calcio,Serie A,Italy,2,4.0
Giovanni Simeone,27,3,Argentina,17.0,SSC Napoli,Serie A,Italy,1,
Yusuf Yazici,25,0,Turkey,17.0,Trabzonspor,Süper Lig,Turkey,1,
Chancel Mbemba,27,2,DR Congo,17.0,Marseille,Ligue 1,France,0,
Pedrinho,24,10,Brazil,17.0,Atlético-MG,Série A,Brazil,1,
Kasper Dolberg,24,3,Denmark,17.0,Sevilla FC,LaLiga,Spain,1,
Alessio Romagnoli,27,2,Italy,17.0,Lazio,Serie A,Italy,0,
Destiny Udogie,19,8,Italy,17.0,Udinese Calcio,Serie A,Italy,1,
Leandro Paredes,28,4,Argentina,17.0,Juventus,Serie A,Italy,1,
Hee-chan Hwang,26,3,"Korea, South",16.0,Wolves,Premier League,England,2,16.7
Jhon Durán,19,3,Colombia,6.0,Aston Villa,Premier League,England,2,16.64
Mathías Olivera,24,8,Uruguay,15.0,SSC Napoli,Serie A,Italy,2,16.5
Brian Brobbey,20,3,Netherlands,9.0,Ajax,Eredivisie,Netherlands,2,16.35
Georginio Rutter,20,3,France,16.0,Leeds,Premier League,England,2,28.0
Tanguy Nianzou,20,2,France,9.0,Sevilla FC,LaLiga,Spain,2,16.0
Danny Ings,30,3,England,16.0,West Ham,Premier League,England,2,12.0
Jerry St. Juste,25,2,Netherlands,16.0,Sporting CP,Liga Portugal,Portugal,2,10.0
Duje Caleta-Car,25,2,Croatia,16.0,Southampton,Premier League,England,2,8.0
Arkadiusz Milik,28,3,Poland,16.0,Marseille,Ligue 1,France,2,8.0
Matteo Pessina,25,1,Italy,16.0,Monza,Serie A,Italy,1,
Arkadiusz Milik,28,3,Poland,16.0,Juventus,Serie A,Italy,1,
Randal Kolo Muani,23,3,France,16.0,E. Frankfurt,Bundesliga,Germany,0,
Dele Alli,26,0,England,16.0,Besiktas,Süper Lig,Turkey,1,
Luiz Felipe,25,2,Italy,16.0,Real Betis,LaLiga,Spain,0,
Yuri Alberto,21,3,Brazil,16.0,Corinthians,Série A,Brazil,0,
Yuri Alberto,21,3,Brazil,16.0,Corinthians,Série A,Brazil,1,
Luka Jovic,24,3,Serbia,16.0,Fiorentina,Serie A,Italy,0,
Diadié Samassékou,26,4,Mali,16.0,Olympiacos,Super League 1,Greece,1,
Bertrand Traoré,26,10,Burkina Faso,16.0,Basaksehir,Süper Lig,Turkey,1,
Cheick Doucouré,22,4,Mali,15.0,Crystal Palace,Premier League,England,2,22.6
Takumi Minamino,27,7,Japan,12.0,Monaco,Ligue 1,Monaco,2,15.0
Mikkel Damsgaard,22,7,Denmark,15.0,Brentford,Premier League,England,2,15.0
Cesare Casadei,19,1,Italy,1.0,Chelsea U21,Premier League 2,England,2,15.0
Everton,26,7,Brazil,15.0,Flamengo,Série A,Brazil,2,14.0
Rasmus Kristensen,24,11,Denmark,15.0,Leeds,Premier League,England,2,13.0
Orel Mangala,24,1,Belgium,15.0,Nottm Forest,Premier League,England,2,13.0
Breel Embolo,25,3,Switzerland,15.0,Monaco,Ligue 1,Monaco,2,12.5
Pierre-Emerick Aubameyang,33,3,Gabon,15.0,Chelsea,Premier League,England,2,12.0
Nick Pope,30,5,England,15.0,Newcastle,Premier League,England,2,11.5
Khvicha Kvaratskhelia,21,7,Georgia,15.0,SSC Napoli,Serie A,Italy,2,11.5
Mohamed-Ali Cho,18,3,France,15.0,Real Sociedad,LaLiga,Spain,2,11.0
Mattias Svanberg,23,1,Sweden,15.0,VfL Wolfsburg,Bundesliga,Germany,2,9.0
Azzedine Ounahi,22,1,Morocco,15.0,Marseille,Ligue 1,France,2,8.0
Jonathan Clauss,29,11,France,15.0,Marseille,Ligue 1,France,2,7.5
Arthur Theate,22,2,Belgium,15.0,Bologna,Serie A,Italy,2,6.75
Konstantinos Mavropanos,24,2,Greece,15.0,VfB Stuttgart,Bundesliga,Germany,2,3.2
Terem Moffi,23,3,Nigeria,15.0,OGC Nice,Ligue 1,France,1,
Héctor Bellerín,27,11,Spain,15.0,Sporting CP,Liga Portugal,Portugal,2,1.0
Fábio Silva,20,3,Portugal,15.0,RSC Anderlecht,Jupiler Pro League,Belgium,1,
Nuno Tavares,22,8,Portugal,15.0,Marseille,Ligue 1,France,1,
Amad Diallo,20,10,Cote d'Ivoire,15.0,Sunderland,Championship,England,1,
Albert Sambi Lokonga,23,1,Belgium,15.0,Crystal Palace,Premier League,England,1,
Harry Winks,26,4,England,15.0,Sampdoria,Serie A,Italy,1,
Alexandre Lacazette,31,3,France,15.0,Olympique Lyon,Ligue 1,France,0,
Corentin Tolisso,27,1,France,15.0,Olympique Lyon,Ligue 1,France,0,
Justin Kluivert,23,7,Netherlands,15.0,Valencia,LaLiga,Spain,1,
Emmanuel Dennis,24,3,Nigeria,14.0,Nottm Forest,Premier League,England,2,14.8
Djed Spence,21,11,England,8.0,Tottenham,Premier League,England,2,14.7
Diego Rossi,24,7,Uruguay,14.5,Fenerbahce,Süper Lig,Turkey,2,5.5
Emerson,28,8,Italy,14.0,West Ham,Premier League,England,2,15.4
Gavin Bazunu,20,5,Ireland,5.0,Southampton,Premier League,England,2,14.0
Victor Kristiansen,20,8,Denmark,4.0,Leicester,Premier League,England,2,14.0
Mohamed Bayo,24,3,Guinea,12.0,LOSC Lille,Ligue 1,France,2,14.0
Marcão,26,2,Brazil,14.0,Sevilla FC,LaLiga,Spain,2,12.0
Wout Weghorst,30,3,Netherlands,14.0,Man Utd,Premier League,England,1,
Sebastian Szymanski,23,0,Poland,14.0,Feyenoord,Eredivisie,Netherlands,1,
Wout Weghorst,29,3,Netherlands,14.0,Besiktas,Süper Lig,Turkey,1,
Walter Benítez,29,5,Argentina,14.0,PSV Eindhoven,Eredivisie,Netherlands,0,
Kayky,19,10,Brazil,14.0,Paços Ferreira,Liga Portugal,Portugal,1,
Yangel Herrera,24,1,Venezuela,14.0,Girona,LaLiga,Spain,1,
Jason Denayer,27,2,Belgium,14.0,Shabab Al-Ahli,UAE Pro League,United Arab Emirates,0,
Carlos Alcaraz,20,1,Argentina,8.5,Southampton,Premier League,England,2,13.65
Éderson,22,1,Brazil,13.0,Atalanta BC,Serie A,Italy,2,21.4
Sékou Mara,19,3,France,3.0,Southampton,Premier League,England,2,13.0
Sergio Gómez,21,8,Spain,10.0,Man City,Premier League,England,2,13.0
Fredrik Aursnes,26,4,Norway,12.0,Benfica,Liga Portugal,Portugal,2,13.0
Lucas Gourna-Douath,18,4,France,10.0,RB Salzburg,Bundesliga,Austria,2,13.0
Mattia Viti,20,2,Italy,7.0,OGC Nice,Ligue 1,France,2,13.0
Sasa Lukic,26,1,Serbia,13.0,Fulham,Premier League,England,2,9.8
Salih Özcan,24,4,Turkey,13.0,Bor. Dortmund,Bundesliga,Germany,2,5.0
Djed Spence,22,11,England,13.0,Rennes,Ligue 1,France,1,
Fábio Silva,20,3,Portugal,13.0,PSV Eindhoven,Eredivisie,Netherlands,1,
Ivan Ilic,21,1,Serbia,13.0,Torino,Serie A,Italy,1,
James Rodríguez,31,0,Colombia,13.0,Olympiacos,Super League 1,Greece,0,
Calvin Stengs,23,10,Netherlands,13.0,Royal Antwerp,Jupiler Pro League,Belgium,1,
Ethan Ampadu,21,2,Wales,13.0,Spezia Calcio,Serie A,Italy,1,
Andrey Santos,18,1,Brazil,10.0,Chelsea,Premier League,England,2,12.5
Roméo Lavia,18,4,Belgium,2.0,Southampton,Premier League,England,2,12.3
Fernando Gorriarán,28,1,Uruguay,9.0,Tigres UANL,Liga MX Clausura,Mexico,2,12.2
Pau López,27,5,Spain,12.0,Marseille,Ligue 1,France,2,12.0
Maximilian Wöber,24,2,Austria,12.0,Leeds,Premier League,England,2,12.0
Marc Roca,25,4,Spain,7.0,Leeds,Premier League,England,2,12.0
Alexis Beka Beka,21,4,France,3.0,OGC Nice,Ligue 1,France,2,12.0
Stanley Nsoki,23,2,France,7.0,TSG Hoffenheim,Bundesliga,Germany,2,12.0
David Datro Fofana,20,3,Cote d'Ivoire,7.0,Chelsea,Premier League,England,2,12.0
Naouirou Ahamada,20,1,France,5.5,Crystal Palace,Premier League,England,2,12.0
Chris Richards,22,2,United States,7.5,Crystal Palace,Premier League,England,2,12.0
Agustín Álvarez,21,3,Uruguay,4.0,Sassuolo,Serie A,Italy,2,12.0
Luís Maximiano,23,5,Portugal,12.0,Lazio,Serie A,Italy,2,10.26
Gabriel Veron,19,10,Brazil,12.0,FC Porto,Liga Portugal,Portugal,2,10.25
Willian José,30,3,Brazil,12.0,Real Betis,LaLiga,Spain,2,10.0
Owen Wijndal,22,8,Netherlands,12.0,Ajax,Eredivisie,Netherlands,2,10.0
Marko Grujic,26,4,Serbia,12.0,FC Porto,Liga Portugal,Portugal,2,9.0
Samuele Ricci,20,4,Italy,12.0,Torino,Serie A,Italy,2,8.5
Antonin Barak,28,0,Czech Republic,12.0,Fiorentina,Serie A,Italy,2,8.5
Billy Gilmour,21,1,Scotland,12.0,Brighton,Premier League,England,2,8.33
Luiz Henrique,21,10,Brazil,12.0,Real Betis,LaLiga,Spain,2,8.0
Angelo Fulgini,25,0,France,12.0,1.FSV Mainz 05,Bundesliga,Germany,2,6.0
Fábio Carvalho,19,0,Portugal,12.0,Liverpool,Premier League,England,2,5.9
João Pedro,30,3,Italy,12.0,Fenerbahce,Süper Lig,Turkey,2,4.68
Idrissa Gueye,32,1,Senegal,12.0,Everton,Premier League,England,2,4.0
Sérgio Oliveira,30,1,Portugal,12.0,Galatasaray,Süper Lig,Turkey,2,3.0
Maxi Gómez,26,3,Uruguay,12.0,Trabzonspor,Süper Lig,Turkey,2,3.0
Andrea Petagna,27,3,Italy,12.0,Monza,Serie A,Italy,1,
Karl Toko Ekambi,30,7,Cameroon,12.0,Rennes,Ligue 1,France,1,
Boulaye Dia,25,3,Senegal,12.0,Salernitana,Serie A,Italy,1,
Krzysztof Piatek,27,3,Poland,12.0,Salernitana,Serie A,Italy,1,
Razvan Marin,26,1,Romania,12.0,FC Empoli,Serie A,Italy,1,
Kevin Schade,21,10,Germany,12.0,Brentford,Premier League,England,1,
Diego Llorente,29,2,Spain,12.0,AS Roma,Serie A,Italy,1,
Divock Origi,27,3,Belgium,12.0,AC Milan,Serie A,Italy,0,
Matt Doherty,31,11,Ireland,12.0,Atlético Madrid,LaLiga,Spain,0,
André Onana,26,5,Cameroon,12.0,Inter,Serie A,Italy,0,
Marcos Alonso,31,8,Spain,12.0,Barcelona,LaLiga,Spain,0,
Clément Lenglet,27,2,France,12.0,Tottenham,Premier League,England,1,
Bryan Gil,21,7,Spain,12.0,Sevilla FC,LaLiga,Spain,1,
Adnan Januzaj,27,10,Belgium,12.0,Sevilla FC,LaLiga,Spain,0,
Ángel Di María,34,10,Argentina,12.0,Juventus,Serie A,Italy,0,
Kasper Dolberg,25,3,Denmark,12.0,TSG Hoffenheim,Bundesliga,Germany,1,
Sergi Canós,25,10,Spain,12.0,Olympiacos,Super League 1,Greece,1,
Gustavo Scarpa,28,0,Brazil,12.0,Nottm Forest,Premier League,England,0,
Loïc Badé,22,2,France,12.0,Nottm Forest,Premier League,England,1,
Sam Johnstone,29,5,England,12.0,Crystal Palace,Premier League,England,0,
Andrey Santos,18,1,Brazil,12.0,Vasco da Gama,Série A,Brazil,1,
Taty Castellanos,23,3,Argentina,12.0,Girona,LaLiga,Spain,1,
Marcus Tavernier,23,6,England,4.5,Bournemouth,Premier League,England,2,11.9
Loïs Openda,22,3,Belgium,7.5,Lens,Ligue 1,France,2,11.8
Julio Enciso,18,3,Paraguay,11.0,Brighton,Premier League,England,2,11.6
Youssouf Ndayishimiye,24,2,Burundi,7.0,OGC Nice,Ligue 1,France,2,11.5
Máximo Perrone,20,4,Argentina,8.5,Man City,Premier League,England,2,11.0
Mario Lemina,29,4,Gabon,7.0,Wolves,Premier League,England,2,11.0
Amin Sarr,21,3,Sweden,3.5,Olympique Lyon,Ligue 1,France,2,11.0
Lyle Foster,22,3,South Africa,2.0,Burnley,Championship,England,2,11.0
Joshua Zirkzee,21,3,Netherlands,11.0,Bologna,Serie A,Italy,2,8.5
Matheus Henrique,24,1,Brazil,11.0,Sassuolo,Serie A,Italy,2,7.0
