Unnamed: 0,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,ACT2017-2018,SCA902017-2018,PassLive2017-2018,PassDead2017-2018,HASTA2017-2018,Dis2017-2018,FR2017-2018,Def2017-2018,ACG2017-2018,GCA902017-2018,PassLive.12017-2018,PassDead.12017-2018,HASTA.12017-2018,Dis.12017-2018,FR.12017-2018,Def.12017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,ACT2018-2019,SCA902018-2019,PassLive2018-2019,PassDead2018-2019,HASTA2018-2019,Dis2018-2019,FR2018-2019,Def2018-2019,ACG2018-2019,GCA902018-2019,PassLive.12018-2019,PassDead.12018-2019,HASTA.12018-2019,Dis.12018-2019,FR.12018-2019,Def.12018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,ACT2019-2020,SCA902019-2020,PassLive2019-2020,PassDead2019-2020,HASTA2019-2020,Dis2019-2020,FR2019-2020,Def2019-2020,ACG2019-2020,GCA902019-2020,PassLive.12019-2020,PassDead.12019-2020,HASTA.12019-2020,Dis.12019-2020,FR.12019-2020,Def.12019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,ACT2020-2021,SCA902020-2021,PassLive2020-2021,PassDead2020-2021,HASTA2020-2021,Dis2020-2021,FR2020-2021,Def2020-2021,ACG2020-2021,GCA902020-2021,PassLive.12020-2021,PassDead.12020-2021,HASTA.12020-2021,Dis.12020-2021,FR.12020-2021,Def.12020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,ACT2021-2022,SCA902021-2022,PassLive2021-2022,PassDead2021-2022,HASTA2021-2022,Dis2021-2022,FR2021-2022,Def2021-2022,ACG2021-2022,GCA902021-2022,PassLive.12021-2022,PassDead.12021-2022,HASTA.12021-2022,Dis.12021-2022,FR.12021-2022,Def.12021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,ACT2022-2023,SCA902022-2023,PassLive2022-2023,PassDead2022-2023,HASTA2022-2023,Dis2022-2023,FR2022-2023,Def2022-2023,ACG2022-2023,GCA902022-2023,PassLive.12022-2023,PassDead.12022-2023,HASTA.12022-2023,Dis.12022-2023,FR.12022-2023,Def.12022-2023
2989,Lazar Marković,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,1,51,3,24.0,1994.0,0.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2990,Marvin Martin,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,1,110,5,30.0,1988.0,6.9,22.0,3.18,14.0,6.0,0.0,1.0,1.0,0.0,2.0,0.29,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2991,Lautaro Martínez,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,9,65,6,20.0,1997.0,14.9,41.0,2.75,27.0,1.0,1.0,8.0,4.0,0.0,3.0,0.2,2.0,0.0,0.0,1.0,0.0,0.0,6,8,65,6,21.0,1997.0,27.2,92.0,3.38,49.0,2.0,12.0,16.0,11.0,2.0,15.0,0.55,6.0,0.0,3.0,3.0,3.0,0.0,6,8,65,6,22.0,1997.0,28.5,86.0,3.02,56.0,0.0,6.0,8.0,10.0,6.0,15.0,0.53,10.0,0.0,0.0,1.0,3.0,1.0,6,8,65,6,23.0,1997.0,25.4,73.0,2.88,44.0,0.0,1.0,19.0,7.0,2.0,10.0,0.39,3.0,0.0,1.0,5.0,1.0,0.0,6,8,65,6,24.0,1997.0,28.6,94.0,3.28,65.0,2.0,4.0,13.0,9.0,1.0,16.0,0.56,9.0,0.0,1.0,3.0,2.0,1.0
2992,Gelson Martins,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,9,11,4,23.0,1995.0,17.9,58.0,7.39,39.0,0.0,6.0,5.0,8.0,0.0,7.0,1.11,4.0,0.0,1.0,1.0,1.0,0.0,108,6,90,5,24.0,1995.0,18.6,65.0,3.49,48.0,0.0,11.0,3.0,2.0,1.0,6.0,0.32,4.0,0.0,0.0,2.0,0.0,0.0,108,3,90,5,25.0,1995.0,17.2,49.0,2.85,35.0,0.0,5.0,3.0,5.0,1.0,9.0,0.52,4.0,0.0,1.0,1.0,3.0,0.0,108,3,90,5,26.0,1995.0,21.2,38.0,1.8,29.0,0.0,2.0,3.0,3.0,1.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0,108,3,90,5,27.0,1995.0,3.8,15.0,3.91,11.0,0.0,1.0,2.0,1.0,0.0,1.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0
2993,Jordi Masip,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,12,134,4,29.0,1989.0,35.0,6.0,0.17,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,43,12,134,4,30.0,1989.0,35.0,8.0,0.23,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,12,134,4,31.0,1989.0,25.0,4.0,0.16,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,12,134,4,33.0,1989.0,27.9,4.0,0.14,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0
2994,Han-Noah Massengo,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,1,90,5,17.0,2001.0,0.7,3.0,4.43,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.48,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,1,13,5,21.0,2001.0,12.4,28.0,2.26,21.0,0.0,1.0,1.0,2.0,3.0,1.0,0.08,0.0,0.0,0.0,0.0,1.0,0.0
2995,Jaime Mata,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,9,53,4,29.0,1988.0,27.0,43.0,1.59,30.0,0.0,2.0,3.0,7.0,1.0,6.0,0.22,4.0,0.0,1.0,0.0,1.0,0.0,43,8,53,4,30.0,1988.0,30.5,72.0,2.36,53.0,0.0,6.0,3.0,9.0,1.0,10.0,0.33,7.0,0.0,1.0,1.0,1.0,0.0,43,8,53,4,31.0,1988.0,22.6,43.0,1.9,32.0,0.0,2.0,4.0,5.0,0.0,3.0,0.13,1.0,0.0,1.0,1.0,0.0,0.0,43,8,53,4,32.0,1988.0,7.5,16.0,2.15,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,9,53,4,33.0,1988.0,4.9,10.0,2.06,8.0,0.0,0.0,2.0,0.0,0.0,2.0,0.41,1.0,0.0,0.0,1.0,0.0,0.0
2996,Luca Matarese,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,8,50,6,20.0,1998.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2997,Jean-Philippe Mateta,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,8,83,2,21.0,1997.0,27.6,73.0,2.64,43.0,0.0,15.0,8.0,5.0,2.0,11.0,0.4,5.0,0.0,5.0,0.0,1.0,0.0,46,8,83,2,22.0,1997.0,11.7,17.0,1.45,8.0,0.0,5.0,4.0,0.0,0.0,2.0,0.17,1.0,0.0,0.0,1.0,0.0,0.0,46,8,36,3,23.0,1997.0,13.6,23.0,3.04,17.0,0.0,5.0,0.0,1.0,0.0,3.0,0.27,2.0,0.0,0.0,0.0,1.0,0.0,46,8,36,3,24.0,1997.0,12.7,20.0,1.57,14.0,0.0,0.0,4.0,0.0,2.0,2.0,0.16,1.0,0.0,0.0,1.0,0.0,0.0,46,8,36,3,25.0,1997.0,8.6,8.0,0.94,3.0,0.0,0.0,3.0,2.0,0.0,1.0,0.12,0.0,0.0,0.0,0.0,1.0,0.0
2998,Rabbi Matondo,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,9,118,2,17.0,2000.0,2.1,4.0,1.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,9,118,2,18.0,2000.0,12.9,34.0,2.64,19.0,0.0,7.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,9,118,2,19.0,2000.0,2.4,4.0,1.64,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2999,Stephy Mavididi,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,8,66,6,20.0,1998.0,0.2,1.0,4.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,9,38,5,21.0,1998.0,15.5,27.0,1.75,18.0,0.0,7.0,0.0,2.0,0.0,1.0,0.06,0.0,0.0,1.0,0.0,0.0,0.0,42,9,91,5,22.0,1998.0,22.6,36.0,1.6,17.0,1.0,7.0,5.0,6.0,0.0,7.0,0.31,1.0,0.0,4.0,2.0,0.0,0.0,42,9,91,5,23.0,1998.0,25.5,65.0,2.55,39.0,2.0,8.0,7.0,8.0,1.0,8.0,0.31,3.0,0.0,2.0,1.0,2.0,0.0,42,8,91,5,24.0,1998.0,14.3,44.0,3.08,22.0,0.0,8.0,7.0,5.0,2.0,4.0,0.28,3.0,0.0,1.0,0.0,0.0,0.0
3000,Loïc Mbe Soh,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,4,104,5,17.0,2001.0,2.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,4,104,5,18.0,2001.0,0.6,1.0,1.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3001,Nolan Mbemba,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2,110,5,23.0,1995.0,4.0,8.0,2.02,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3002,Stéphane Mbia,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,5,129,5,32.0,1986.0,5.0,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3003,Kara Mbodji,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,4,94,5,28.0,1989.0,5.6,4.0,0.71,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3004,Kevin McDonald,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,1,51,3,29.0,1988.0,9.3,12.0,1.28,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3005,Levan Mchedlidze,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,8,44,6,28.0,1990.0,2.3,6.0,2.61,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.87,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3006,Dwight McNeil,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,1,26,3,18.0,1999.0,17.7,47.0,2.66,21.0,20.0,2.0,1.0,3.0,0.0,10.0,0.57,7.0,2.0,0.0,1.0,0.0,0.0,42,1,26,3,19.0,1999.0,37.1,116.0,3.13,66.0,26.0,8.0,8.0,7.0,1.0,14.0,0.38,9.0,2.0,1.0,1.0,1.0,0.0,42,1,26,3,20.0,1999.0,34.1,93.0,2.73,49.0,26.0,5.0,2.0,10.0,1.0,10.0,0.29,5.0,3.0,1.0,0.0,0.0,1.0,42,1,26,3,21.0,1999.0,34.5,112.0,3.24,62.0,22.0,11.0,7.0,7.0,3.0,6.0,0.17,4.0,2.0,0.0,0.0,0.0,0.0,42,9,47,3,22.0,1999.0,27.8,108.0,3.89,53.0,36.0,9.0,6.0,2.0,2.0,12.0,0.43,4.0,3.0,3.0,0.0,1.0,1.0
3007,Nicky Medja,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,9,48,6,18.0,2000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3008,Farid El Melali,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,3,5,5,21.0,1997.0,3.6,11.0,3.03,8.0,0.0,0.0,0.0,2.0,1.0,1.0,0.28,1.0,0.0,0.0,0.0,0.0,0.0,38,3,5,5,22.0,1997.0,3.4,10.0,2.94,6.0,0.0,2.0,1.0,1.0,0.0,1.0,0.29,1.0,0.0,0.0,0.0,0.0,0.0,38,9,5,5,23.0,1997.0,4.6,10.0,2.17,5.0,0.0,1.0,1.0,3.0,0.0,2.0,0.43,1.0,0.0,0.0,0.0,1.0,0.0,38,8,5,5,24.0,1997.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,6,5,5,25.0,1997.0,9.0,12.0,1.34,7.0,1.0,2.0,0.0,2.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
3009,Gonzalo Melero,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,1,64,4,24.0,1994.0,14.9,43.0,2.88,37.0,0.0,0.0,1.0,3.0,2.0,4.0,0.27,3.0,0.0,0.0,0.0,1.0,0.0,43,1,76,4,25.0,1994.0,13.7,21.0,1.53,17.0,0.0,0.0,1.0,3.0,0.0,2.0,0.15,1.0,0.0,0.0,0.0,1.0,0.0,43,3,76,4,26.0,1994.0,20.6,49.0,2.38,37.0,0.0,1.0,4.0,4.0,3.0,4.0,0.19,2.0,0.0,0.0,2.0,0.0,0.0,43,1,76,4,27.0,1994.0,18.8,34.0,1.79,24.0,0.0,1.0,5.0,4.0,0.0,5.0,0.26,5.0,0.0,0.0,0.0,0.0,0.0,43,1,3,4,28.0,1994.0,20.6,53.0,2.57,45.0,1.0,1.0,5.0,1.0,0.0,6.0,0.29,5.0,0.0,0.0,1.0,0.0,0.0
3010,Arthur Melo,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,14,4,21.0,1996.0,15.9,30.0,1.89,25.0,2.0,0.0,0.0,3.0,0.0,2.0,0.13,1.0,0.0,0.0,0.0,1.0,0.0,17,1,14,4,22.0,1996.0,13.1,29.0,2.21,22.0,1.0,2.0,1.0,2.0,1.0,9.0,0.68,5.0,0.0,1.0,0.0,2.0,1.0,17,1,66,6,23.0,1996.0,12.9,25.0,1.94,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,66,6,24.0,1996.0,10.7,18.0,1.69,15.0,0.0,2.0,0.0,1.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3011,Nathaniel Mendez-Laing,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,3,29,3,26.0,1992.0,10.9,40.0,3.65,25.0,1.0,10.0,2.0,1.0,1.0,5.0,0.46,2.0,0.0,2.0,0.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3012,Edouard Mendy,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,12,110,5,26.0,1992.0,38.0,3.0,0.08,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,12,111,5,27.0,1992.0,24.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,12,31,3,28.0,1992.0,31.5,3.0,1.07,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,12,31,3,29.0,1992.0,34.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,12,31,3,30.0,1992.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
