,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,GC2017-2018,PD2017-2018,TL2017-2018,TE2017-2018,GC.12017-2018,PSxG2017-2018,PSxG/SoT2017-2018,PSxG+/-2017-2018,/902017-2018,Cmp2017-2018,Int.2017-2018,% Cmp2017-2018,Int..12017-2018,TI2017-2018,%deLanzamientos2017-2018,Long. prom.2017-2018,Int..22017-2018,%deLanzamientos.12017-2018,Long. prom..12017-2018,Opp2017-2018,Stp2017-2018,% de Stp2017-2018,Núm. de OPA2017-2018,Núm. de OPA/902017-2018,DistProm.2017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,GC2018-2019,PD2018-2019,TL2018-2019,TE2018-2019,GC.12018-2019,PSxG2018-2019,PSxG/SoT2018-2019,PSxG+/-2018-2019,/902018-2019,Cmp2018-2019,Int.2018-2019,% Cmp2018-2019,Int..12018-2019,TI2018-2019,%deLanzamientos2018-2019,Long. prom.2018-2019,Int..22018-2019,%deLanzamientos.12018-2019,Long. prom..12018-2019,Opp2018-2019,Stp2018-2019,% de Stp2018-2019,Núm. de OPA2018-2019,Núm. de OPA/902018-2019,DistProm.2018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,GC2019-2020,PD2019-2020,TL2019-2020,TE2019-2020,GC.12019-2020,PSxG2019-2020,PSxG/SoT2019-2020,PSxG+/-2019-2020,/902019-2020,Cmp2019-2020,Int.2019-2020,% Cmp2019-2020,Int..12019-2020,TI2019-2020,%deLanzamientos2019-2020,Long. prom.2019-2020,Int..22019-2020,%deLanzamientos.12019-2020,Long. prom..12019-2020,Opp2019-2020,Stp2019-2020,% de Stp2019-2020,Núm. de OPA2019-2020,Núm. de OPA/902019-2020,DistProm.2019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,GC2020-2021,PD2020-2021,TL2020-2021,TE2020-2021,GC.12020-2021,PSxG2020-2021,PSxG/SoT2020-2021,PSxG+/-2020-2021,/902020-2021,Cmp2020-2021,Int.2020-2021,% Cmp2020-2021,Int..12020-2021,TI2020-2021,%deLanzamientos2020-2021,Long. prom.2020-2021,Int..22020-2021,%deLanzamientos.12020-2021,Long. prom..12020-2021,Opp2020-2021,Stp2020-2021,% de Stp2020-2021,Núm. de OPA2020-2021,Núm. de OPA/902020-2021,DistProm.2020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,GC2021-2022,PD2021-2022,TL2021-2022,TE2021-2022,GC.12021-2022,PSxG2021-2022,PSxG/SoT2021-2022,PSxG+/-2021-2022,/902021-2022,Cmp2021-2022,Int.2021-2022,% Cmp2021-2022,Int..12021-2022,TI2021-2022,%deLanzamientos2021-2022,Long. prom.2021-2022,Int..22021-2022,%deLanzamientos.12021-2022,Long. prom..12021-2022,Opp2021-2022,Stp2021-2022,% de Stp2021-2022,Núm. de OPA2021-2022,Núm. de OPA/902021-2022,DistProm.2021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,GC2022-2023,PD2022-2023,TL2022-2023,TE2022-2023,GC.12022-2023,PSxG2022-2023,PSxG/SoT2022-2023,PSxG+/-2022-2023,/902022-2023,Cmp2022-2023,Int.2022-2023,% Cmp2022-2023,Int..12022-2023,TI2022-2023,%deLanzamientos2022-2023,Long. prom.2022-2023,Int..22022-2023,%deLanzamientos.12022-2023,Long. prom..12022-2023,Opp2022-2023,Stp2022-2023,% de Stp2022-2023,Núm. de OPA2022-2023,Núm. de OPA/902022-2023,DistProm.2022-2023
239,Edouard Mendy,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sn SEN,PO,Reims,fr Ligue 1,26.0,1992.0,38.0,42.0,7.0,1.0,3.0,2.0,44.9,0.26,4.9,0.13,257.0,654.0,39.3,861.0,136.0,49.8,40.7,291.0,77.3,53.8,667.0,28.0,4.2,27.0,0.71,13.2,sn SEN,PO,Rennes,fr Ligue 1,27.0,1992.0,24.0,19.0,3.0,1.0,4.0,1.0,20.7,0.22,2.7,0.11,155.0,338.0,45.9,624.0,99.0,38.0,34.5,163.0,62.0,43.6,334.0,33.0,9.9,22.0,0.92,12.9,sn SEN,PO,Chelsea,eng Premier League,28.0,1992.0,31.5,26.0,2.0,1.0,4.0,1.0,22.7,1.05,-2.3000000000000003,-0.26,77.0,208.0,90.5,869.0,128.0,61.1,58.9,185.0,43.5,54.7,346.0,17.0,5.1,27.0,0.89,26.2,sn SEN,PO,Chelsea,eng Premier League,29.0,1992.0,34.0,31.0,6.0,0.0,1.0,1.0,28.4,0.22,-1.6,-0.05,83.0,193.0,43.0,779.0,154.0,18.9,25.3,177.0,26.0,24.9,375.0,28.0,7.5,46.0,1.35,14.9,sn SEN,PO,Chelsea,eng Premier League,30.0,1992.0,9.5,14.0,0.0,0.0,4.0,0.0,11.9,0.33,-2.1,-0.22,27.0,77.0,35.1,226.0,47.0,22.1,27.6,63.0,42.9,34.4,128.0,9.0,7.0,11.0,1.16,13.7
240,Juan Musso,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,PO,Udinese,it Serie A,24.0,1994.0,29.0,40.0,8.0,0.0,6.0,1.0,42.4,0.25,3.4,0.12,237.0,540.0,43.9,559.0,106.0,51.0,38.6,313.0,81.5,51.2,593.0,17.0,2.9,10.0,0.34,9.8,ar ARG,PO,Udinese,it Serie A,25.0,1994.0,38.0,51.0,8.0,2.0,4.0,0.0,52.1,0.22,1.1,0.03,184.0,421.0,43.7,812.0,171.0,34.5,32.7,358.0,39.4,34.1,581.0,25.0,4.3,20.0,0.53,11.6,ar ARG,PO,Udinese,it Serie A,26.0,1994.0,35.0,51.0,13.0,2.0,2.0,0.0,51.0,0.26,0.0,0.0,165.0,380.0,43.4,760.0,171.0,36.2,32.9,254.0,41.3,34.7,484.0,26.0,5.4,18.0,0.51,13.3,ar ARG,PO,Atalanta,it Serie A,27.0,1994.0,32.6,42.0,3.0,0.0,2.0,3.0,37.5,0.3,-1.5,-0.05,147.0,348.0,42.2,744.0,170.0,27.4,31.3,208.0,69.2,49.7,308.0,28.0,9.1,39.0,1.2,16.5,ar ARG,PO,Atalanta,it Serie A,28.0,1994.0,23.1,27.0,2.0,0.0,3.0,2.0,21.7,0.23,-3.3,-0.14,109.0,276.0,39.5,547.0,152.0,32.5,32.1,157.0,62.4,48.6,253.0,14.0,5.5,24.0,1.04,15.6
241,Will Norris,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eng ENG,PO,Wolves,eng Premier League,24.0,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eng ENG,PO,Burnley,eng Premier League,26.0,1993.0,2.0,4.0,0.0,0.0,2.0,0.0,0.9,0.15,-3.1,-1.54,20.0,48.0,41.7,39.0,1.0,82.1,54.5,18.0,88.9,62.8,27.0,2.0,7.4,1.0,0.5,10.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,Alexandre Olliero,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fr FRA,PO,Nantes,fr Ligue 1,22.0,1996.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.02,4.0,9.0,44.4,20.0,4.0,30.0,37.6,3.0,100.0,77.0,11.0,0.0,0.0,2.0,2.0,18.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,Robin Olsen,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,se SWE,PO,Roma,it Serie A,28.0,1990.0,27.0,42.0,4.0,0.0,5.0,1.0,37.0,0.26,-4.0,-0.15,142.0,324.0,43.8,652.0,159.0,32.8,33.4,214.0,51.4,45.1,413.0,10.0,2.4,25.0,0.93,14.5,se SWE,PO,Cagliari,it Serie A,29.0,1990.0,16.9,24.0,4.0,0.0,1.0,2.0,23.2,0.22,1.2,0.07,87.0,246.0,35.4,328.0,62.0,49.7,40.2,159.0,52.2,42.4,293.0,8.0,2.7,5.0,0.3,10.1,se SWE,PO,Everton,eng Premier League,30.0,1990.0,7.0,9.0,1.0,0.0,0.0,0.0,9.5,0.29,0.5,0.07,36.0,93.0,38.7,148.0,23.0,42.6,35.6,51.0,58.8,42.9,88.0,4.0,4.5,4.0,0.57,12.3,se SWE,PO,Aston Villa,eng Premier League,31.0,1990.0,1.0,3.0,0.0,0.0,0.0,0.0,2.2,0.44,-0.8,-0.78,8.0,25.0,32.0,26.0,7.0,46.2,38.3,20.0,65.0,48.6,28.0,5.0,17.9,0.0,0.0,5.8,se SWE,PO,Aston Villa,eng Premier League,32.0,1990.0,3.1,8.0,1.0,0.0,3.0,0.0,6.2,0.29,-1.8,-0.57,15.0,62.0,24.2,101.0,18.0,44.6,37.6,28.0,60.7,46.8,45.0,5.0,11.1,3.0,0.96,14.2
244,Rui Patrício,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pt POR,PO,Wolves,eng Premier League,30.0,1988.0,37.0,46.0,3.0,1.0,6.0,4.0,39.3,0.27,-2.7,-0.07,213.0,541.0,39.4,579.0,103.0,52.8,39.1,284.0,82.7,50.5,493.0,14.0,2.8,18.0,0.49,12.1,pt POR,PO,Wolves,eng Premier League,31.0,1988.0,38.0,40.0,1.0,1.0,6.0,1.0,35.5,0.26,-3.5,-0.09,250.0,528.0,47.3,578.0,127.0,53.1,39.0,283.0,78.1,48.7,530.0,20.0,3.8,11.0,0.29,11.7,pt POR,PO,Wolves,eng Premier League,32.0,1988.0,37.0,51.0,7.0,1.0,8.0,3.0,45.3,0.26,-2.7,-0.07,160.0,383.0,41.8,540.0,146.0,43.9,35.5,268.0,54.5,36.8,558.0,21.0,3.8,12.0,0.32,10.6,pt POR,PO,Roma,it Serie A,33.0,1988.0,38.0,43.0,5.0,2.0,5.0,2.0,42.2,0.25,1.2,0.03,174.0,393.0,44.3,854.0,141.0,37.7,34.2,222.0,32.0,31.5,393.0,12.0,3.1,26.0,0.68,14.3,pt POR,PO,Roma,it Serie A,34.0,1988.0,35.0,35.0,2.0,1.0,4.0,1.0,27.6,0.23,-6.4,-0.18,135.0,328.0,41.2,644.0,121.0,37.6,33.6,240.0,35.8,34.8,402.0,16.0,4.0,25.0,0.71,13.8
245,Pavao Pervan,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,at AUT,PO,Wolfsburg,de Bundesliga,30.0,1987.0,8.5,11.0,0.0,0.0,0.0,0.0,11.9,0.3,0.9,0.1,67.0,140.0,47.9,270.0,38.0,34.4,34.0,75.0,62.7,48.9,132.0,3.0,2.3,2.0,0.24,10.9,at AUT,PO,Wolfsburg,de Bundesliga,31.0,1987.0,8.0,8.0,1.0,0.0,0.0,0.0,11.4,0.28,3.4,0.42,48.0,120.0,40.0,202.0,37.0,44.1,36.4,62.0,50.0,44.0,104.0,3.0,2.9,12.0,1.5,16.3,at AUT,PO,Wolfsburg,de Bundesliga,32.0,1987.0,2.0,4.0,0.0,0.0,2.0,0.0,3.4,0.25,-0.6,-0.29,11.0,28.0,39.3,53.0,5.0,34.0,32.6,17.0,58.8,47.5,35.0,0.0,0.0,0.0,0.0,10.7,at AUT,PO,Wolfsburg,de Bundesliga,33.0,1987.0,6.0,14.0,1.0,1.0,2.0,1.0,11.3,0.27,-1.7,-0.29,18.0,58.0,31.0,158.0,31.0,31.0,31.8,49.0,18.4,26.4,97.0,2.0,2.1,7.0,1.17,13.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,Luca Plogmann,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de GER,PO,Werder Bremen,de Bundesliga,18.0,2000.0,0.4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.05,2.0,2.0,100.0,3.0,2.0,0.0,14.3,3.0,66.7,45.7,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,Giacomo Poluzzi,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,PO,SPAL,it Serie A,30.0,1988.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,Gaëtan Poussin,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fr FRA,PO,Bordeaux,fr Ligue 1,19.0,1999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.23,0.2,0.23,8.0,23.0,34.8,22.0,2.0,50.0,38.4,13.0,92.3,52.6,22.0,0.0,0.0,0.0,0.0,14.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fr FRA,PO,Bordeaux,fr Ligue 1,22.0,1999.0,13.0,29.0,2.0,0.0,5.0,2.0,20.4,0.27,-6.6,-0.51,75.0,198.0,37.9,373.0,55.0,36.5,33.1,111.0,55.9,41.0,191.0,10.0,5.2,40.0,3.08,17.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,Silvio Proto,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,be BEL,PO,Lazio,it Serie A,35.0,1983.0,2.0,4.0,0.0,0.0,0.0,0.0,4.2,0.33,0.2,0.1,17.0,35.0,48.6,42.0,5.0,50.0,41.4,22.0,63.6,47.0,37.0,1.0,2.7,2.0,1.0,19.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,Ivan Provedel,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,PO,Empoli,it Serie A,24.0,1994.0,16.0,36.0,3.0,0.0,4.0,1.0,29.3,0.26,-5.7,-0.36,73.0,185.0,39.5,361.0,103.0,35.5,34.5,123.0,46.3,40.0,279.0,12.0,4.3,8.0,0.5,12.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,PO,Spezia,it Serie A,26.0,1994.0,29.0,55.0,6.0,1.0,4.0,0.0,48.0,0.32,-7.0,-0.24,185.0,489.0,37.8,1244.0,132.0,33.4,34.2,157.0,46.5,42.0,298.0,9.0,3.0,46.0,1.59,17.2,it ITA,PO,Spezia,it Serie A,27.0,1994.0,30.7,52.0,9.0,3.0,4.0,3.0,47.6,0.24,-1.4,-0.04,206.0,616.0,33.4,957.0,133.0,47.8,40.1,229.0,69.4,51.7,476.0,28.0,5.9,25.0,0.81,11.8,it ITA,PO,Lazio,it Serie A,28.0,1994.0,37.9,30.0,1.0,0.0,5.0,1.0,31.4,0.25,2.4,0.06,158.0,373.0,42.4,1121.0,166.0,27.4,32.2,198.0,33.3,33.2,493.0,21.0,4.3,55.0,1.45,16.5
251,Ionuț Radu,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ro ROU,PO,Genoa,it Serie A,21.0,1997.0,33.0,46.0,5.0,0.0,7.0,1.0,45.2,0.27,0.2,0.01,242.0,698.0,34.7,661.0,100.0,64.8,46.7,294.0,91.8,61.7,522.0,14.0,2.7,14.0,0.42,11.6,ro ROU,PO,Genoa,it Serie A,22.0,1997.0,17.0,35.0,6.0,2.0,4.0,1.0,31.3,0.26,-2.7,-0.16,61.0,169.0,36.1,504.0,90.0,29.0,31.0,152.0,15.1,26.1,252.0,8.0,3.2,7.0,0.41,11.1,ro ROU,PO,Inter,it Serie A,23.0,1997.0,1.5,1.0,0.0,0.0,0.0,0.0,0.4,0.07,-0.6,-0.38,0.0,2.0,0.0,47.0,12.0,4.3,21.1,9.0,0.0,13.9,28.0,0.0,0.0,3.0,2.0,13.9,ro ROU,PO,Inter,it Serie A,24.0,1997.0,1.0,2.0,0.0,0.0,0.0,0.0,1.6,0.53,-0.4,-0.41,4.0,8.0,50.0,19.0,2.0,36.8,33.3,4.0,25.0,29.8,4.0,0.0,0.0,1.0,1.0,16.0,ro ROU,PO,Cremonese,it Serie A,25.0,1997.0,26.0,39.0,3.0,0.0,3.0,1.0,42.9,0.56,4.9,0.39,155.0,492.0,60.1,734.0,99.0,94.0,78.6,195.0,129.60000000000002,99.4,380.0,20.0,10.7,22.0,1.76,27.2
252,Michael Rensing,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de GER,PO,Düsseldorf,de Bundesliga,34.0,1984.0,32.0,62.0,7.0,1.0,7.0,0.0,54.3,0.3,-7.7,-0.24,223.0,563.0,39.6,688.0,147.0,43.2,36.7,318.0,83.6,54.9,537.0,27.0,5.0,3.0,0.09,9.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,Joel Robles,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,PO,Betis,es La Liga,28.0,1990.0,5.0,5.0,1.0,0.0,1.0,0.0,6.0,0.24,1.0,0.19,22.0,56.0,39.3,158.0,22.0,28.5,30.6,27.0,40.7,36.9,60.0,2.0,3.3,12.0,2.4,18.7,es ESP,PO,Betis,es La Liga,29.0,1990.0,32.1,48.0,11.0,1.0,3.0,1.0,46.9,0.28,-0.1,0.0,135.0,406.0,33.3,905.0,137.0,34.6,33.0,241.0,38.6,35.5,455.0,10.0,2.2,51.0,1.59,17.8,es ESP,PO,Betis,es La Liga,30.0,1990.0,18.0,25.0,4.0,1.0,4.0,2.0,22.8,0.3,-0.2,-0.01,95.0,278.0,34.2,440.0,81.0,48.4,37.8,116.0,56.0,42.7,218.0,9.0,4.1,32.0,1.78,19.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,PO,Leeds United,eng Premier League,32.0,1990.0,4.0,11.0,2.0,0.0,0.0,0.0,10.5,0.32,-0.5,-0.12,18.0,71.0,25.4,90.0,20.0,52.2,41.1,32.0,75.0,49.4,43.0,2.0,4.7,3.0,0.75,11.6
