RL2018-2019,Jugador2018-2019,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,TA2018-2019,TR2018-2019,2a amarilla2018-2019,Fls2018-2019,FR2018-2019,PA2018-2019,Pcz2018-2019,Int2018-2019,TklG2018-2019,Penal ejecutado2018-2019,Penal concedido2018-2019,GC2018-2019,Recup.2018-2019,Ganados2018-2019,Perdidos2018-2019,% de ganados2018-2019
160,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,24,1994,7.1,0,1,0,5,5,0,0,13,9,0,1,0,42,13,4,76.5
161,Leighton Baines,eng ENG,DF,Everton,eng Premier League,33,1984,4.2,0,0,0,2,1,1,18,2,6,0,2,0,15,2,3,40.0
162,Marvin Bakalorz,de GER,CC,Hannover 96,de Bundesliga,28,1989,16.3,5,0,0,22,25,4,9,28,11,1,0,0,84,30,24,55.6
163,Tiemoué Bakayoko,fr FRA,CC,Milan,it Serie A,23,1994,25.6,6,1,1,44,71,0,2,50,43,0,0,0,177,70,45,60.9
164,Ridle Baku,de GER,CC,Mainz 05,de Bundesliga,20,1998,10.4,1,0,0,9,13,1,4,8,9,0,0,0,45,9,9,50.0
165,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,26,1991,22.4,2,0,0,19,4,0,1,53,20,0,1,0,102,69,60,53.5
166,Keita Baldé,sn SEN,DL,Inter,it Serie A,23,1995,9.9,2,1,1,18,24,8,52,3,6,0,0,0,39,4,10,28.6
167,Gareth Bale,wls WAL,DL,Real Madrid,es La Liga,29,1989,19.8,4,0,0,18,21,15,70,11,8,0,0,0,36,37,35,51.4
168,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,30,1988,5.8,0,0,0,10,1,1,8,2,6,0,0,0,25,5,4,55.6
169,Andrija Balić,hr CRO,"DL,CC",Udinese,it Serie A,20,1997,0.3,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,0.0
341,Fodé Ballo-Touré,sn SEN,DF,Lille,fr Ligue 1,21,1997,35.4,7,0,0,30,51,3,97,55,66,1,1,1,190,58,50,107.4
172,Florent Balmont,fr FRA,CC,Dijon,fr Ligue 1,38,1980,12.0,3,0,0,21,20,0,40,6,16,0,0,0,89,1,7,12.5
173,Leon Balogun,ng NGA,DF,Brighton,eng Premier League,30,1988,6.6,2,0,0,5,2,1,0,17,6,0,1,0,27,13,10,56.5
349,Mario Balotelli,it ITA,DL,Nice,fr Ligue 1,27,1990,18.8,10,1,0,43,40,7,3,4,3,0,0,0,42,34,44,87.69999999999999
176,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,28,1990,28.6,6,0,0,21,22,2,70,37,29,0,0,0,139,22,28,44.0
177,Jonathan Bamba,ci CIV,"DL,CC",Lille,fr Ligue 1,22,1996,33.4,4,0,0,25,65,2,56,41,19,0,0,0,194,27,36,42.9
178,Sol Bamba,ci CIV,DF,Cardiff City,eng Premier League,33,1985,27.5,7,0,0,35,12,3,1,82,42,0,2,0,175,93,43,68.4
179,Yacine Bammou,ma MAR,"DL,CC",Caen,fr Ligue 1,26,1991,10.3,2,0,0,9,9,3,25,9,7,0,0,0,47,20,25,44.4
180,Éver Banega,ar ARG,CC,Sevilla,es La Liga,30,1988,29.6,17,2,1,57,67,2,131,28,50,0,1,0,290,11,25,30.6
181,Mattia Bani,it ITA,DF,Chievo,it Serie A,24,1993,29.0,8,1,1,31,34,2,5,57,40,0,1,1,132,90,46,66.2
182,Léo Baptistão,br BRA,"DL,CC",Espanyol,es La Liga,25,1992,13.7,3,0,0,25,22,4,10,8,14,0,0,0,76,14,20,41.2
183,Antonín Barák,cz CZE,"CC,DL",Udinese,it Serie A,23,1994,3.7,0,0,0,4,3,0,5,2,6,0,0,0,21,4,4,50.0
184,Federico Barba,it ITA,DF,Chievo,it Serie A,24,1993,27.6,6,2,1,36,11,1,26,65,14,0,1,0,150,53,32,62.4
185,Danilo Barbosa,br BRA,CC,Nice,fr Ligue 1,22,1996,17.2,1,1,0,18,34,0,2,15,20,0,0,0,72,18,18,50.0
186,Enis Bardhi,mk MKD,CC,Levante,es La Liga,23,1995,31.5,6,0,0,61,47,5,72,31,43,1,1,0,198,10,27,27.0
187,Francesco Bardi,it ITA,PO,Frosinone,it Serie A,26,1992,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
188,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,33,1985,18.6,9,0,0,22,11,0,37,31,19,0,0,1,70,32,28,53.3
189,Nicolò Barella,it ITA,CC,Cagliari,it Serie A,21,1997,34.5,10,2,2,60,82,3,92,38,65,0,2,0,253,19,47,28.8
190,Philipp Bargfrede,de GER,"CC,DF",Werder Bremen,de Bundesliga,29,1989,12.0,6,0,0,25,16,0,2,34,15,0,0,0,78,27,19,58.7
191,Antonino Barillà,it ITA,CC,Parma,it Serie A,30,1988,29.1,10,0,0,67,32,3,39,36,36,1,0,0,151,22,42,34.4
192,Ross Barkley,eng ENG,CC,Chelsea,eng Premier League,24,1993,13.8,1,0,0,14,27,0,7,9,10,0,0,0,89,19,8,70.4
193,Aymen Barkok,ma MAR,CC,Düsseldorf,de Bundesliga,20,1998,5.7,0,0,0,9,0,0,12,4,6,0,0,0,42,12,8,60.0
194,Ashley Barnes,eng ENG,DL,Burnley,eng Premier League,28,1989,26.5,8,0,0,54,65,22,6,2,17,1,0,1,77,119,223,34.8
195,Harvey Barnes,eng ENG,"CC,DL",Leicester City,eng Premier League,20,1997,11.2,0,0,0,7,7,2,23,3,6,0,0,0,41,7,8,46.7
196,Antonio Barragán,es ESP,"DF,DL",Betis,es La Liga,31,1987,10.4,4,0,0,21,9,0,41,5,8,0,0,0,37,10,11,47.6
395,Antonio Barreca,it ITA,DF,Newcastle Utd,eng Premier League,23,1995,6.699999999999999,0,0,0,7,7,0,20,7,8,0,0,0,29,11,12,47.8
199,Leandro Barreiro Martins,lu LUX,CC,Mainz 05,de Bundesliga,18,2000,1.0,1,0,0,1,0,0,0,2,4,0,0,0,4,2,1,66.7
200,Ander Barrenetxea,es ESP,"DL,CC",Real Sociedad,es La Liga,16,2001,4.4,0,0,0,12,6,3,6,4,2,0,0,0,18,2,7,22.2
201,Édgar Barreto,py PAR,CC,Sampdoria,it Serie A,34,1984,8.7,2,0,0,19,9,1,20,17,19,0,0,0,46,3,6,33.3
202,Musa Barrow,gm GAM,DL,Atalanta,it Serie A,19,1998,6.7,0,0,0,7,5,2,9,0,5,0,0,0,20,10,17,37.0
203,Fin Bartels,de GER,"CC,DL",Werder Bremen,de Bundesliga,31,1987,0.3,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,100.0
204,Marc Bartra,es ESP,DF,Betis,es La Liga,27,1991,32.5,4,0,0,30,39,4,5,60,55,0,1,0,164,74,48,60.7
205,Andrea Barzagli,it ITA,DF,Juventus,it Serie A,37,1981,2.9,0,0,0,3,1,0,0,4,1,0,0,0,14,8,4,66.7
206,Daniele Baselli,it ITA,CC,Torino,it Serie A,26,1992,26.4,5,0,0,48,34,1,81,34,45,0,1,0,175,25,34,42.4
207,Toma Bašić,hr CRO,CC,Bordeaux,fr Ligue 1,21,1996,14.8,3,0,0,24,23,0,46,9,16,0,0,0,55,31,28,52.5
208,Thomas Basila,fr FRA,DF,Nantes,fr Ligue 1,19,1999,1.0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,2,33.3
209,Borja Bastón,es ESP,DL,Alavés,es La Liga,25,1992,16.0,4,0,0,41,13,12,5,4,7,0,0,0,40,48,100,32.4
210,Alessandro Bastoni,it ITA,DF,Parma,it Serie A,19,1999,18.8,2,0,0,16,19,0,3,22,12,0,1,0,69,37,42,46.8
211,Bastos,ao ANG,DF,Lazio,it Serie A,27,1991,12.7,3,0,0,13,7,1,3,7,17,0,1,0,69,17,14,54.8
425,Michy Batshuayi,be BEL,DL,Crystal Palace,eng Premier League,24,1993,14.200000000000001,3,0,0,23,10,17,4,3,2,0,0,0,44,22,48,64.9
214,Robert Bauer,de GER,DF,Nürnberg,de Bundesliga,23,1995,19.1,4,1,1,19,17,0,51,28,29,0,0,0,85,13,26,33.3
215,Oliver Baumann,de GER,PO,Hoffenheim,de Bundesliga,28,1990,33.0,0,0,0,0,6,0,0,2,0,0,0,0,78,6,1,85.7
216,Timo Baumgartl,de GER,DF,Stuttgart,de Bundesliga,22,1996,18.0,2,0,0,12,12,1,5,26,23,0,0,0,94,45,23,66.2
217,Julian Baumgartlinger,at AUT,CC,Leverkusen,de Bundesliga,30,1988,17.3,2,0,0,19,19,0,2,26,30,0,0,0,133,27,25,51.9
218,Christoph Baumgartner,at AUT,CC,Hoffenheim,de Bundesliga,18,1999,0.9,2,1,1,2,3,0,1,0,0,0,0,0,8,1,0,100.0
219,Jon Bautista,es ESP,DL,Real Sociedad,es La Liga,23,1995,6.6,1,0,0,14,9,9,0,5,3,1,0,0,14,52,57,47.7
441,Paul Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,30,1988,20.7,4,1,1,17,12,3,3,32,14,0,2,1,85,63,43,138.4
222,Noah Joel Sarenren Bazee,ng NGA,"DL,CC",Hannover 96,de Bundesliga,21,1996,1.7,0,0,0,2,2,2,4,0,0,0,0,0,13,0,4,0.0
223,Claudio Beauvue,gp GLP,"DL,CC",Caen,fr Ligue 1,30,1988,16.7,1,0,0,20,28,4,33,10,11,1,0,0,51,64,77,45.4
449,Bebé,cv CPV,"DL,CC",Rayo Vallecano,es La Liga,28,1990,15.2,6,0,0,25,10,8,118,10,9,1,0,0,84,24,19,57.1
226,Ihlas Bebou,tg TOG,"CC,DL",Hannover 96,de Bundesliga,24,1994,11.8,1,0,0,9,21,4,42,9,9,0,0,0,64,20,27,42.6
227,Uffe Bech,dk DEN,DL,Hannover 96,de Bundesliga,25,1993,0.2,1,0,0,2,0,0,2,0,0,0,0,0,1,1,1,50.0
228,Andreas Beck,de GER,DF,Stuttgart,de Bundesliga,31,1987,19.7,2,0,0,24,31,0,36,22,19,0,0,0,94,25,25,50.0
229,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,22,1996,23.9,7,0,0,22,6,0,1,71,25,0,0,0,129,79,60,56.8
230,Andrea Beghetto,it ITA,DF,Frosinone,it Serie A,23,1994,24.7,3,0,0,24,15,2,218,17,14,0,0,0,119,5,11,31.3
231,Asmir Begović,ba BIH,PO,Bournemouth,eng Premier League,31,1987,24.0,0,0,0,0,3,0,0,1,0,0,0,0,20,11,1,91.7
232,Valon Behrami,ch SUI,CC,Udinese,it Serie A,33,1985,15.1,6,0,0,46,34,0,3,18,38,0,1,0,79,24,12,66.7
233,Hanno Behrens,de GER,CC,Nürnberg,de Bundesliga,28,1990,29.3,3,0,0,40,23,3,4,33,26,0,1,0,145,99,131,43.0
234,Ishak Belfodil,dz ALG,"DL,CC",Hoffenheim,de Bundesliga,26,1992,20.7,3,0,0,25,14,22,19,3,10,1,0,0,48,48,51,48.5
235,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,26,1991,25.0,7,0,0,41,14,5,11,54,20,0,0,0,156,92,42,68.7
236,Karim Bellarabi,de GER,DL,Leverkusen,de Bundesliga,28,1990,11.7,4,1,0,16,13,3,63,10,6,0,0,0,60,1,3,25.0
237,Héctor Bellerín,es ESP,DF,Arsenal,eng Premier League,23,1995,17.0,3,0,0,16,6,1,39,20,12,0,0,1,79,21,24,46.7
238,Andrea Belotti,it ITA,DL,Torino,it Serie A,24,1993,36.7,5,0,0,71,112,30,23,15,22,2,0,0,117,143,174,45.1
239,Fran Beltrán,es ESP,CC,Celta Vigo,es La Liga,19,1999,16.9,3,0,0,12,14,0,4,19,17,0,0,0,100,5,17,22.7
240,Hatem Ben Arfa,fr FRA,"DL,CC",Rennes,fr Ligue 1,31,1987,22.6,1,0,0,18,42,4,60,4,7,1,0,0,82,5,11,31.3
241,Wissam Ben Yedder,fr FRA,DL,Sevilla,es La Liga,27,1990,31.2,3,0,0,26,24,30,27,11,16,0,0,0,93,39,94,29.3
242,Diego Benaglio,ch SUI,PO,Monaco,fr Ligue 1,34,1983,22.9,2,0,0,1,2,0,0,0,0,0,1,0,23,5,0,100.0
243,Marco Benassi,it ITA,CC,Fiorentina,it Serie A,23,1994,25.4,6,1,0,25,21,2,34,9,19,0,1,0,117,14,37,27.5
244,Medhi Benatia,ma MAR,DF,Juventus,it Serie A,31,1987,5.0,2,0,0,13,3,0,0,16,6,0,1,0,27,15,8,65.2
245,Lars Bender,de GER,"CC,DF",Leverkusen,de Bundesliga,29,1989,15.1,2,0,0,27,28,1,15,21,29,0,0,0,93,35,37,48.6
246,Sven Bender,de GER,DF,Leverkusen,de Bundesliga,29,1989,22.1,3,0,0,21,12,2,0,52,25,0,0,1,152,73,49,59.8
247,László Bénes,sk SVK,"CC,DL",M'Gladbach,de Bundesliga,20,1997,0.3,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0.0
248,Nicolas Benezet,fr FRA,"CC,DL",Guingamp,fr Ligue 1,27,1991,18.5,1,0,0,23,42,7,125,19,19,0,0,0,117,19,42,31.1
249,Walter Benítez,ar ARG,PO,Nice,fr Ligue 1,25,1993,35.0,1,0,0,0,4,0,0,2,0,0,0,0,21,12,0,100.0
250,Ismaël Bennacer,dz ALG,CC,Empoli,it Serie A,20,1997,32.9,7,0,0,46,59,0,75,57,57,0,1,0,312,32,29,52.5
251,Joe Bennett,eng ENG,DF,Cardiff City,eng Premier League,28,1990,29.3,5,0,0,20,35,1,43,60,29,0,0,0,129,34,17,66.7
252,Ryan Bennett,eng ENG,DF,Wolves,eng Premier League,28,1990,34.0,12,0,0,37,11,1,1,43,32,0,2,0,133,119,93,56.1
253,Yassine Benrahou,fr FRA,"CC,DL",Bordeaux,fr Ligue 1,19,1999,2.0,0,0,0,2,4,0,16,2,6,0,0,0,12,1,6,14.3
254,Ramy Bensebaini,dz ALG,DF,Rennes,fr Ligue 1,23,1995,23.9,9,0,0,32,33,1,33,41,48,0,1,1,132,51,32,61.4
255,Nabil Bentaleb,dz ALG,CC,Schalke 04,de Bundesliga,23,1994,19.9,4,0,0,31,16,1,47,35,17,0,0,0,147,38,17,69.1
256,Rodrigo Bentancur,uy URU,CC,Juventus,it Serie A,21,1997,22.3,8,1,1,39,14,2,17,43,34,0,0,0,152,35,27,56.5
257,Christian Benteke,be BEL,DL,Crystal Palace,eng Premier League,27,1990,9.0,1,0,0,18,9,10,1,0,1,0,0,0,18,89,60,59.7
258,Karim Benzema,fr FRA,DL,Real Madrid,es La Liga,30,1987,32.8,1,0,0,23,22,36,20,8,11,1,0,0,60,43,51,45.7
259,Yassine Benzia,dz ALG,CC,Lille,fr Ligue 1,23,1994,1.8,0,0,0,3,3,0,3,1,1,0,0,0,12,1,1,50.0
260,Domenico Berardi,it ITA,"DL,CC",Sassuolo,it Serie A,23,1994,31.9,5,1,0,65,92,11,120,27,21,0,0,0,159,23,34,40.4
261,Yuri Berchiche,es ESP,"DF,DL",Athletic Club,es La Liga,28,1990,34.7,8,0,0,38,78,3,102,42,31,0,0,0,270,75,37,67.0
262,Álex Berenguer,es ESP,"CC,DF",Torino,it Serie A,23,1995,16.5,4,0,0,27,33,3,90,8,20,1,0,0,72,17,42,28.8
263,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,26,1992,24.4,6,1,1,25,30,0,53,31,30,0,0,0,131,15,19,44.1
264,Jóhann Berg Guðmundsson,is ISL,CC,Burnley,eng Premier League,27,1990,19.5,2,0,0,10,22,2,119,33,11,0,0,0,117,30,33,47.6
265,Markel Bergara,es ESP,CC,Getafe,es La Liga,32,1986,0.6,0,0,0,1,0,0,0,1,2,0,0,0,5,1,3,25.0
266,Robert Berić,si SVN,DL,Saint-Étienne,fr Ligue 1,27,1991,13.1,0,0,0,32,23,4,3,4,5,0,0,0,23,31,49,38.8
267,Etrit Berisha,al ALB,PO,Atalanta,it Serie A,29,1989,18.0,1,0,0,0,2,0,0,0,0,0,0,0,39,2,1,66.7
268,Valon Berisha,xk KVX,"CC,DL",Lazio,it Serie A,25,1993,2.2,0,0,0,3,4,0,7,4,5,1,0,0,18,0,1,0.0
269,Bernard,br BRA,"DL,CC",Everton,eng Premier League,25,1992,23.5,5,0,0,17,27,2,51,27,30,0,0,0,180,3,13,18.8
270,Federico Bernardeschi,it ITA,"CC,DL",Juventus,it Serie A,24,1994,16.4,5,1,0,20,31,7,83,6,8,0,0,0,85,8,11,42.1
271,Bernardo,br BRA,DF,Brighton,eng Premier League,23,1995,19.5,4,0,0,17,23,2,31,34,43,0,0,0,120,44,29,60.3
272,Paul Bernardoni,fr FRA,PO,Nîmes,fr Ligue 1,21,1997,38.0,0,0,0,0,7,0,0,1,1,0,0,0,28,12,2,85.7
273,Juan Bernat,es ESP,"DF,CC",Paris S-G,fr Ligue 1,25,1993,20.4,6,1,0,33,20,6,41,20,32,0,0,0,87,16,25,39.0
274,Antoine Bernede,fr FRA,CC,Paris S-G,fr Ligue 1,19,1999,1.9,0,0,0,2,1,0,0,3,7,0,0,0,15,3,5,37.5
275,Dimitry Bertaud,fr FRA,PO,Montpellier,fr Ligue 1,20,1998,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
276,Ryan Bertrand,eng ENG,DF,Southampton,eng Premier League,28,1989,24.0,8,0,0,26,22,0,93,28,27,0,0,0,76,37,43,46.3
277,Daniel Bessa,it ITA,CC,Genoa,it Serie A,25,1993,27.1,8,0,0,55,18,4,56,19,35,1,0,0,164,15,32,31.9
278,Marcus Bettinelli,eng ENG,PO,Fulham,eng Premier League,26,1992,7.0,1,0,0,0,1,0,0,0,0,0,0,0,4,2,0,100.0
279,Jordan Beyer,de GER,DF,M'Gladbach,de Bundesliga,18,2000,8.0,1,0,0,7,4,1,1,11,18,0,0,0,22,14,15,48.3
280,Jonathan Biabiany,fr FRA,DL,Parma,it Serie A,30,1988,11.9,4,0,0,21,16,3,15,11,22,0,0,0,68,16,18,47.1
281,Giulian Biancone,fr FRA,DF,Monaco,fr Ligue 1,18,2000,1.0,0,0,0,2,0,0,1,3,3,0,0,0,5,1,2,33.3
282,Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,28,1990,19.9,0,0,0,18,16,2,7,56,19,0,1,1,84,53,31,63.1
283,Pedro Bigas,es ESP,DF,Eibar,es La Liga,27,1990,6.5,1,0,0,5,4,0,0,8,3,0,0,0,29,15,8,65.2
284,Lucas Biglia,ar ARG,CC,Milan,it Serie A,32,1986,12.4,3,0,0,21,16,0,3,22,33,0,1,0,108,9,18,33.3
285,Philip Billing,dk DEN,CC,Huddersfield,eng Premier League,22,1996,24.3,7,0,0,37,30,2,56,53,44,0,1,0,174,86,28,75.4
286,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,25,1992,35.5,8,0,0,36,26,3,272,44,33,0,0,0,162,39,16,70.9
287,Davide Biraschi,it ITA,DF,Genoa,it Serie A,24,1994,31.6,3,1,0,37,31,0,51,64,38,0,1,1,190,61,51,54.5
577,Valter Birsa,si SVN,"CC,DL",Cagliari,it Serie A,31,1986,16.099999999999998,1,0,0,15,15,3,100,10,12,0,0,0,82,9,34,29.0
290,Yves Bissouma,ml MLI,CC,Brighton,eng Premier League,21,1996,19.7,5,0,0,40,25,2,8,33,30,0,0,0,116,27,31,46.6
291,Leonardo Bittencourt,de GER,CC,Hoffenheim,de Bundesliga,24,1993,11.9,1,0,0,17,30,3,43,13,26,0,0,0,66,6,14,30.0
292,Alejandro Blanco,es ESP,"DL,CC",Alavés,es La Liga,19,1998,0.2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0.0
293,Rubén Blanco,es ESP,PO,Celta Vigo,es La Liga,23,1995,25.0,2,0,0,1,0,0,0,2,0,0,0,0,19,3,1,75.0
294,Ludovic Blas,fr FRA,"CC,DL",Guingamp,fr Ligue 1,20,1997,26.4,5,0,0,38,35,2,20,26,38,0,0,0,158,42,76,35.6
591,Pablo de Blasis,ar ARG,"DF,CC",Eibar,es La Liga,30,1988,17.9,2,1,0,19,11,1,69,14,19,0,0,0,103,29,34,95.8
297,Alexis Blin,fr FRA,CC,Amiens,fr Ligue 1,21,1996,22.1,4,0,0,30,33,1,4,33,45,0,1,0,162,48,49,49.5
298,Danny Blum,de GER,CC,Eint Frankfurt,de Bundesliga,27,1991,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
299,Emmanuel Boateng,gh GHA,DL,Levante,es La Liga,22,1996,7.8,2,0,0,14,19,9,3,1,3,0,0,0,12,28,24,53.8
300,Jérôme Boateng,de GER,DF,Bayern Munich,de Bundesliga,29,1988,18.8,1,0,0,15,9,0,7,25,15,0,2,0,132,30,6,83.3
603,Kevin-Prince Boateng,gh GHA,DL,Sassuolo,it Serie A,31,1987,13.100000000000001,2,0,0,28,36,11,4,4,6,0,0,0,29,23,42,69.0
303,Antonin Bobichon,fr FRA,CC,Nîmes,fr Ligue 1,22,1995,23.9,2,0,0,35,11,0,49,15,16,0,0,0,128,17,38,30.9
304,Yann Bodiger,fr FRA,CC,Toulouse,fr Ligue 1,23,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
305,Mathieu Bodmer,fr FRA,"CC,DL",Amiens,fr Ligue 1,35,1982,11.9,1,0,0,12,13,1,3,2,11,0,0,0,42,40,44,47.6
306,Adam Bodzek,de GER,"CC,DF",Düsseldorf,de Bundesliga,32,1985,17.7,5,1,0,32,41,0,0,26,27,0,2,0,63,34,21,61.8
307,Jean-Paul Boëtius,nl NED,CC,Mainz 05,de Bundesliga,24,1994,23.6,8,0,0,52,47,3,22,37,32,0,0,0,131,23,32,41.8
308,Sacha Boey,fr FRA,DF,Rennes,fr Ligue 1,17,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
309,Jeremie Boga,ci CIV,"DL,CC",Sassuolo,it Serie A,21,1997,16.0,0,0,0,8,29,7,16,2,4,0,0,0,70,2,11,15.4
310,Willy Boly,ci CIV,DF,Wolves,eng Premier League,27,1991,35.2,2,1,0,29,14,3,0,72,52,0,0,0,213,136,62,68.7
311,Léo Bonatini,br BRA,DL,Wolves,eng Premier League,24,1994,1.5,0,0,0,0,0,0,4,0,1,0,0,0,11,1,3,25.0
312,Giacomo Bonaventura,it ITA,CC,Milan,it Serie A,28,1989,7.2,0,0,0,5,8,1,8,7,2,0,0,0,39,9,7,56.3
313,Daniele Bonera,it ITA,DF,Villarreal,es La Liga,37,1981,2.6,1,0,0,2,0,0,0,4,2,0,0,1,9,1,3,25.0
314,Gaëtan Bong,cm CMR,DF,Brighton,eng Premier League,30,1988,20.1,0,0,0,11,4,0,57,25,10,0,2,0,112,24,31,43.6
315,Kevin Bonifazi,it ITA,DF,SPAL,it Serie A,22,1996,25.6,2,0,0,20,19,0,6,36,24,0,0,0,170,43,34,55.8
316,Leonardo Bonucci,it ITA,DF,Juventus,it Serie A,31,1987,27.5,2,0,0,14,23,2,5,38,9,0,0,0,118,43,53,44.8
317,Fabio Borini,it ITA,"DL,DF",Milan,it Serie A,27,1991,11.7,3,0,0,14,34,3,15,12,10,0,0,0,50,22,18,55.0
318,Robin Bormuth,de GER,DF,Düsseldorf,de Bundesliga,22,1995,6.8,2,0,0,5,3,1,1,10,4,0,0,0,24,14,11,56.0
319,Artur Boruc,pl POL,PO,Bournemouth,eng Premier League,38,1980,12.0,2,0,0,0,0,0,0,0,0,0,0,0,9,2,0,100.0
320,Olivier Boscagli,fr FRA,DF,Nice,fr Ligue 1,20,1997,9.6,1,0,0,6,22,0,32,17,12,0,0,0,63,19,18,51.4
321,Gabriel Boschilia,br BRA,"DL,CC",Nantes,fr Ligue 1,22,1996,14.7,1,0,0,17,24,0,63,8,23,0,0,0,75,5,22,18.5
322,John Bostock,tt TRI,CC,Toulouse,fr Ligue 1,26,1992,10.9,1,0,0,18,14,0,17,17,14,0,0,0,50,14,10,58.3
323,Denis Bouanga,ga GAB,"CC,DL",Nîmes,fr Ligue 1,23,1994,29.3,5,0,0,41,27,5,46,20,32,0,0,0,147,27,74,26.7
324,Zacharie Boucher,fr FRA,PO,Angers,fr Ligue 1,26,1992,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,100.0
651,Ryad Boudebouz,dz ALG,"CC,DL",Celta Vigo,es La Liga,28,1990,14.0,3,1,0,11,17,1,71,8,8,0,1,0,53,11,33,49.1
327,Sofiane Boufal,ma MAR,"CC,DL",Celta Vigo,es La Liga,24,1993,23.2,6,0,0,42,60,1,60,10,21,1,0,0,124,17,19,47.2
328,Nassim Boujellab,ma MAR,CC,Schalke 04,de Bundesliga,19,1999,4.2,0,0,0,11,8,0,0,2,4,0,0,0,26,7,10,41.2
329,Arnold Bouka Moutou,cg CGO,"DF,DL",Dijon,fr Ligue 1,29,1988,0.7,0,0,0,1,1,0,0,3,1,0,0,0,7,1,0,100.0
330,Yassine Bounou,ma MAR,PO,Girona,es La Liga,27,1991,31.8,2,0,0,0,3,0,0,1,0,0,0,1,32,5,0,100.0
331,Mehdi Bourabia,ma MAR,CC,Sassuolo,it Serie A,26,1991,22.3,8,1,1,43,24,1,46,33,28,0,1,0,130,47,39,54.7
332,Benjamin Bourigeaud,fr FRA,"CC,DL",Rennes,fr Ligue 1,24,1994,26.9,5,0,0,35,14,3,120,32,35,0,0,0,129,15,36,29.4
333,Bilal Boutobba,fr FRA,"DL,CC",Montpellier,fr Ligue 1,19,1998,0.4,0,0,0,1,3,0,1,0,0,0,0,0,4,0,1,0.0
334,Umut Bozok,tr TUR,DL,Nîmes,fr Ligue 1,21,1996,13.7,1,0,0,14,30,11,4,5,6,0,0,0,40,18,38,32.1
335,Filip Bradarić,hr CRO,CC,Cagliari,it Serie A,26,1992,16.6,5,0,0,25,7,0,8,39,21,0,2,1,91,22,14,61.1
336,Robbie Brady,ie IRL,CC,Burnley,eng Premier League,26,1992,8.0,3,1,0,12,4,0,53,7,7,0,0,0,45,11,8,57.9
337,Martin Braithwaite,dk DEN,DL,Leganés,es La Liga,27,1991,15.6,5,0,0,24,16,14,2,3,3,1,0,0,44,29,44,39.7
338,Julian Brandt,de GER,"CC,DL",Leverkusen,de Bundesliga,22,1996,29.6,0,0,0,13,22,3,147,17,16,0,0,0,189,28,35,44.4
339,Darko Brašanac,rs SRB,CC,Alavés,es La Liga,26,1992,17.6,5,0,0,34,15,0,14,13,16,0,0,0,109,31,30,50.8
340,Pedro Brazão,pt POR,"CC,DL",Nice,fr Ligue 1,15,2002,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
341,Fabian Bredlow,de GER,PO,Nürnberg,de Bundesliga,23,1995,12.5,1,0,0,0,3,0,0,1,1,0,0,0,33,2,2,50.0
342,Josip Brekalo,hr CRO,"DL,CC",Wolfsburg,de Bundesliga,20,1998,15.7,2,0,0,16,21,2,56,12,7,0,0,0,71,6,15,28.6
343,Gleison Bremer,br BRA,DF,Torino,it Serie A,21,1997,2.0,1,0,0,3,4,0,0,8,1,0,0,0,13,9,8,52.9
344,Joshua Brenet,nl NED,DF,Hoffenheim,de Bundesliga,24,1994,10.1,0,0,0,20,5,0,39,8,13,0,0,0,60,8,16,33.3
345,Rajko Brežančić,rs SRB,DF,Huesca,es La Liga,28,1989,0.7,0,0,0,0,1,0,2,0,0,0,0,0,3,1,0,100.0
346,Anthony Briançon,fr FRA,DF,Nîmes,fr Ligue 1,23,1994,32.5,9,1,0,31,24,1,3,70,27,0,3,0,159,74,60,55.2
347,Jimmy Briand,fr FRA,DL,Bordeaux,fr Ligue 1,32,1985,27.7,1,0,0,37,48,19,15,4,8,0,0,0,66,49,96,33.8
