RL2019-2020,Jugador2019-2020,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,Cmp2019-2020,Int.2019-2020,% Cmp2019-2020,Dist. tot.2019-2020,Dist. prg.2019-2020,Cmp.12019-2020,Int..12019-2020,% Cmp.12019-2020,Cmp.22019-2020,Int..22019-2020,% Cmp.22019-2020,Cmp.32019-2020,Int..32019-2020,% Cmp.32019-2020,Ass2019-2020,xAG2019-2020,xA2019-2020,A-xAG2019-2020,PC2019-2020,1/32019-2020,PPA2019-2020,CrAP2019-2020,PrgP2019-2020
236,Ishak Belfodil,dz ALG,"DL,CC",Hoffenheim,de Bundesliga,27,1992,3.0,45.0,58.0,77.6,579.0,100.0,32.0,38.0,84.2,10.0,14.0,71.4,1.0,2.0,50.0,0,0.3,0.4,-0.3,5.0,3.0,2.0,0.0,5.0
237,Haris Belkebla,dz ALG,CC,Brest,fr Ligue 1,25,1994,20.2,730.0,851.0,85.8,12997.0,3333.0,313.0,343.0,91.3,339.0,377.0,89.9,67.0,90.0,74.4,0,0.5,0.4,-0.5,9.0,70.0,4.0,0.0,77.0
477,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,19,2000,0.8999999999999999,36.0,43.0,171.89999999999998,491.0,86.0,26.0,28.0,188.2,6.0,8.0,146.7,2.0,3.0,150.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
240,Karim Bellarabi,de GER,"DL,DF",Leverkusen,de Bundesliga,29,1990,15.8,470.0,704.0,66.8,6833.0,2076.0,283.0,334.0,84.7,128.0,203.0,63.1,37.0,78.0,47.4,6,5.0,4.0,1.0,25.0,28.0,28.0,11.0,43.0
241,Jean-Ricner Bellegarde,fr FRA,CC,Strasbourg,fr Ligue 1,21,1998,16.6,589.0,705.0,83.5,10945.0,2097.0,233.0,266.0,87.6,244.0,274.0,89.1,81.0,111.0,73.0,0,1.2,0.9,-1.2,21.0,54.0,11.0,3.0,64.0
242,Héctor Bellerín,es ESP,"DF,CC",Arsenal,eng Premier League,24,1995,12.9,575.0,711.0,80.9,8755.0,2624.0,294.0,327.0,89.9,251.0,299.0,83.9,14.0,28.0,50.0,0,0.4,0.8,-0.4,3.0,39.0,7.0,2.0,58.0
243,Andrea Belotti,it ITA,DL,Torino,it Serie A,25,1993,33.4,495.0,759.0,65.2,6879.0,1560.0,307.0,403.0,76.2,120.0,175.0,68.6,34.0,61.0,55.7,3,4.6,3.2,-1.6,41.0,43.0,23.0,5.0,67.0
244,Fran Beltrán,es ESP,CC,Celta Vigo,es La Liga,20,1999,20.3,761.0,874.0,87.1,12503.0,2797.0,354.0,382.0,92.7,313.0,338.0,92.6,63.0,87.0,72.4,0,0.6,0.6,-0.6,12.0,60.0,4.0,0.0,67.0
245,Sami Ben Amar,ma MAR,DL,Nîmes,fr Ligue 1,21,1998,0.2,6.0,8.0,75.0,104.0,69.0,4.0,5.0,80.0,1.0,1.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
246,Hatem Ben Arfa,fr FRA,"CC,DL",Valladolid,es La Liga,32,1987,1.8,41.0,54.0,75.9,689.0,103.0,22.0,28.0,78.6,14.0,17.0,82.4,3.0,5.0,60.0,0,0.0,0.1,0.0,1.0,2.0,1.0,0.0,6.0
247,Wissam Ben Yedder,fr FRA,DL,Monaco,fr Ligue 1,28,1990,24.0,591.0,819.0,72.2,7673.0,2319.0,390.0,469.0,83.2,147.0,203.0,72.4,22.0,51.0,43.1,4,6.2,4.1,-2.2,45.0,58.0,31.0,5.0,102.0
248,Marco Benassi,it ITA,CC,Fiorentina,it Serie A,24,1994,10.9,259.0,351.0,73.8,4053.0,1248.0,124.0,154.0,80.5,112.0,143.0,78.3,10.0,24.0,41.7,1,1.3,1.1,-0.3,16.0,24.0,9.0,4.0,36.0
249,Cristian Benavente,pe PER,"CC,DL",Nantes,fr Ligue 1,25,1994,3.9,126.0,160.0,78.8,1672.0,328.0,77.0,88.0,87.5,42.0,56.0,75.0,2.0,7.0,28.6,1,0.9,0.7,0.1,7.0,13.0,1.0,0.0,22.0
250,Lars Bender,de GER,"DF,CC",Leverkusen,de Bundesliga,30,1989,15.3,907.0,1077.0,84.2,14123.0,4803.0,482.0,530.0,90.9,335.0,386.0,86.8,56.0,87.0,64.4,1,1.3,1.1,-0.3,18.0,63.0,12.0,2.0,109.0
251,Sven Bender,de GER,DF,Leverkusen,de Bundesliga,30,1989,30.3,2333.0,2565.0,91.0,43914.0,13889.0,785.0,864.0,90.9,1336.0,1413.0,94.6,182.0,232.0,78.4,1,0.3,0.7,0.7,4.0,59.0,3.0,0.0,91.0
252,Darío Benedetto,ar ARG,DL,Marseille,fr Ligue 1,29,1990,23.3,328.0,503.0,65.2,5616.0,731.0,150.0,209.0,71.8,98.0,152.0,64.5,46.0,61.0,75.4,0,1.7,1.0,-1.7,20.0,24.0,9.0,1.0,39.0
253,László Bénes,sk SVK,CC,M'Gladbach,de Bundesliga,21,1997,10.0,392.0,527.0,74.4,6918.0,2479.0,170.0,206.0,82.5,144.0,185.0,77.8,54.0,92.0,58.7,4,3.7,3.4,0.3,28.0,54.0,9.0,2.0,66.0
254,Walter Benítez,ar ARG,PO,Nice,fr Ligue 1,26,1993,26.0,673.0,788.0,85.4,14403.0,9905.0,217.0,219.0,99.1,352.0,357.0,98.6,103.0,209.0,49.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
255,Loris Benito,ch SUI,DF,Bordeaux,fr Ligue 1,27,1992,21.1,1098.0,1333.0,82.4,17587.0,6515.0,552.0,608.0,90.8,456.0,534.0,85.4,62.0,116.0,53.4,0,0.9,0.8,-0.9,17.0,74.0,14.0,5.0,119.0
256,Bilal Benkhedim,fr FRA,"CC,DL",Saint-Étienne,fr Ligue 1,18,2001,1.5,49.0,66.0,74.2,747.0,182.0,23.0,30.0,76.7,20.0,22.0,90.9,2.0,6.0,33.3,0,0.4,0.2,-0.4,5.0,2.0,3.0,1.0,7.0
257,Ismaël Bennacer,dz ALG,CC,Milan,it Serie A,21,1997,27.6,1571.0,1806.0,87.0,26696.0,8808.0,754.0,825.0,91.4,613.0,674.0,90.9,154.0,216.0,71.3,0,1.4,2.2,-1.4,29.0,187.0,25.0,4.0,190.0
517,Ryan Bennett,eng ENG,DF,Wolves,eng Premier League,29,1990,10.4,361.0,472.0,153.2,6607.0,2720.0,145.0,158.0,183.5,168.0,210.0,160.0,36.0,83.0,89.2,0,0.1,0.3,-0.1,2.0,41.0,2.0,1.0,30.0
