RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Toques,Def. pen.,3.º def.,3.º cent.,3.º ataq.,Ataq. pen.,Balón vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist. tot.,Dist. prg.,PrgC,1/3,TAP,Errores de control,Des,Rec,PrgR
11,Che Adams,sct SCO,DL,Southampton,eng Premier League,23,1996,12.3,418.0,11.0,29.0,181.0,214.0,60.0,418.0,25.0,18.0,72.0,7.0,28.0,232.0,1282.0,464.0,20.0,16.0,10.0,40.0,21.0,298.0,87.0
12,Tyler Adams,us USA,"CC,DF",RB Leipzig,de Bundesliga,20,1999,10.6,813.0,19.0,190.0,452.0,172.0,11.0,813.0,10.0,4.0,40.0,6.0,60.0,430.0,1993.0,862.0,11.0,9.0,2.0,7.0,9.0,548.0,49.0
13,Sargis Adamyan,am ARM,"DL,CC",Hoffenheim,de Bundesliga,26,1993,8.3,287.0,6.0,25.0,119.0,147.0,41.0,287.0,21.0,10.0,47.6,11.0,52.4,178.0,1313.0,527.0,19.0,9.0,7.0,28.0,19.0,200.0,67.0
14,Antonio Adán,es ESP,PO,Atlético Madrid,es La Liga,32,1987,0.3,7.0,4.0,6.0,1.0,0.0,0.0,7.0,0.0,0.0,,0.0,,3.0,24.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15,Bobby Adekanye,nl NED,DL,Lazio,it Serie A,20,1999,2.1,62.0,1.0,6.0,31.0,26.0,10.0,62.0,3.0,3.0,100.0,0.0,0.0,43.0,224.0,118.0,6.0,2.0,5.0,3.0,6.0,49.0,12.0
16,Claud Adjapong,it ITA,DF,Hellas Verona,it Serie A,21,1998,2.6,110.0,15.0,34.0,40.0,36.0,6.0,110.0,2.0,1.0,50.0,1.0,50.0,54.0,306.0,113.0,4.0,4.0,0.0,4.0,2.0,61.0,16.0
17,Amine Adli,ma MAR,"CC,DL",Toulouse,fr Ligue 1,19,2000,0.5,31.0,0.0,3.0,16.0,13.0,1.0,31.0,4.0,3.0,75.0,1.0,25.0,23.0,190.0,104.0,4.0,1.0,0.0,1.0,1.0,22.0,5.0
18,Yacine Adli,fr FRA,CC,Bordeaux,fr Ligue 1,19,2000,11.3,704.0,10.0,70.0,457.0,186.0,11.0,704.0,48.0,26.0,54.2,22.0,45.8,485.0,2646.0,1418.0,38.0,31.0,3.0,27.0,24.0,537.0,47.0
19,Adrián,es ESP,PO,Liverpool,eng Premier League,32,1987,9.7,331.0,298.0,331.0,0.0,0.0,0.0,331.0,0.0,0.0,,0.0,,193.0,925.0,528.0,0.0,1.0,1.0,0.0,0.0,152.0,0.0
20,Aritz Aduriz,es ESP,"DL,CC",Athletic Club,es La Liga,38,1981,2.3,81.0,2.0,4.0,36.0,42.0,13.0,80.0,2.0,1.0,50.0,1.0,50.0,37.0,145.0,35.0,2.0,1.0,2.0,7.0,2.0,68.0,15.0
21,Lumor Agbenyenu,gh GHA,DF,Mallorca,es La Liga,22,1996,20.1,1187.0,77.0,391.0,502.0,314.0,12.0,1187.0,47.0,29.0,61.7,18.0,38.3,583.0,3716.0,2025.0,60.0,40.0,6.0,27.0,10.0,583.0,66.0
22,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,23,1996,23.3,1237.0,76.0,403.0,635.0,210.0,9.0,1237.0,29.0,17.0,58.6,12.0,41.4,587.0,2671.0,1357.0,26.0,21.0,2.0,24.0,13.0,596.0,49.0
23,Lucien Agoume,fr FRA,CC,Inter,it Serie A,17,2002,0.8,45.0,0.0,8.0,25.0,12.0,0.0,45.0,0.0,0.0,,0.0,,33.0,130.0,45.0,1.0,0.0,0.0,1.0,1.0,30.0,2.0
24,Kevin Agudelo,co COL,"CC,DL",Fiorentina,it Serie A,20,1998,0.7,50.0,0.0,6.0,25.0,21.0,4.0,50.0,3.0,3.0,100.0,0.0,0.0,35.0,198.0,74.0,1.0,1.0,1.0,0.0,2.0,31.0,8.0
25,Kevin Agudelo,co COL,"CC,DL",Genoa,it Serie A,20,1998,7.4,387.0,7.0,73.0,195.0,130.0,18.0,387.0,35.0,25.0,71.4,10.0,28.6,264.0,1922.0,1238.0,39.0,23.0,6.0,15.0,15.0,271.0,34.0
26,Nayef Aguerd,ma MAR,DF,Dijon,fr Ligue 1,23,1996,10.6,717.0,75.0,426.0,284.0,11.0,8.0,717.0,4.0,3.0,75.0,1.0,25.0,352.0,1490.0,859.0,0.0,0.0,0.0,4.0,3.0,467.0,0.0
27,Sergio Agüero,ar ARG,DL,Manchester City,eng Premier League,31,1988,16.1,544.0,4.0,17.0,178.0,356.0,131.0,541.0,40.0,24.0,60.0,16.0,40.0,405.0,2057.0,816.0,35.0,26.0,23.0,34.0,30.0,436.0,105.0
28,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,26,1993,11.9,913.0,32.0,209.0,441.0,268.0,21.0,913.0,22.0,12.0,54.5,10.0,45.5,534.0,2573.0,1482.0,32.0,19.0,4.0,9.0,11.0,581.0,80.0
29,Emmanuel Agyemang-Badu,gh GHA,CC,Hellas Verona,it Serie A,28,1990,2.6,129.0,6.0,23.0,86.0,20.0,1.0,129.0,1.0,1.0,100.0,0.0,0.0,83.0,468.0,199.0,2.0,2.0,1.0,9.0,1.0,88.0,1.0
30,Jean-Eudes Aholou,ci CIV,CC,Saint-Étienne,fr Ligue 1,25,1994,7.0,404.0,14.0,78.0,257.0,71.0,13.0,404.0,16.0,12.0,75.0,4.0,25.0,225.0,1210.0,572.0,14.0,9.0,1.0,19.0,7.0,267.0,15.0
31,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,23,1995,27.8,1540.0,192.0,830.0,678.0,41.0,11.0,1540.0,15.0,10.0,66.7,5.0,33.3,895.0,4335.0,2073.0,17.0,7.0,2.0,14.0,8.0,936.0,2.0
32,Ola Aina,ng NGA,DF,Torino,it Serie A,22,1996,23.1,1478.0,70.0,422.0,679.0,399.0,27.0,1478.0,78.0,47.0,60.3,31.0,39.7,718.0,4943.0,2913.0,86.0,51.0,8.0,32.0,21.0,817.0,80.0
33,Youssef Aït Bennasser,ma MAR,CC,Bordeaux,fr Ligue 1,23,1996,6.0,465.0,11.0,71.0,354.0,43.0,0.0,465.0,7.0,4.0,57.1,3.0,42.9,305.0,1096.0,567.0,6.0,4.0,0.0,7.0,4.0,338.0,6.0
34,Rayan Aït Nouri,dz ALG,DF,Angers,fr Ligue 1,18,2001,14.2,972.0,34.0,302.0,440.0,238.0,13.0,972.0,35.0,19.0,54.3,16.0,45.7,445.0,2684.0,1611.0,45.0,36.0,10.0,27.0,24.0,550.0,69.0
35,Albian Ajeti,ch SUI,DL,West Ham,eng Premier League,22,1997,1.5,28.0,0.0,1.0,8.0,19.0,7.0,28.0,2.0,0.0,0.0,2.0,100.0,17.0,61.0,8.0,0.0,0.0,1.0,4.0,2.0,22.0,10.0
36,Ludovic Ajorque,fr FRA,DL,Strasbourg,fr Ligue 1,25,1994,22.9,712.0,21.0,40.0,386.0,291.0,95.0,711.0,19.0,7.0,36.8,12.0,63.2,376.0,1503.0,584.0,21.0,15.0,8.0,53.0,15.0,553.0,137.0
37,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,24,1995,25.7,2148.0,170.0,1025.0,1055.0,72.0,10.0,2148.0,7.0,6.0,85.7,1.0,14.3,1443.0,7119.0,3766.0,18.0,12.0,0.0,15.0,6.0,1646.0,6.0
38,Marley Aké,fr FRA,"DL,CC",Marseille,fr Ligue 1,18,2001,1.1,40.0,1.0,7.0,16.0,17.0,2.0,40.0,5.0,4.0,80.0,1.0,20.0,25.0,188.0,72.0,1.0,1.0,0.0,1.0,0.0,24.0,6.0
39,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,24,1995,27.8,1557.0,238.0,888.0,604.0,77.0,36.0,1557.0,3.0,3.0,100.0,0.0,0.0,958.0,4935.0,3112.0,12.0,5.0,0.0,9.0,5.0,922.0,7.0
40,Chadrac Akolo,cd COD,"DL,CC",Amiens,fr Ligue 1,24,1995,6.0,280.0,4.0,52.0,141.0,92.0,14.0,280.0,12.0,5.0,41.7,7.0,58.3,168.0,688.0,340.0,11.0,14.0,5.0,14.0,15.0,198.0,53.0
41,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,24,1995,12.7,916.0,130.0,504.0,398.0,22.0,2.0,916.0,3.0,2.0,66.7,1.0,33.3,530.0,2637.0,1416.0,7.0,2.0,0.0,11.0,9.0,610.0,5.0
42,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,27,1992,27.8,2691.0,145.0,943.0,1538.0,232.0,12.0,2691.0,9.0,7.0,77.8,2.0,22.2,1907.0,12192.0,7412.0,69.0,28.0,3.0,16.0,4.0,2060.0,42.0
43,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,21,1998,15.6,984.0,39.0,284.0,473.0,242.0,17.0,984.0,33.0,17.0,51.5,16.0,48.5,454.0,2492.0,1477.0,32.0,22.0,8.0,21.0,7.0,488.0,39.0
44,Lucas Alario,ar ARG,DL,Leverkusen,de Bundesliga,26,1992,13.0,453.0,11.0,24.0,213.0,221.0,78.0,452.0,18.0,13.0,72.2,5.0,27.8,247.0,1027.0,231.0,7.0,5.0,8.0,35.0,17.0,341.0,63.0
45,Jordi Alba,es ESP,DF,Barcelona,es La Liga,30,1989,24.3,2307.0,66.0,459.0,1074.0,782.0,64.0,2307.0,21.0,12.0,57.1,9.0,42.9,1399.0,5468.0,2912.0,42.0,28.0,8.0,17.0,6.0,1734.0,244.0
46,Luis Alberto,es ESP,CC,Lazio,it Serie A,26,1992,34.6,2653.0,14.0,260.0,1371.0,1086.0,98.0,2652.0,107.0,73.0,68.2,34.0,31.8,1620.0,11683.0,7365.0,203.0,171.0,29.0,51.0,47.0,1901.0,163.0
47,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,33,1985,36.0,2282.0,336.0,1270.0,971.0,52.0,21.0,2282.0,3.0,3.0,100.0,0.0,0.0,1193.0,6416.0,3896.0,11.0,8.0,1.0,9.0,2.0,1497.0,4.0
48,Marc Albrighton,eng ENG,"CC,DF",Leicester City,eng Premier League,29,1989,9.6,618.0,12.0,102.0,245.0,284.0,20.0,618.0,33.0,14.0,42.4,19.0,57.6,393.0,1968.0,822.0,20.0,19.0,4.0,12.0,9.0,423.0,94.0
49,Paco Alcácer,es ESP,DL,Villarreal,es La Liga,25,1993,10.3,306.0,11.0,29.0,137.0,143.0,36.0,306.0,7.0,3.0,42.9,4.0,57.1,159.0,597.0,270.0,13.0,7.0,9.0,15.0,8.0,213.0,50.0
50,Paco Alcácer,es ESP,DL,Dortmund,de Bundesliga,25,1993,5.9,163.0,2.0,9.0,75.0,79.0,26.0,163.0,5.0,2.0,40.0,3.0,60.0,78.0,207.0,55.0,1.0,2.0,1.0,12.0,5.0,110.0,37.0
51,Thiago Alcántara,es ESP,CC,Bayern Munich,de Bundesliga,28,1991,19.7,2029.0,47.0,358.0,1364.0,334.0,23.0,2029.0,83.0,71.0,85.5,12.0,14.5,1250.0,5577.0,2677.0,27.0,35.0,7.0,28.0,19.0,1507.0,43.0
52,Rubén Alcaraz,es ESP,CC,Valladolid,es La Liga,28,1991,21.4,1340.0,73.0,341.0,848.0,167.0,10.0,1340.0,28.0,23.0,82.1,5.0,17.9,663.0,3258.0,1591.0,26.0,15.0,1.0,23.0,15.0,734.0,21.0
53,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,30,1989,32.9,2349.0,344.0,1183.0,1068.0,101.0,22.0,2349.0,1.0,0.0,0.0,1.0,100.0,1460.0,5973.0,2949.0,11.0,18.0,1.0,9.0,5.0,1566.0,10.0
54,Haitam Aleesami,no NOR,DF,Amiens,fr Ligue 1,28,1991,21.3,1421.0,72.0,412.0,759.0,262.0,15.0,1421.0,19.0,13.0,68.4,6.0,31.6,573.0,2813.0,1426.0,21.0,17.0,4.0,23.0,22.0,756.0,72.0
55,Álex Alegría,es ESP,DL,Mallorca,es La Liga,26,1992,1.2,45.0,0.0,2.0,22.0,21.0,6.0,45.0,2.0,0.0,0.0,2.0,100.0,21.0,80.0,36.0,1.0,1.0,1.0,2.0,1.0,39.0,6.0
56,Carles Aleñá,es ESP,CC,Barcelona,es La Liga,21,1998,1.9,168.0,1.0,13.0,101.0,55.0,2.0,168.0,3.0,2.0,66.7,1.0,33.3,121.0,508.0,218.0,4.0,3.0,0.0,3.0,1.0,143.0,2.0
57,Carles Aleñá,es ESP,"CC,DL",Betis,es La Liga,21,1998,8.2,466.0,5.0,55.0,291.0,128.0,9.0,466.0,22.0,12.0,54.5,10.0,45.5,332.0,1908.0,876.0,15.0,17.0,0.0,11.0,9.0,381.0,25.0
58,Rúnar Alex Rúnarsson,is ISL,PO,Dijon,fr Ligue 1,24,1995,10.0,350.0,304.0,349.0,1.0,0.0,0.0,350.0,0.0,0.0,,0.0,,157.0,734.0,504.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0
59,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,20,1998,35.3,3582.0,99.0,825.0,1590.0,1193.0,54.0,3582.0,51.0,21.0,41.2,30.0,58.8,2136.0,9096.0,5332.0,98.0,113.0,16.0,47.0,12.0,2281.0,226.0
60,Enrico Alfonso,it ITA,PO,Brescia,it Serie A,31,1988,3.1,85.0,67.0,85.0,0.0,0.0,0.0,85.0,0.0,0.0,,0.0,,27.0,144.0,109.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0
