RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Int.,Balón vivo,Balón muerto,FK,PL,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,Cmp,PA,Bloqueos
2350,Bouna Sarr,sn SEN,DF,Marseille,fr Ligue 1,28,1992,0.8,62.0,49.0,13.0,1.0,0.0,0.0,2,12.0,0.0,0.0,0.0,0.0,54.0,0.0,1.0
2351,Bouna Sarr,sn SEN,DF,Bayern Munich,de Bundesliga,28,1992,5.0,382.0,328.0,53.0,7.0,0.0,0.0,12,46.0,0.0,0.0,0.0,0.0,330.0,1.0,4.0
2352,Sidy Sarr,sn SEN,CC,Nîmes,fr Ligue 1,24,1996,5.1,220.0,210.0,10.0,8.0,1.0,10.0,0,2.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0
2353,Marco Sau,it ITA,"CC,DL",Benevento,it Serie A,32,1987,8.7,268.0,216.0,51.0,18.0,0.0,0.0,40,0.0,19.0,5.0,13.0,0.0,182.0,1.0,6.0
2354,Téji Savanier,fr FRA,CC,Montpellier,fr Ligue 1,28,1991,24.1,1256.0,1072.0,179.0,57.0,3.0,31.0,163,9.0,97.0,35.0,48.0,4.0,864.0,5.0,21.0
2355,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,29,1991,32.8,1752.0,1692.0,56.0,51.0,2.0,11.0,3,5.0,0.0,0.0,0.0,0.0,1487.0,4.0,14.0
2356,Romaine Sawyers,kn SKN,CC,West Brom,eng Premier League,28,1991,16.5,729.0,680.0,44.0,22.0,1.0,6.0,3,1.0,0.0,0.0,0.0,0.0,616.0,5.0,12.0
2357,Gianluca Scamacca,it ITA,DL,Genoa,it Serie A,21,1999,15.0,349.0,332.0,17.0,0.0,1.0,9.0,10,0.0,0.0,0.0,0.0,0.0,226.0,0.0,16.0
2358,Dane Scarlett,eng ENG,DL,Tottenham,eng Premier League,16,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2359,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,28,1991,13.8,614.0,555.0,54.0,32.0,0.0,12.0,6,22.0,0.0,0.0,0.0,0.0,468.0,5.0,6.0
2360,Aurélien Scheidler,fr FRA,DL,Dijon,fr Ligue 1,22,1998,3.8,71.0,62.0,9.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,48.0,0.0,2.0
2361,Nicolás Schiappacasse,uy URU,CC,Sassuolo,it Serie A,21,1999,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2362,Pasquale Schiattarella,it ITA,CC,Benevento,it Serie A,33,1987,25.0,1353.0,1250.0,91.0,85.0,3.0,11.0,6,5.0,0.0,0.0,0.0,0.0,1091.0,12.0,18.0
2363,Patrik Schick,cz CZE,DL,Leverkusen,de Bundesliga,24,1996,20.7,428.0,401.0,26.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,296.0,1.0,7.0
2364,Sven Schipplock,de GER,"DL,CC",Arminia,de Bundesliga,31,1988,8.3,182.0,174.0,7.0,0.0,0.0,0.0,10,2.0,0.0,0.0,0.0,0.0,96.0,1.0,9.0
2365,Xaver Schlager,at AUT,CC,Wolfsburg,de Bundesliga,22,1997,29.2,1273.0,1230.0,29.0,22.0,7.0,10.0,9,5.0,0.0,0.0,0.0,0.0,961.0,14.0,33.0
2366,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,23,1997,18.4,826.0,801.0,23.0,23.0,0.0,5.0,1,0.0,0.0,0.0,0.0,0.0,665.0,2.0,3.0
2367,Nico Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,20,1999,14.3,820.0,798.0,21.0,21.0,0.0,11.0,9,0.0,0.0,0.0,0.0,0.0,657.0,1.0,10.0
2368,Jeffrey Schlupp,gh GHA,CC,Crystal Palace,eng Premier League,27,1992,15.9,436.0,420.0,13.0,4.0,0.0,2.0,30,5.0,0.0,0.0,0.0,0.0,304.0,3.0,13.0
2369,Kasper Schmeichel,dk DEN,PO,Leicester City,eng Premier League,33,1986,38.0,1251.0,885.0,363.0,153.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,927.0,3.0,0.0
2370,Jonathan Schmid,fr FRA,"CC,DF",Freiburg,de Bundesliga,30,1990,26.6,1333.0,1017.0,311.0,20.0,0.0,15.0,92,289.0,2.0,0.0,2.0,0.0,995.0,5.0,37.0
2371,Romano Schmid,at AUT,"CC,DL",Werder Bremen,de Bundesliga,20,2000,13.1,477.0,460.0,11.0,0.0,1.0,1.0,17,5.0,0.0,0.0,0.0,0.0,328.0,6.0,19.0
2372,Benno Schmitz,de GER,DF,Köln,de Bundesliga,25,1994,4.6,247.0,195.0,52.0,5.0,0.0,2.0,13,47.0,0.0,0.0,0.0,0.0,172.0,0.0,8.0
2373,Morgan Schneiderlin,fr FRA,CC,Nice,fr Ligue 1,30,1989,24.4,1615.0,1563.0,48.0,48.0,0.0,21.0,7,0.0,0.0,0.0,0.0,0.0,1426.0,4.0,12.0
2374,Alessandro Schöpf,at AUT,"DL,CC",Schalke 04,de Bundesliga,26,1994,10.5,350.0,324.0,26.0,6.0,0.0,1.0,12,17.0,3.0,0.0,3.0,0.0,279.0,0.0,14.0
2375,Jerdy Schouten,nl NED,CC,Bologna,it Serie A,23,1997,27.9,1395.0,1366.0,25.0,17.0,4.0,5.0,9,0.0,0.0,0.0,0.0,0.0,1206.0,4.0,10.0
2376,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,27,1993,6.8,467.0,401.0,64.0,9.0,0.0,0.0,18,55.0,0.0,0.0,0.0,0.0,375.0,2.0,17.0
2377,Alexander Schwolow,de GER,PO,Hertha BSC,de Bundesliga,28,1992,26.0,923.0,646.0,270.0,49.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,729.0,7.0,0.0
2378,Christopher Scott,de GER,"CC,DL",Bayern Munich,de Bundesliga,18,2002,0.4,9.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
2379,Matteo Scozzarella,it ITA,CC,Parma,it Serie A,32,1988,1.7,106.0,89.0,17.0,6.0,0.0,1.0,13,0.0,11.0,5.0,4.0,0.0,84.0,0.0,0.0
2380,Simone Scuffet,it ITA,PO,Udinese,it Serie A,24,1996,1.0,28.0,15.0,13.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
2381,Jacopo Segre,it ITA,CC,Torino,it Serie A,23,1997,2.1,106.0,105.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,94.0,0.0,2.0
2382,Davie Selke,de GER,DL,Werder Bremen,de Bundesliga,25,1995,9.0,217.0,201.0,13.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,112.0,3.0,5.0
2383,Malik Sellouki,fr FRA,"DL,CC",Nice,fr Ligue 1,20,2000,0.7,30.0,28.0,2.0,0.0,0.0,0.0,6,1.0,1.0,1.0,0.0,0.0,18.0,0.0,2.0
2384,Matz Sels,be BEL,PO,Strasbourg,fr Ligue 1,28,1992,6.0,174.0,108.0,66.0,16.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0
2385,Nélson Semedo,pt POR,"DF,CC",Wolves,eng Premier League,26,1993,33.1,1976.0,1620.0,353.0,18.0,1.0,0.0,75,331.0,4.0,0.0,3.0,0.0,1586.0,3.0,57.0
2386,Léo Sena,br BRA,CC,Spezia,it Serie A,24,1995,9.8,624.0,583.0,40.0,38.0,0.0,12.0,12,1.0,1.0,0.0,0.0,0.0,543.0,1.0,10.0
2387,Stefano Sensi,it ITA,CC,Inter,it Serie A,24,1995,6.7,432.0,387.0,43.0,11.0,0.0,1.0,34,5.0,26.0,7.0,9.0,0.0,354.0,2.0,5.0
2388,Jaime Seoane,es ESP,CC,Huesca,es La Liga,23,1997,22.9,877.0,851.0,22.0,16.0,0.0,22.0,27,1.0,4.0,2.0,1.0,0.0,663.0,4.0,27.0
2389,Luigi Sepe,it ITA,PO,Parma,it Serie A,29,1991,36.0,1445.0,1058.0,381.0,107.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1147.0,6.0,0.0
2390,Suat Serdar,de GER,CC,Schalke 04,de Bundesliga,23,1997,21.7,609.0,585.0,19.0,11.0,0.0,7.0,3,2.0,1.0,0.0,0.0,0.0,455.0,5.0,26.0
2391,Jean Seri,ci CIV,CC,Bordeaux,fr Ligue 1,29,1991,7.9,516.0,494.0,20.0,20.0,0.0,8.0,5,0.0,0.0,0.0,0.0,0.0,440.0,2.0,7.0
2392,Femi Seriki,eng ENG,CC,Sheffield Utd,eng Premier League,18,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2393,Ryan Sessegnon,eng ENG,"DF,DL",Hoffenheim,de Bundesliga,20,2000,17.5,934.0,776.0,156.0,11.0,1.0,1.0,69,145.0,0.0,0.0,0.0,0.0,716.0,2.0,25.0
2394,Nils Seufert,de GER,"CC,DL",Arminia,de Bundesliga,23,1997,3.8,178.0,168.0,10.0,7.0,0.0,0.0,6,1.0,2.0,1.0,1.0,0.0,146.0,0.0,5.0
2395,Edgar Sevikyan,am ARM,CC,Levante,es La Liga,18,2001,0.1,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2396,Stephan El Shaarawy,it ITA,"CC,DL",Roma,it Serie A,27,1992,6.4,240.0,234.0,6.0,2.0,2.0,2.0,10,4.0,0.0,0.0,0.0,0.0,186.0,0.0,9.0
2397,Jamie Shackleton,eng ENG,"CC,DF",Leeds United,eng Premier League,20,1999,5.1,214.0,193.0,20.0,1.0,0.0,0.0,2,19.0,0.0,0.0,0.0,0.0,191.0,1.0,5.0
2398,Xherdan Shaqiri,ch SUI,"CC,DL",Liverpool,eng Premier League,28,1991,6.2,428.0,404.0,23.0,1.0,5.0,1.0,22,6.0,13.0,8.0,1.0,0.0,361.0,1.0,8.0
2399,Billy Sharp,eng ENG,DL,Sheffield Utd,eng Premier League,34,1986,8.2,123.0,109.0,11.0,1.0,1.0,0.0,8,0.0,0.0,0.0,0.0,0.0,85.0,3.0,6.0
2400,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,25,1995,29.5,2068.0,1674.0,386.0,27.0,0.0,2.0,189,262.0,97.0,49.0,42.0,0.0,1650.0,8.0,54.0
2401,Jonjo Shelvey,eng ENG,CC,Newcastle Utd,eng Premier League,28,1992,29.1,1499.0,1345.0,150.0,88.0,1.0,48.0,94,0.0,48.0,16.0,12.0,12.0,1092.0,4.0,21.0
2402,Eldor Shomurodov,uz UZB,DL,Genoa,it Serie A,25,1995,18.6,483.0,469.0,13.0,0.0,1.0,0.0,15,0.0,0.0,0.0,0.0,0.0,329.0,1.0,22.0
2403,Shola Shoretire,eng ENG,DL,Manchester Utd,eng Premier League,16,2004,0.1,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
2404,Mahame Siby,ml MLI,CC,Strasbourg,fr Ligue 1,24,1996,0.2,11.0,11.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0
2405,Abdoulaye Sidibé,fr FRA,CC,Saint-Étienne,fr Ligue 1,18,2002,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2406,Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,28,1992,22.0,1853.0,1513.0,334.0,78.0,2.0,14.0,93,220.0,36.0,17.0,17.0,0.0,1525.0,6.0,17.0
2407,Sidnei,br BRA,DF,Betis,es La Liga,30,1989,7.7,522.0,504.0,18.0,17.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,472.0,0.0,3.0
2408,Kaj Sierhuis,nl NED,"DL,CC",Reims,fr Ligue 1,22,1998,7.2,165.0,152.0,10.0,1.0,0.0,1.0,6,0.0,0.0,0.0,0.0,0.0,101.0,3.0,5.0
2409,Tim Siersleben,de GER,DF,Wolfsburg,de Bundesliga,20,2000,0.4,25.0,24.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
2410,Gylfi Sigurðsson,is ISL,"CC,DL",Everton,eng Premier League,30,1989,25.0,963.0,827.0,130.0,34.0,2.0,1.0,100,4.0,60.0,40.0,16.0,2.0,758.0,6.0,19.0
2411,Luca Siligardi,it ITA,"CC,DL",Crotone,it Serie A,32,1988,0.5,20.0,20.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0
2412,Luca Siligardi,it ITA,"DL,CC",Parma,it Serie A,32,1988,0.4,19.0,17.0,2.0,1.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,11.0,0.0,2.0
2413,Adrien Silva,pt POR,CC,Sampdoria,it Serie A,31,1989,17.8,948.0,898.0,48.0,44.0,0.0,22.0,9,1.0,3.0,1.0,0.0,0.0,822.0,2.0,6.0
2414,André Silva,pt POR,DL,Eint Frankfurt,de Bundesliga,24,1995,30.7,774.0,693.0,77.0,1.0,2.0,1.0,12,10.0,0.0,0.0,0.0,0.0,561.0,4.0,18.0
2415,Bernardo Silva,pt POR,"CC,DL",Manchester City,eng Premier League,25,1994,22.9,1434.0,1363.0,66.0,14.0,1.0,7.0,32,25.0,19.0,2.0,3.0,0.0,1287.0,5.0,21.0
2416,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,23,1997,26.3,1489.0,1195.0,292.0,27.0,1.0,5.0,80,264.0,0.0,0.0,0.0,0.0,1177.0,2.0,27.0
2417,David Silva,es ESP,CC,Real Sociedad,es La Liga,34,1986,15.5,866.0,820.0,35.0,24.0,7.0,3.0,18,3.0,6.0,5.0,1.0,0.0,720.0,11.0,16.0
2418,Fábio Silva,pt POR,DL,Wolves,eng Premier League,18,2002,15.2,330.0,300.0,30.0,0.0,1.0,1.0,5,2.0,0.0,0.0,0.0,0.0,237.0,0.0,7.0
2419,Florent da Silva,fr FRA,DL,Lyon,fr Ligue 1,17,2003,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2420,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,29,1991,3.9,227.0,183.0,44.0,5.0,0.0,3.0,10,39.0,0.0,0.0,0.0,0.0,185.0,0.0,5.0
2421,Gastón Silva,uy URU,DF,Huesca,es La Liga,26,1994,6.7,347.0,322.0,25.0,21.0,0.0,5.0,0,4.0,0.0,0.0,0.0,0.0,290.0,0.0,4.0
2422,Rui Silva,pt POR,PO,Granada,es La Liga,26,1994,32.0,1079.0,674.0,397.0,132.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,596.0,8.0,1.0
2423,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,35,1984,21.5,1952.0,1892.0,55.0,51.0,0.0,8.0,3,4.0,0.0,0.0,0.0,0.0,1809.0,5.0,4.0
2424,Marco Silvestri,it ITA,PO,Hellas Verona,it Serie A,29,1991,34.0,963.0,625.0,335.0,69.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,440.0,3.0,0.0
2425,Mohamed Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,20,2000,17.9,851.0,786.0,63.0,20.0,0.0,18.0,6,43.0,0.0,0.0,0.0,0.0,699.0,2.0,6.0
2426,Giovanni Simeone,ar ARG,DL,Cagliari,it Serie A,25,1995,19.3,346.0,296.0,49.0,1.0,0.0,1.0,8,0.0,0.0,0.0,0.0,0.0,255.0,1.0,14.0
2427,Moses Simon,ng NGA,"DL,CC",Nantes,fr Ligue 1,25,1995,25.8,722.0,642.0,76.0,16.0,1.0,4.0,133,13.0,46.0,39.0,5.0,0.0,464.0,4.0,28.0
2428,Unai Simón,es ESP,PO,Athletic Club,es La Liga,23,1997,37.0,1062.0,697.0,365.0,102.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,743.0,0.0,0.0
2429,Xavi Simons,nl NED,CC,Paris S-G,fr Ligue 1,17,2003,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
2430,Jóan Símun Edmundsson,fo FRO,"DL,CC",Arminia,de Bundesliga,29,1991,0.6,13.0,12.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0
2431,Wilfried Singo,ci CIV,DF,Torino,it Serie A,19,2000,20.6,963.0,778.0,185.0,16.0,0.0,5.0,79,169.0,0.0,0.0,0.0,0.0,723.0,0.0,19.0
2432,Daley Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,25,1995,17.4,1282.0,1104.0,176.0,9.0,0.0,2.0,33,167.0,0.0,0.0,0.0,0.0,1037.0,2.0,29.0
2433,Dimitris Siovas,gr GRE,DF,Huesca,es La Liga,31,1988,34.1,1873.0,1780.0,84.0,75.0,0.0,13.0,7,5.0,0.0,0.0,0.0,0.0,1508.0,9.0,9.0
2434,Tobias Sippel,de GER,PO,M'Gladbach,de Bundesliga,32,1988,3.8,147.0,86.0,58.0,12.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,92.0,3.0,0.0
2435,Salvatore Sirigu,it ITA,PO,Torino,it Serie A,33,1987,32.0,1006.0,615.0,390.0,119.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,711.0,1.0,2.0
2436,Issouf Sissokho,ml MLI,"CC,DF",Bordeaux,fr Ligue 1,18,2002,0.9,44.0,44.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0
2437,Ibrahima Sissoko,fr FRA,CC,Strasbourg,fr Ligue 1,22,1997,28.7,1111.0,1090.0,16.0,11.0,0.0,16.0,27,5.0,0.0,0.0,0.0,0.0,885.0,5.0,24.0
2438,Moussa Sissoko,fr FRA,CC,Tottenham,eng Premier League,30,1989,17.6,811.0,758.0,52.0,12.0,0.0,7.0,9,40.0,0.0,0.0,0.0,0.0,679.0,1.0,10.0
2439,Nelson Sissoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,23,1997,5.3,282.0,215.0,67.0,7.0,0.0,3.0,15,60.0,0.0,0.0,0.0,0.0,201.0,0.0,5.0
2440,Antonio Sivera,es ESP,PO,Alavés,es La Liga,23,1996,0.8,22.0,14.0,8.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
2441,Jacques Siwe,fr FRA,DL,Dijon,fr Ligue 1,19,2001,1.9,38.0,38.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,3.0
2442,Ellyes Skhiri,tn TUN,CC,Köln,de Bundesliga,25,1995,30.9,1523.0,1439.0,81.0,75.0,1.0,11.0,3,5.0,1.0,1.0,0.0,0.0,1316.0,3.0,17.0
2443,Łukasz Skorupski,pl POL,PO,Bologna,it Serie A,29,1991,28.0,959.0,675.0,280.0,49.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,747.0,4.0,2.0
2444,Andreas Skov Olsen,dk DEN,"DL,DF",Bologna,it Serie A,20,1999,13.1,546.0,505.0,38.0,6.0,0.0,5.0,66,5.0,26.0,18.0,2.0,0.0,407.0,3.0,12.0
2445,Robert Skov,dk DEN,"DL,CC",Hoffenheim,de Bundesliga,24,1996,12.9,508.0,436.0,70.0,14.0,1.0,15.0,73,26.0,30.0,17.0,6.0,0.0,348.0,2.0,22.0
2446,Milan Škriniar,sk SVK,DF,Inter,it Serie A,25,1995,30.9,2182.0,2103.0,77.0,59.0,0.0,19.0,4,16.0,0.0,0.0,0.0,0.0,2009.0,2.0,13.0
2447,Steven Skrzybski,de GER,"DL,DF",Schalke 04,de Bundesliga,27,1992,4.7,124.0,110.0,13.0,0.0,0.0,1.0,13,12.0,0.0,0.0,0.0,0.0,74.0,1.0,7.0
2448,Petar Škuletić,rs SRB,"DL,CC",Montpellier,fr Ligue 1,30,1990,2.6,75.0,68.0,7.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,41.0,0.0,1.0
2449,Islam Slimani,dz ALG,DL,Leicester City,eng Premier League,32,1988,0.2,9.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
2450,Islam Slimani,dz ALG,DL,Lyon,fr Ligue 1,32,1988,6.4,242.0,230.0,11.0,1.0,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0,178.0,1.0,6.0
2451,William Smallbone,ie IRL,CC,Southampton,eng Premier League,20,2000,1.9,78.0,78.0,0.0,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0
2452,Chris Smalling,eng ENG,DF,Roma,it Serie A,30,1989,12.3,684.0,661.0,23.0,18.0,0.0,2.0,1,2.0,0.0,0.0,0.0,0.0,620.0,0.0,4.0
2453,Emile Smith Rowe,eng ENG,"CC,DL",Arsenal,eng Premier League,20,2000,16.0,746.0,735.0,10.0,5.0,1.0,0.0,17,2.0,0.0,0.0,0.0,0.0,648.0,1.0,20.0
2454,Robert Snodgrass,sct SCO,"CC,DL",West Brom,eng Premier League,32,1987,5.8,141.0,138.0,2.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,107.0,1.0,0.0
2455,Robert Snodgrass,sct SCO,"DL,CC",West Ham,eng Premier League,32,1987,0.1,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2456,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,28,1991,8.3,469.0,383.0,85.0,16.0,0.0,2.0,34,69.0,0.0,0.0,0.0,0.0,349.0,1.0,8.0
2457,Rafa Soares,pt POR,DF,Eibar,es La Liga,25,1995,12.6,706.0,525.0,177.0,12.0,0.0,5.0,65,164.0,1.0,0.0,1.0,0.0,487.0,4.0,18.0
2458,Rubén Sobrino,es ESP,"CC,DL",Valencia,es La Liga,28,1992,0.5,21.0,21.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0
2459,Rubén Sobrino,es ESP,"DL,CC",Cádiz,es La Liga,28,1992,12.4,257.0,249.0,6.0,2.0,0.0,1.0,9,1.0,0.0,0.0,0.0,0.0,185.0,2.0,5.0
2460,Simon Sohm,ch SUI,CC,Parma,it Serie A,19,2001,10.0,424.0,417.0,6.0,3.0,0.0,4.0,4,0.0,3.0,2.0,0.0,0.0,354.0,1.0,5.0
2461,Augusto Solari,ar ARG,CC,Celta Vigo,es La Liga,28,1992,5.4,201.0,192.0,8.0,0.0,0.0,3.0,17,5.0,3.0,0.0,3.0,0.0,148.0,1.0,5.0
2462,Roberto Soldado,es ESP,DL,Granada,es La Liga,35,1985,16.0,349.0,303.0,38.0,1.0,1.0,5.0,11,1.0,0.0,0.0,0.0,0.0,206.0,8.0,15.0
2463,Carlos Soler,es ESP,CC,Valencia,es La Liga,23,1997,30.4,1579.0,1358.0,204.0,88.0,2.0,16.0,126,5.0,111.0,44.0,37.0,1.0,1272.0,17.0,19.0
2464,Yann Sommer,ch SUI,PO,M'Gladbach,de Bundesliga,31,1988,30.1,1243.0,963.0,275.0,63.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,1017.0,5.0,2.0
2465,Son,es ESP,"DF,CC",Levante,es La Liga,26,1994,12.3,641.0,500.0,141.0,11.0,0.0,4.0,54,124.0,5.0,2.0,2.0,0.0,480.0,0.0,21.0
2466,Brandon Soppy,fr FRA,DF,Rennes,fr Ligue 1,18,2002,6.2,407.0,337.0,70.0,7.0,1.0,1.0,16,63.0,0.0,0.0,0.0,0.0,321.0,0.0,8.0
2467,David Soria,es ESP,PO,Getafe,es La Liga,27,1993,28.0,860.0,517.0,338.0,143.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,399.0,5.0,1.0
2468,Roberto Soriano,it ITA,CC,Bologna,it Serie A,29,1991,36.1,1507.0,1475.0,23.0,11.0,5.0,6.0,34,8.0,0.0,0.0,0.0,0.0,1222.0,9.0,38.0
2469,Alberto Soro,es ESP,"DL,CC",Granada,es La Liga,21,1999,4.4,129.0,120.0,9.0,6.0,0.0,0.0,12,0.0,3.0,0.0,3.0,0.0,92.0,0.0,2.0
2470,Borna Sosa,hr CRO,"DF,DL",Stuttgart,de Bundesliga,22,1998,22.7,1281.0,1026.0,251.0,26.0,0.0,3.0,211,181.0,44.0,15.0,21.0,0.0,894.0,4.0,34.0
2471,Hugo Sotelo,es ESP,CC,Celta Vigo,es La Liga,16,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2472,Florian Sotoca,fr FRA,DL,Lens,fr Ligue 1,29,1990,26.8,938.0,880.0,49.0,4.0,2.0,18.0,48,7.0,1.0,0.0,0.0,0.0,656.0,9.0,29.0
2473,Riccardo Sottil,it ITA,"DL,CC",Cagliari,it Serie A,21,1999,13.2,382.0,367.0,14.0,1.0,0.0,6.0,43,1.0,11.0,2.0,6.0,0.0,281.0,1.0,11.0
2474,Cheick Souaré,fr FRA,CC,Marseille,fr Ligue 1,17,2002,0.1,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2475,Tomáš Souček,cz CZE,CC,West Ham,eng Premier League,25,1995,38.0,1623.0,1594.0,26.0,22.0,0.0,13.0,9,4.0,0.0,0.0,0.0,0.0,1218.0,3.0,18.0
2476,Rayan Souici,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1998,0.1,9.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
2477,Cebio Soukou,bj BEN,"DL,CC",Arminia,de Bundesliga,27,1992,5.1,114.0,110.0,3.0,0.0,0.0,1.0,3,3.0,0.0,0.0,0.0,0.0,97.0,1.0,2.0
2478,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,28,1992,19.5,925.0,853.0,71.0,67.0,0.0,1.0,0,4.0,0.0,0.0,0.0,0.0,822.0,1.0,5.0
2479,Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,28,1992,1.6,116.0,115.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0
2480,Boubakary Soumaré,fr FRA,CC,Lille,fr Ligue 1,21,1999,21.3,1556.0,1535.0,20.0,18.0,0.0,22.0,1,2.0,0.0,0.0,0.0,0.0,1350.0,1.0,10.0
2481,Yaya Soumaré,ml MLI,DL,Lyon,fr Ligue 1,20,2000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2482,Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,28,1992,13.6,644.0,481.0,159.0,3.0,0.0,0.0,53,156.0,0.0,0.0,0.0,0.0,469.0,4.0,24.0
2483,Ansou Sow,sn SEN,CC,Lens,fr Ligue 1,20,2000,0.1,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2484,Djibril Sow,ch SUI,CC,Eint Frankfurt,de Bundesliga,23,1997,24.2,1217.0,1199.0,15.0,11.0,1.0,4.0,6,4.0,0.0,0.0,0.0,0.0,1062.0,3.0,10.0
